BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3141  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3GF            '  /                                              
FILENAME= 'VERSION2FC_ATM.FITS[*,2,1]'  /
4708.5808906555  3.114381E-18
4709.94472789762  -5.769125E-18
4711.30856513975  2.619990E-18
4712.67240238188  3.057261E-18
4714.036239624  -4.702157E-18
4715.40007686613  -5.767030E-18
4716.76391410826  -4.403490E-18
4718.12775135038  -5.624973E-18
4719.49158859251  -1.245840E-18
4720.85542583464  7.765313E-18
4722.21926307676  1.420613E-17
4723.58310031889  7.368907E-18
4724.94693756102  -1.002044E-18
4726.31077480314  -2.216211E-18
4727.67461204527  -3.961102E-18
4729.03844928739  1.317844E-18
4730.40228652952  1.081298E-17
4731.76612377165  1.083620E-17
4733.12996101378  9.362545E-18
4734.4937982559  6.725575E-18
4735.85763549803  2.970200E-18
4737.22147274015  2.964843E-18
4738.58530998228  8.060561E-18
4739.94914722441  9.896656E-18
4741.31298446653  9.590487E-18
4742.67682170866  -1.113431E-19
4744.04065895079  -1.213078E-17
4745.40449619291  -8.882657E-18
4746.76833343504  1.023273E-18
4748.13217067717  6.599348E-18
4749.49600791929  2.527679E-18
4750.85984516142  -4.236949E-18
4752.22368240355  -6.134474E-18
4753.58751964567  6.180638E-19
4754.9513568878  -1.542608E-18
4756.31519412992  2.466518E-18
4757.67903137205  1.238147E-17
4759.04286861418  1.939131E-17
4760.4067058563  7.691587E-18
4761.77054309843  6.684885E-18
4763.13438034056  8.485335E-18
4764.49821758269  2.693701E-18
4765.86205482481  7.894257E-19
4767.22589206694  4.821560E-18
4768.58972930906  6.041546E-18
4769.95356655119  -1.598265E-18
4771.31740379332  -5.409322E-18
4772.68124103544  1.371836E-18
4774.04507827757  3.779154E-18
4775.4089155197  4.829604E-18
4776.77275276182  4.572725E-18
4778.13659000395  -4.585014E-18
4779.50042724608  -6.152827E-18
4780.8642644882  1.069777E-18
4782.22810173033  -1.766828E-19
4783.59193897245  4.712437E-19
4784.95577621458  3.620198E-18
4786.31961345671  1.070544E-17
4787.68345069883  8.948700E-18
4789.04728794096  7.191957E-18
4790.41112518309  5.435215E-18
4791.77496242521  3.678473E-18
4793.13879966734  1.921730E-18
4794.50263690947  1.649878E-19
4795.86647415159  1.723139E-18
4797.23031139372  1.369178E-18
4798.59414863585  4.797380E-18
4799.95798587797  -5.205963E-19
4801.3218231201  -3.823614E-18
4802.68566036223  6.400203E-18
4804.04949760435  1.292218E-17
4805.41333484648  5.140293E-18
4806.77717208861  2.800966E-18
4808.14100933073  2.760817E-19
4809.50484657286  9.464130E-18
4810.86868381498  8.963907E-18
4812.23252105711  -3.114747E-18
4813.59635829924  -3.558711E-18
4814.96019554136  -1.260604E-18
4816.32403278349  -7.558281E-20
4817.68787002562  1.598178E-18
4819.05170726774  3.432572E-18
4820.41554450987  -2.723479E-18
4821.779381752  -2.564738E-18
4823.14321899412  4.658783E-18
4824.50705623625  4.897765E-18
4825.87089347838  -2.280271E-18
4827.2347307205  -2.492920E-18
4828.59856796263  -1.804921E-18
4829.96240520476  -2.358624E-19
4831.32624244688  1.106286E-18
4832.69007968901  1.717935E-18
4834.05391693113  2.930968E-18
4835.41775417326  -1.534542E-18
4836.78159141539  -2.333558E-18
4838.14542865752  9.993385E-19
4839.50926589964  -2.590186E-18
4840.87310314177  -2.778587E-18
4842.23694038389  6.144006E-18
4843.60077762602  7.420066E-18
4844.96461486815  5.644548E-18
4846.32845211027  2.876270E-18
4847.6922893524  -3.367096E-18
4849.05612659453  1.956162E-18
4850.41996383665  7.224633E-18
4851.78380107878  6.384466E-18
4853.14763832091  4.403862E-18
4854.51147556303  4.999324E-19
4855.87531280516  3.073069E-18
4857.23915004729  9.104430E-18
4858.60298728941  1.220473E-18
4859.96682453154  -1.865648E-18
4861.33066177367  -8.602767E-19
4862.69449901579  -2.838987E-19
4864.05833625792  6.170831E-18
4865.42217350005  7.758924E-18
4866.78601074217  9.253698E-18
4868.1498479843  4.840441E-18
4869.51368522642  2.272467E-18
4870.87752246855  9.120847E-18
4872.24135971068  6.738490E-18
4873.60519695281  4.654315E-18
4874.96903419493  2.844667E-18
4876.33287143706  -2.802683E-19
4877.69670867918  9.941955E-19
4879.06054592131  3.402382E-18
4880.42438316344  5.539899E-18
4881.78822040556  2.923447E-18
4883.15205764769  2.407804E-18
4884.51589488982  -7.881518E-20
4885.87973213194  -5.553010E-18
4887.24356937407  -3.280607E-18
4888.6074066162  -6.150366E-20
4889.97124385832  3.572560E-18
4891.33508110045  4.432808E-18
4892.69891834257  2.058474E-18
4894.0627555847  2.047452E-18
4895.42659282683  -2.744737E-18
4896.79043006896  -3.046529E-18
4898.15426731108  2.129905E-18
4899.51810455321  5.677586E-18
4900.88194179534  2.630814E-18
4902.24577903746  5.583851E-18
4903.60961627959  5.131791E-18
4904.97345352171  4.928238E-18
4906.33729076384  1.312760E-17
4907.70112800597  8.102445E-18
4909.06496524809  -2.399702E-19
4910.42880249022  1.663216E-18
4911.79263973235  4.292381E-18
4913.15647697447  3.206886E-18
4914.5203142166  3.201986E-18
4915.88415145873  -9.307834E-20
4917.24798870085  -1.222646E-18
4918.61182594298  1.606381E-18
4919.9756631851  7.920909E-18
4921.33950042723  1.052356E-17
4922.70333766936  3.605325E-18
4924.06717491148  5.374180E-18
4925.43101215361  5.484229E-18
4926.79484939574  6.272173E-18
4928.15868663786  5.962053E-18
4929.52252387999  7.329264E-19
4930.88636112212  -3.714261E-19
4932.25019836424  2.553989E-18
4933.61403560637  2.604629E-18
4934.9778728485  1.822302E-18
4936.34171009062  4.261942E-18
4937.70554733275  5.349263E-18
4939.06938457488  2.796207E-18
4940.433221817  8.443501E-19
4941.79705905913  -2.314117E-18
4943.16089630126  -1.557867E-18
4944.52473354338  3.730816E-19
4945.88857078551  1.716275E-18
4947.25240802764  6.283536E-18
4948.61624526976  4.003675E-18
4949.98008251189  2.247046E-18
4951.34391975402  1.072749E-18
4952.70775699614  -5.154158E-19
4954.07159423827  2.070568E-18
4955.43543148039  1.867323E-18
4956.79926872252  7.146802E-19
4958.16310596465  1.599585E-18
4959.52694320677  8.800805E-19
4960.8907804489  1.432897E-18
4962.25461769103  -1.000637E-18
4963.61845493315  -2.520872E-18
4964.98229217528  2.234623E-18
4966.34612941741  3.127262E-18
4967.70996665953  -4.254660E-19
4969.07380390166  2.250600E-18
4970.43764114379  2.956911E-18
4971.80147838591  2.184424E-18
4973.16531562804  2.519166E-18
4974.52915287017  6.342551E-18
4975.89299011229  3.192019E-18
4977.25682735442  -5.881340E-19
4978.62066459655  -1.527717E-19
4979.98450183867  2.769937E-18
4981.3483390808  2.097499E-18
4982.71217632292  -7.872733E-21
4984.07601356505  4.884234E-19
4985.43985080718  -1.835720E-19
4986.8036880493  6.263356E-19
4988.16752529143  9.605084E-19
4989.53136253356  7.534691E-19
4990.89519977568  1.461199E-18
4992.25903701781  1.313459E-18
4993.62287425994  1.446116E-18
4994.98671150206  1.804814E-18
4996.35054874419  3.273768E-18
4997.71438598631  4.377927E-18
4999.07822322844  2.568213E-18
5000.44206047057  1.382435E-18
5001.8058977127  1.354194E-18
5003.16973495482  2.528506E-18
5004.53357219695  2.433812E-18
5005.89740943908  -3.846675E-19
5007.2612466812  -1.929710E-18
5008.62508392333  -1.952166E-18
5009.98892116545  -1.966350E-18
5011.35275840758  2.831596E-18
5012.71659564971  5.095971E-18
5014.08043289183  2.022103E-18
5015.44427013396  2.062591E-18
5016.80810737609  2.985888E-18
5018.17194461821  1.224096E-18
5019.53578186034  8.444824E-19
5020.89961910247  1.503452E-18
5022.26345634459  1.004870E-18
5023.62729358672  4.509663E-18
5024.99113082885  1.181362E-18
5026.35496807097  1.689686E-18
5027.7188053131  5.978348E-18
5029.08264255523  3.012963E-18
5030.44647979735  5.015332E-19
5031.81031703948  2.850195E-18
5033.17415428161  2.389933E-18
5034.53799152373  2.371051E-18
5035.90182876586  2.699642E-18
5037.26566600798  2.454177E-18
5038.62950325011  1.750735E-18
5039.99334049224  1.665267E-18
5041.35717773436  1.494820E-18
5042.72101497649  1.401420E-18
5044.08485221862  1.516610E-18
5045.44868946074  3.548061E-18
5046.81252670287  5.476898E-18
5048.176363945  3.496087E-18
5049.54020118712  1.470060E-18
5050.90403842925  1.746519E-18
5052.26787567138  1.092522E-18
5053.6317129135  5.171307E-19
5054.99555015563  -3.205001E-19
5056.35938739776  4.557343E-19
5057.72322463988  4.551486E-18
5059.08706188201  5.523690E-18
5060.45089912413  3.562602E-18
5061.81473636626  2.863397E-18
5063.17857360839  1.429776E-18
5064.54241085052  2.135464E-18
5065.90624809264  5.609012E-18
5067.27008533477  2.826699E-18
5068.6339225769  9.873447E-19
5069.99775981902  4.637945E-18
5071.36159706115  3.264213E-18
5072.72543430327  -2.919218E-19
5074.0892715454  -1.111285E-18
5075.45310878753  -3.009456E-19
5076.81694602965  -2.727653E-19
5078.18078327178  1.118644E-18
5079.54462051391  1.611954E-18
5080.90845775603  1.114418E-18
5082.27229499816  8.497620E-19
5083.63613224029  2.027155E-18
5084.99996948241  4.591628E-19
5086.36380672454  -4.663506E-19
5087.72764396667  1.819649E-18
5089.09148120879  -1.686090E-18
5090.45531845092  9.273739E-19
5091.81915569304  3.591478E-18
5093.18299293517  1.861062E-18
5094.5468301773  1.454896E-19
5095.91066741942  -1.249288E-18
5097.27450466155  6.174056E-19
5098.63834190368  2.488573E-18
5100.0021791458  3.885971E-18
5101.36601638793  3.879900E-18
5102.72985363006  2.619998E-18
5104.09369087218  2.786974E-18
5105.45752811431  2.422361E-18
5106.82136535644  4.215583E-19
5108.18520259856  -5.078451E-19
5109.54903984069  -7.072670E-19
5110.91287708282  8.034194E-19
5112.27671432494  2.049097E-18
5113.64055156707  2.001305E-18
5115.0043888092  1.073924E-18
5116.36822605132  2.390814E-18
5117.73206329345  3.956696E-18
5119.09590053558  2.767436E-18
5120.4597377777  1.736755E-18
5121.82357501983  1.658604E-18
5123.18741226195  -1.564097E-19
5124.55124950408  -7.746785E-19
5125.91508674621  3.243901E-18
5127.27892398833  3.193345E-18
5128.64276123046  1.630747E-18
5130.00659847259  3.718078E-18
5131.37043571471  -5.133966E-20
5132.73427295684  -1.819878E-18
5134.09811019897  -3.692950E-19
5135.46194744109  3.734293E-18
5136.82578468322  3.735699E-18
5138.18962192535  2.759214E-18
5139.55345916747  2.423099E-18
5140.9172964096  1.307697E-18
5142.28113365173  2.541316E-18
5143.64497089385  -6.707823E-19
5145.00880813598  -1.384455E-18
5146.3726453781  -9.907815E-19
5147.73648262023  -1.854661E-19
5149.10031986236  1.799700E-18
5150.46415710448  2.723250E-18
5151.82799434661  2.335622E-18
5153.19183158874  3.277223E-18
5154.55566883086  3.572264E-18
5155.91950607299  2.179755E-18
5157.28334331512  7.363966E-20
5158.64718055724  5.620556E-19
5160.01101779937  1.935845E-18
5161.3748550415  2.240789E-18
5162.73869228362  1.193081E-18
5164.10252952575  5.966630E-19
5165.46636676788  1.676676E-18
5166.83020401  5.395024E-19
5168.19404125213  -1.425846E-19
5169.55787849426  1.068773E-18
5170.92171573638  -6.668981E-19
5172.28555297851  -8.927090E-20
5173.64939022064  -1.519438E-18
5175.01322746276  3.696020E-19
5176.37706470489  5.894568E-19
5177.74090194702  -3.460068E-19
5179.10473918914  5.024915E-19
5180.46857643127  2.541236E-18
5181.83241367339  3.384506E-18
5183.19625091552  3.086992E-18
5184.56008815765  -3.406049E-19
5185.92392539977  -1.833227E-19
5187.2877626419  1.162319E-18
5188.65159988403  1.969843E-18
5190.01543712615  2.899115E-18
5191.37927436828  1.395994E-18
5192.74311161041  1.522498E-18
5194.10694885253  6.924221E-19
5195.47078609466  2.149911E-18
5196.83462333679  2.627051E-18
5198.19846057891  1.607428E-18
5199.56229782104  8.944529E-19
5200.92613506317  1.347183E-18
5202.28997230529  1.462753E-18
5203.65380954742  1.391764E-18
5205.01764678955  1.700678E-18
5206.38148403167  -1.038307E-18
5207.7453212738  1.126891E-18
5209.10915851592  8.668215E-19
5210.47299575805  -5.852572E-20
5211.83683300018  -4.664124E-19
5213.2006702423  7.174463E-20
5214.56450748443  1.316061E-18
5215.92834472656  8.835593E-19
5217.29218196868  1.518215E-18
5218.65601921081  1.797462E-18
5220.01985645294  1.161565E-20
5221.38369369506  6.489908E-21
5222.74753093719  1.186799E-18
5224.11136817932  2.211651E-18
5225.47520542144  2.209023E-18
5226.83904266357  4.873782E-19
5228.20287990569  -2.806828E-19
5229.56671714782  1.108703E-18
5230.93055438995  1.664298E-18
5232.29439163207  3.241273E-19
5233.6582288742  1.252080E-19
5235.02206611633  6.505160E-19
5236.38590335845  6.893551E-19
5237.74974060058  1.103376E-18
5239.11357784271  1.774028E-18
5240.47741508483  1.719334E-18
5241.84125232696  1.360335E-19
5243.20508956909  8.403633E-19
5244.56892681121  1.646450E-18
5245.93276405334  -7.137664E-19
5247.29660129547  -6.291921E-19
5248.66043853759  2.391542E-18
5250.02427577972  -1.595542E-19
5251.38811302185  6.317869E-19
5252.75195026397  1.580766E-18
5254.1157875061  1.816062E-18
5255.47962474823  1.854676E-18
5256.84346199035  -5.585458E-19
5258.20729923248  -1.062268E-18
5259.5711364746  -2.115853E-19
5260.93497371673  7.347368E-20
5262.29881095886  2.339996E-18
5263.66264820098  2.747162E-18
5265.02648544311  3.071298E-18
5266.39032268524  1.925231E-18
5267.75415992736  1.034855E-18
5269.11799716949  8.967180E-19
5270.48183441162  9.369293E-19
5271.84567165374  1.158527E-18
5273.20950889587  9.025185E-19
5274.573346138  -7.700703E-20
5275.93718338012  1.282337E-18
5277.30102062225  6.682195E-19
5278.66485786438  8.591820E-19
5280.0286951065  2.154776E-18
5281.39253234863  2.098232E-18
5282.75636959075  1.948235E-18
5284.12020683288  1.293198E-18
5285.48404407501  7.847175E-19
5286.84788131713  8.634428E-19
5288.21171855926  1.062550E-19
5289.57555580139  1.862843E-19
5290.93939304352  1.335524E-18
5292.30323028564  1.328171E-18
5293.66706752777  1.561692E-18
5295.03090476989  3.427436E-19
5296.39474201202  2.487854E-19
5297.75857925415  1.808910E-18
5299.12241649627  2.497987E-18
5300.4862537384  1.164311E-18
5301.85009098053  2.559050E-19
5303.21392822265  1.562918E-18
5304.57776546478  2.127735E-18
5305.94160270691  1.690806E-18
5307.30543994903  2.004856E-18
5308.66927719116  1.754919E-18
5310.03311443329  1.124816E-18
5311.39695167541  8.749027E-19
5312.76078891754  9.034641E-19
5314.12462615966  7.122352E-19
5315.48846340179  1.056894E-18
5316.85230064392  1.073023E-18
5318.21613788605  -6.276505E-19
5319.57997512817  3.234090E-19
5320.9438123703  1.364404E-18
5322.30764961242  2.073998E-18
5323.67148685455  3.391587E-19
5325.03532409668  -6.005824E-19
5326.3991613388  2.000713E-18
5327.76299858093  1.278673E-18
5329.12683582306  1.050887E-18
5330.49067306518  7.854313E-19
5331.85451030731  5.973724E-19
5333.21834754944  4.542605E-19
5334.58218479156  1.633411E-18
5335.94602203369  2.259281E-18
5337.30985927582  1.033603E-18
5338.67369651794  8.417961E-19
5340.03753376007  1.887309E-18
5341.40137100219  1.790580E-18
5342.76520824432  1.304118E-18
5344.12904548645  1.895625E-18
5345.49288272858  4.391253E-20
5346.8567199707  9.755917E-19
5348.22055721283  1.557242E-18
5349.58439445495  2.870131E-18
5350.94823169708  2.424268E-18
5352.31206893921  1.176275E-18
5353.67590618133  1.994566E-19
5355.03974342346  1.254551E-18
5356.40358066559  1.284984E-18
5357.76741790771  1.316591E-18
5359.13125514984  1.164423E-18
5360.49509239196  7.461256E-19
5361.85892963409  1.890312E-19
5363.22276687622  7.511993E-21
5364.58660411835  4.599726E-19
5365.95044136047  1.525754E-18
5367.3142786026  1.207725E-18
5368.67811584473  1.004779E-18
5370.04195308685  1.746673E-18
5371.40579032898  2.499554E-18
5372.7696275711  2.310289E-18
5374.13346481323  1.331546E-18
5375.49730205536  1.192821E-18
5376.86113929748  1.124372E-18
5378.22497653961  6.817683E-19
5379.58881378174  9.191061E-20
5380.95265102386  6.853997E-19
5382.31648826599  1.273286E-18
5383.68032550812  1.522825E-18
5385.04416275024  -2.052589E-19
5386.40799999237  3.848616E-19
5387.7718372345  7.870114E-19
5389.13567447662  1.273771E-18
5390.49951171875  1.663310E-18
5391.86334896088  1.860995E-18
5393.227186203  1.733762E-18
5394.59102344513  1.025851E-18
5395.95486068725  5.396103E-19
5397.31869792938  3.321735E-19
5398.68253517151  1.382204E-18
5400.04637241363  2.211788E-18
5401.41020965576  1.716980E-18
5402.77404689789  1.322722E-18
5404.13788414002  1.721224E-18
5405.50172138214  2.331810E-18
5406.86555862427  1.437125E-18
5408.22939586639  1.245013E-18
5409.59323310852  2.334488E-18
5410.95707035065  1.573534E-18
5412.32090759277  1.143939E-18
5413.6847448349  1.089063E-18
5415.04858207703  9.480273E-19
5416.41241931915  1.514085E-18
5417.77625656128  1.360797E-18
5419.14009380341  1.252821E-18
5420.50393104553  1.437503E-18
5421.86776828766  8.616323E-19
5423.23160552978  -4.319233E-21
5424.59544277191  7.267616E-19
5425.95928001404  1.625401E-18
5427.32311725616  1.722118E-18
5428.68695449829  7.658429E-19
5430.05079174042  1.496356E-18
5431.41462898255  1.901812E-18
5432.77846622467  2.024529E-18
5434.1423034668  2.160143E-18
5435.50614070892  1.783001E-18
5436.86997795105  4.872387E-19
5438.23381519318  -4.106897E-19
5439.5976524353  8.556098E-19
5440.96148967743  1.813105E-18
5442.32532691956  1.399271E-18
5443.68916416168  1.273520E-18
5445.05300140381  1.471449E-18
5446.41683864594  1.665482E-18
5447.78067588806  6.574866E-19
5449.14451313019  1.253761E-18
5450.50835037231  1.392833E-18
5451.87218761444  1.053605E-18
5453.23602485657  8.075208E-19
5454.59986209869  8.897323E-19
5455.96369934082  1.949133E-18
5457.32753658295  1.986931E-18
5458.69137382507  1.321745E-18
5460.0552110672  8.918100E-19
5461.41904830933  1.189084E-18
5462.78288555145  1.006510E-18
5464.14672279358  6.661460E-19
5465.51056003571  9.712222E-19
5466.87439727783  7.850487E-19
5468.23823451996  1.204753E-18
5469.60207176209  8.088860E-19
5470.96590900421  1.233996E-18
5472.32974624634  1.550607E-18
5473.69358348847  1.224220E-18
5475.05742073059  8.151576E-19
5476.42125797272  7.248416E-19
5477.78509521485  1.274069E-18
5479.14893245697  1.293262E-19
5480.5127696991  -2.312482E-19
5481.87660694122  -2.270500E-19
5483.24044418335  -2.147884E-19
5484.60428142548  1.718012E-19
5485.96811866761  3.306570E-19
5487.33195590973  2.406740E-19
5488.69579315186  2.894710E-19
5490.05963039398  9.539584E-19
5491.42346763611  1.222768E-18
5492.78730487824  2.245760E-18
5494.15114212036  2.532539E-18
5495.51497936249  2.070835E-18
5496.87881660462  9.563860E-19
5498.24265384674  8.880545E-19
5499.60649108887  1.914099E-18
5500.970328331  1.604293E-18
5502.33416557312  1.011771E-18
5503.69800281525  1.039435E-18
5505.06184005738  1.380976E-18
5506.4256772995  1.662841E-18
5507.78951454163  1.098307E-18
5509.15335178375  2.953698E-19
5510.51718902588  -2.181861E-19
5511.88102626801  3.655301E-19
5513.24486351013  1.225676E-18
5514.60870075226  1.195038E-18
5515.97253799439  -6.107365E-20
5517.33637523651  8.367834E-19
5518.70021247864  5.532826E-19
5520.06404972077  1.478844E-20
5521.42788696289  8.012588E-19
5522.79172420502  1.632399E-18
5524.15556144715  1.027020E-18
5525.51939868927  4.585226E-19
5526.8832359314  -2.158691E-19
5528.24707317352  -1.110501E-19
5529.61091041565  9.547368E-19
5530.97474765778  1.267132E-18
5532.33858489991  6.929953E-19
5533.70242214203  4.790361E-19
5535.06625938416  5.908494E-19
5536.43009662628  8.723497E-19
5537.79393386841  1.488347E-18
5539.15777111054  2.576880E-18
5540.52160835266  2.454373E-18
5541.88544559479  2.617942E-18
5543.24928283692  2.663617E-18
5544.61312007904  4.813357E-19
5545.97695732117  -3.059307E-20
5547.3407945633  1.381081E-18
5548.70463180542  1.497095E-18
5550.06846904755  1.098943E-18
5551.43230628968  1.433289E-18
5552.7961435318  9.885592E-19
5554.15998077393  8.520958E-19
5555.52381801606  -4.276378E-19
5556.88765525818  -1.215642E-19
5558.25149250031  9.317366E-19
5559.61532974244  1.024860E-18
5560.97916698456  9.858868E-19
5562.34300422669  1.312476E-18
5563.70684146881  1.536063E-18
5565.07067871094  9.561576E-19
5566.43451595307  5.365620E-19
5567.79835319519  8.021259E-19
5569.16219043732  7.769277E-19
5570.52602767945  6.630031E-19
5571.88986492158  1.883047E-18
5573.2537021637  8.718066E-18
5574.61753940583  7.303203E-18
5575.98137664795  3.497598E-18
5577.34521389008  6.292499E-18
5578.70905113221  1.297464E-18
5580.07288837433  0.
5581.43672561646  8.219614E-19
5582.80056285859  -2.927103E-19
5584.16440010071  6.043671E-19
5585.52823734284  3.549450E-19
5586.89207458496  3.337956E-19
5588.25591182709  2.946492E-19
5589.61974906922  5.460843E-19
5590.98358631135  9.332021E-19
5592.34742355347  8.002597E-19
5593.7112607956  8.659189E-19
5595.07509803772  9.610049E-19
5596.43893527985  6.329164E-19
5597.80277252198  3.689738E-19
5599.1666097641  6.060487E-19
5600.53044700623  1.320463E-18
5601.89428424836  1.093728E-18
5603.25812149048  1.198966E-18
5604.62195873261  1.416939E-18
5605.98579597474  8.637630E-19
5607.34963321686  1.982248E-20
5608.71347045899  3.093550E-19
5610.07730770112  8.276867E-19
5611.44114494324  7.777199E-19
5612.80498218537  9.940821E-19
5614.1688194275  1.120625E-18
5615.53265666962  1.307452E-18
5616.89649391175  1.650566E-18
5618.26033115388  2.008530E-18
5619.624168396  1.733827E-18
5620.98800563813  1.561878E-18
5622.35184288025  1.564883E-18
5623.71568012238  1.245256E-18
5625.07951736451  1.150656E-18
5626.44335460663  3.499638E-19
5627.80719184876  4.459539E-19
5629.17102909089  1.460779E-18
5630.53486633301  1.142356E-18
5631.89870357514  7.238396E-19
5633.26254081727  8.174690E-19
5634.62637805939  5.865286E-19
5635.99021530152  6.221401E-19
5637.35405254365  9.246019E-19
5638.71788978577  1.070695E-18
5640.0817270279  1.236218E-18
5641.44556427002  1.630324E-18
5642.80940151215  1.853164E-18
5644.17323875428  1.303280E-18
5645.53707599641  7.419139E-19
5646.90091323853  9.421505E-19
5648.26475048066  1.372266E-18
5649.62858772278  1.945388E-18
5650.99242496491  1.788261E-18
5652.35626220704  1.044097E-18
5653.72009944916  7.030800E-19
5655.08393669129  5.511491E-19
5656.44777393342  5.225762E-19
5657.81161117554  7.553199E-19
5659.17544841767  1.169251E-18
5660.5392856598  1.396225E-18
5661.90312290192  1.168546E-18
5663.26696014405  1.191743E-18
5664.63079738618  9.906469E-19
5665.9946346283  1.190425E-18
5667.35847187043  1.518718E-18
5668.72230911256  1.158322E-18
5670.08614635468  1.202348E-18
5671.44998359681  1.299466E-18
5672.81382083894  9.379640E-19
5674.17765808106  1.130362E-18
5675.54149532319  1.296328E-18
5676.90533256531  8.392777E-19
