BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3141  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2CH            '  /                                              
FILENAME= '08D2CHFC_RECAL_ATM[*,1,1]'  /
5106.94145703321  6.146325E-18
5108.3088971377  1.301918E-17
5109.67633724218  1.053795E-17
5111.04377734667  4.702686E-18
5112.41121745115  3.293740E-18
5113.77865755564  9.835916E-18
5115.14609766012  -1.311551E-17
5116.51353776461  2.015386E-17
5117.88097786909  8.663440E-18
5119.24841797358  6.374495E-18
5120.61585807806  -1.860226E-18
5121.98329818254  -2.302011E-18
5123.35073828703  -3.803545E-18
5124.71817839152  8.290557E-18
5126.085618496  1.919862E-18
5127.45305860048  5.205010E-18
5128.82049870497  3.875401E-18
5130.18793880945  8.303131E-18
5131.55537891394  1.008608E-17
5132.92281901842  -4.346815E-18
5134.29025912291  -4.682446E-18
5135.65769922739  -2.943684E-19
5137.02513933188  5.505649E-18
5138.39257943636  9.522622E-18
5139.76001954085  3.115534E-18
5141.12745964533  -6.351930E-18
5142.49489974981  -2.312497E-18
5143.8623398543  5.927329E-18
5145.22977995878  5.945653E-18
5146.59722006327  6.977279E-18
5147.96466016775  -1.471091E-19
5149.33210027224  5.056862E-18
5150.69954037672  6.200632E-18
5152.06698048121  6.615347E-18
5153.43442058569  1.509665E-18
5154.80186069018  -5.984707E-19
5156.16930079466  -2.613999E-18
5157.53674089915  6.619405E-18
5158.90418100363  1.984130E-18
5160.27162110812  5.534010E-19
5161.6390612126  4.018754E-18
5163.00650131708  4.017369E-18
5164.37394142157  1.120336E-18
5165.74138152605  3.633955E-18
5167.10882163054  7.051694E-18
5168.47626173502  -2.781243E-18
5169.84370183951  -8.612657E-19
5171.21114194399  -1.707553E-19
5172.57858204848  2.984357E-18
5173.94602215296  -1.633595E-18
5175.31346225744  4.102594E-18
5176.68090236193  -7.278134E-19
5178.04834246641  -2.667211E-18
5179.4157825709  7.850873E-18
5180.78322267538  3.806834E-18
5182.15066277987  6.525205E-19
5183.51810288435  -1.030168E-19
5184.88554298884  4.377397E-18
5186.25298309332  1.890825E-18
5187.62042319781  4.908304E-18
5188.98786330229  2.085242E-18
5190.35530340678  -1.962000E-18
5191.72274351126  -2.910062E-19
5193.09018361575  6.165925E-19
5194.45762372023  -1.339542E-18
5195.82506382471  -9.237024E-19
5197.1925039292  -1.151251E-18
5198.55994403368  -1.443920E-18
5199.92738413817  3.644085E-18
5201.29482424265  9.428320E-19
5202.66226434714  -5.211932E-19
5204.02970445162  2.867106E-18
5205.39714455611  1.479283E-18
5206.76458466059  -2.006577E-18
5208.13202476508  2.798191E-18
5209.49946486956  3.352760E-18
5210.86690497404  6.439744E-19
5212.23434507853  -4.752984E-19
5213.60178518301  4.198084E-18
5214.9692252875  7.352567E-18
5216.33666539198  3.514521E-18
5217.70410549647  4.762962E-20
5219.07154560095  -1.694910E-18
5220.43898570544  -1.024319E-18
5221.80642580992  7.346120E-18
5223.17386591441  9.427523E-19
5224.54130601889  2.489050E-18
5225.90874612338  3.808550E-18
5227.27618622786  4.048346E-18
5228.64362633234  -1.915305E-18
5230.01106643683  -9.191087E-19
5231.37850654131  -1.629768E-18
5232.7459466458  -1.021449E-18
5234.11338675028  3.630032E-18
5235.48082685477  3.919811E-18
5236.84826695925  3.139819E-18
5238.21570706374  2.791893E-18
5239.58314716822  -3.285675E-19
5240.95058727271  -2.519906E-19
5242.31802737719  1.270891E-18
5243.68546748168  2.240349E-18
5245.05290758616  -1.578292E-18
5246.42034769064  -8.918290E-19
5247.78778779513  -1.156308E-18
5249.15522789961  1.738793E-18
5250.5226680041  1.753664E-18
5251.89010810858  5.407157E-18
5253.25754821307  1.993863E-18
5254.62498831755  -2.333902E-19
5255.99242842204  8.531916E-19
5257.35986852652  4.614042E-18
5258.72730863101  1.854079E-18
5260.09474873549  1.603771E-19
5261.46218883997  1.536579E-19
5262.82962894446  1.572740E-18
5264.19706904894  1.526126E-18
5265.56450915343  9.272056E-19
5266.93194925791  -1.232058E-18
5268.2993893624  2.513109E-18
5269.66682946688  -2.032270E-19
5271.03426957137  9.932115E-19
5272.40170967585  3.067933E-18
5273.76914978034  2.055088E-18
5275.13658988482  3.863093E-19
5276.50402998931  2.643333E-18
5277.87147009379  -4.204380E-19
5279.23891019828  -2.402759E-19
5280.60635030276  2.143421E-18
5281.97379040724  3.198057E-18
5283.34123051173  4.883539E-18
5284.70867061621  -7.826541E-20
5286.0761107207  1.412008E-18
5287.44355082518  -2.123691E-19
5288.81099092967  1.629410E-18
5290.17843103415  1.404320E-18
5291.54587113864  -2.525217E-19
5292.91331124312  1.695337E-18
5294.28075134761  1.851650E-18
5295.64819145209  1.695915E-18
5297.01563155657  -1.600082E-19
5298.38307166106  3.398509E-18
5299.75051176554  4.517047E-19
5301.11795187003  -1.809411E-18
5302.48539197451  2.130877E-18
5303.852832079  -1.256120E-18
5305.22027218348  -7.774057E-19
5306.58771228797  -7.082114E-20
5307.95515239245  2.884896E-20
5309.32259249694  2.912670E-19
5310.69003260142  3.235626E-18
5312.05747270591  7.630163E-19
5313.42491281039  1.982183E-18
5314.79235291488  2.093649E-18
5316.15979301936  2.021015E-18
5317.52723312384  2.191489E-18
5318.89467322833  6.001342E-21
5320.26211333281  1.768553E-18
5321.6295534373  3.559266E-18
5322.99699354178  5.548829E-19
5324.36443364627  1.531688E-18
5325.73187375075  1.133450E-18
5327.09931385524  4.809337E-18
5328.46675395972  2.062331E-18
5329.8341940642  -8.162672E-19
5331.20163416869  -8.782350E-19
5332.56907427317  3.472048E-20
5333.93651437766  -1.059164E-18
5335.30395448214  2.699975E-18
5336.67139458663  2.532709E-19
5338.03883469111  2.205648E-18
5339.4062747956  1.543122E-18
5340.77371490008  1.216168E-18
5342.14115500457  2.600856E-18
5343.50859510905  -6.339374E-19
5344.87603521354  1.718152E-18
5346.24347531802  1.576361E-18
5347.6109154225  2.162232E-18
5348.97835552699  -4.936198E-19
5350.34579563148  1.467720E-18
5351.71323573596  1.326488E-18
5353.08067584044  6.953995E-19
5354.44811594493  2.030526E-18
5355.81555604941  1.704248E-18
5357.1829961539  1.953969E-18
5358.55043625838  7.738302E-19
5359.91787636287  1.241229E-18
5361.28531646735  1.358895E-18
5362.65275657184  8.565589E-19
5364.02019667632  1.194946E-18
5365.3876367808  2.697383E-18
5366.75507688529  3.483379E-19
5368.12251698977  1.763762E-18
5369.48995709426  9.993742E-19
5370.85739719874  2.148020E-18
5372.22483730323  4.645599E-19
5373.59227740771  1.009583E-18
5374.9597175122  1.123154E-18
5376.32715761668  6.667552E-19
5377.69459772117  2.165321E-18
5379.06203782565  1.886990E-18
5380.42947793014  1.728919E-18
5381.79691803462  1.702716E-18
5383.16435813911  1.481541E-18
5384.53179824359  1.195843E-19
5385.89923834807  1.059079E-18
5387.26667845256  -4.370474E-19
5388.63411855704  8.833977E-19
5390.00155866153  1.998554E-18
5391.36899876601  -3.098437E-19
5392.7364388705  1.083973E-18
5394.10387897498  -5.918667E-19
5395.47131907947  3.320330E-19
5396.83875918395  1.552663E-18
5398.20619928844  1.093626E-18
5399.57363939292  1.647745E-18
5400.9410794974  2.221028E-18
5402.30851960189  1.950521E-18
5403.67595970637  2.876568E-18
5405.04339981086  2.959714E-18
5406.41083991534  1.677314E-18
5407.77828001983  1.422817E-18
5409.14572012431  1.252309E-18
5410.5131602288  1.080296E-18
5411.88060033328  1.330278E-18
5413.24804043777  1.580073E-18
5414.61548054225  1.324971E-19
5415.98292064674  -9.546234E-20
5417.35036075122  3.081194E-18
5418.7178008557  7.387845E-19
5420.08524096019  1.781750E-18
5421.45268106467  1.184214E-18
5422.82012116916  1.113712E-18
5424.18756127364  2.093798E-18
5425.55500137813  6.934125E-19
5426.92244148261  2.922067E-19
5428.2898815871  1.064413E-18
5429.65732169158  2.304824E-18
5431.02476179607  1.578724E-18
5432.39220190055  2.583124E-19
5433.75964200503  1.243557E-18
5435.12708210952  1.257269E-18
5436.494522214  1.153395E-18
5437.86196231849  1.359284E-19
5439.22940242297  -4.511351E-19
5440.59684252746  5.625058E-19
5441.96428263194  -3.477748E-19
5443.33172273643  -9.571924E-19
5444.69916284091  8.355524E-19
5446.0666029454  8.766839E-19
5447.43404304988  3.412009E-19
5448.80148315437  6.262586E-19
5450.16892325885  2.100331E-18
5451.53636336333  1.721776E-18
5452.90380346782  1.093097E-18
5454.2712435723  -2.250145E-19
5455.63868367679  -3.124981E-19
5457.00612378127  1.013221E-18
5458.37356388576  1.291953E-18
5459.74100399024  1.125829E-18
5461.10844409473  -3.053289E-19
5462.47588419921  1.168252E-18
5463.8433243037  -9.986532E-19
5465.21076440818  1.464470E-18
5466.57820451267  7.208798E-19
5467.94564461715  2.685814E-18
5469.31308472164  9.015770E-19
5470.68052482612  -5.183674E-19
5472.0479649306  1.040698E-18
5473.41540503509  5.665624E-19
5474.78284513957  1.891159E-18
5476.15028524406  1.246396E-18
5477.51772534854  1.463643E-18
5478.88516545303  6.957544E-19
5480.25260555751  1.746495E-18
5481.620045662  1.008938E-18
5482.98748576648  1.043050E-18
5484.35492587096  -1.002849E-19
5485.72236597545  -2.138312E-19
5487.08980607993  9.805860E-19
5488.45724618442  1.146336E-18
5489.8246862889  1.283778E-18
5491.19212639339  1.292616E-18
5492.55956649787  2.365688E-18
5493.92700660236  2.929621E-18
5495.29444670684  3.642331E-18
5496.66188681133  4.494602E-18
5498.02932691581  4.690736E-18
5499.3967670203  3.337926E-18
5500.76420712478  2.513046E-18
5502.13164722927  1.768801E-18
5503.49908733375  1.190618E-18
5504.86652743823  1.079868E-18
5506.23396754272  3.365073E-20
5507.6014076472  3.674774E-19
5508.96884775169  2.283685E-18
5510.33628785617  1.232948E-18
5511.70372796066  2.014451E-18
5513.07116806514  1.086325E-18
5514.43860816963  1.059795E-18
5515.80604827411  2.120503E-18
5517.1734883786  1.171077E-18
5518.54092848308  2.125576E-18
5519.90836858756  3.526505E-19
5521.27580869205  -7.047582E-20
5522.64324879653  1.763356E-18
5524.01068890102  9.184977E-19
5525.3781290055  -1.179331E-19
5526.74556910999  -7.889907E-19
5528.11300921447  1.583483E-18
5529.48044931896  -1.042868E-18
5530.84788942344  -1.640922E-19
5532.21532952793  1.546559E-18
5533.58276963241  8.855994E-19
5534.9502097369  9.385977E-19
5536.31764984138  1.589665E-19
5537.68508994587  1.298138E-18
5539.05253005035  1.726455E-18
5540.41997015483  2.219604E-18
5541.78741025932  1.735256E-18
5543.1548503638  2.088731E-18
5544.52229046829  8.626674E-19
5545.88973057277  1.664196E-18
5547.25717067726  1.385212E-18
5548.62461078174  1.293341E-18
5549.99205088622  1.124169E-18
5551.35949099071  -3.875516E-19
5552.7269310952  2.096899E-19
5554.09437119968  3.101878E-20
5555.46181130416  1.047707E-18
5556.82925140865  6.888064E-19
5558.19669151313  5.307920E-19
5559.56413161762  9.725443E-19
5560.9315717221  -9.909868E-20
5562.29901182659  5.988459E-19
5563.66645193107  7.781712E-19
5565.03389203556  1.355837E-18
5566.40133214004  2.837030E-18
5567.76877224453  1.191751E-18
5569.13621234901  -6.359823E-19
5570.50365245349  1.051480E-18
5571.87109255798  1.830419E-18
5573.23853266246  3.015032E-18
5574.60597276695  1.364711E-18
5575.97341287143  4.930957E-18
5577.34085297592  6.991611E-19
5578.7082930804  4.538548E-18
5580.07573318489  4.332636E-18
5581.44317328937  1.713438E-18
5582.81061339386  1.198989E-18
5584.17805349834  -2.758337E-20
5585.54549360283  7.987580E-19
5586.91293370731  1.922776E-18
5588.28037381179  1.593188E-18
5589.64781391628  1.197981E-19
5591.01525402076  9.682774E-19
5592.38269412525  1.520474E-18
5593.75013422973  1.423299E-18
5595.11757433422  1.520110E-18
5596.4850144387  1.323591E-18
5597.85245454319  8.108995E-19
5599.21989464767  1.198353E-18
5600.58733475216  1.045819E-18
5601.95477485664  5.102406E-19
5603.32221496112  7.321429E-19
5604.68965506561  9.156073E-19
5606.05709517009  -2.317475E-19
5607.42453527458  7.226748E-19
5608.79197537907  1.698032E-18
5610.15941548355  1.257511E-18
5611.52685558803  7.697312E-19
5612.89429569252  1.687969E-18
5614.261735797  8.729138E-19
5615.62917590149  1.301988E-18
5616.99661600597  1.218561E-18
5618.36405611046  1.178343E-18
5619.73149621494  1.129813E-18
5621.09893631942  1.064768E-18
5622.46637642391  9.649066E-19
5623.83381652839  1.656189E-18
5625.20125663288  1.318803E-18
5626.56869673736  1.263123E-18
5627.93613684185  5.452012E-19
5629.30357694633  5.195673E-19
5630.67101705082  1.257998E-18
5632.0384571553  1.358472E-18
5633.40589725979  1.021490E-18
5634.77333736427  1.572304E-18
5636.14077746876  8.131863E-19
5637.50821757324  1.736638E-18
5638.87565767772  6.929597E-19
5640.24309778221  1.024931E-18
5641.61053788669  1.528078E-18
5642.97797799118  1.234716E-18
5644.34541809566  1.562891E-18
5645.71285820015  1.333811E-18
5647.08029830463  -9.337461E-19
5648.44773840912  -5.683180E-20
5649.8151785136  -6.848862E-20
5651.18261861809  1.210400E-18
5652.55005872257  1.669731E-18
5653.91749882706  6.221885E-19
5655.28493893154  8.529675E-19
5656.65237903603  -6.225882E-20
5658.01981914051  4.484322E-19
5659.38725924499  -3.036825E-19
5660.75469934948  1.256916E-18
5662.12213945396  6.141313E-19
5663.48957955845  9.985623E-19
5664.85701966293  7.846441E-19
5666.22445976742  -4.734921E-19
5667.5918998719  1.549546E-19
5668.95933997639  8.533290E-19
5670.32678008087  1.070082E-18
5671.69422018536  8.562339E-19
5673.06166028984  9.451177E-19
5674.42910039433  1.162327E-18
5675.79654049881  5.573543E-19
5677.16398060329  1.075686E-18
5678.53142070778  1.178549E-18
5679.89886081226  7.306327E-19
5681.26630091675  6.897058E-19
5682.63374102123  1.065708E-18
5684.00118112572  1.631894E-18
5685.3686212302  1.192837E-18
5686.73606133469  8.186552E-19
5688.10350143917  5.317713E-19
5689.47094154366  1.277390E-18
5690.83838164814  1.575260E-18
5692.20582175263  1.760541E-18
5693.57326185711  1.867645E-18
5694.94070196159  8.898707E-19
5696.30814206608  1.339274E-18
5697.67558217056  1.079697E-18
5699.04302227505  1.100611E-18
5700.41046237953  2.966821E-20
5701.77790248402  1.035360E-18
5703.1453425885  9.642657E-19
5704.51278269299  1.746389E-18
5705.88022279747  1.858194E-18
5707.24766290195  1.382829E-18
5708.61510300644  1.210247E-18
5709.98254311092  1.063818E-18
5711.34998321541  1.216366E-19
5712.71742331989  6.450896E-19
5714.08486342438  1.417582E-18
5715.45230352886  1.520983E-18
5716.81974363335  2.209239E-18
5718.18718373783  1.244898E-18
5719.55462384232  1.662690E-18
5720.9220639468  7.528062E-19
5722.28950405129  6.366132E-19
5723.65694415577  9.134182E-21
5725.02438426026  -1.393290E-19
5726.39182436474  1.248687E-18
5727.75926446922  -4.484176E-19
5729.12670457371  1.746118E-18
5730.4941446782  1.074299E-18
5731.86158478268  2.189481E-18
5733.22902488716  1.262338E-18
5734.59646499165  8.560805E-19
5735.96390509613  1.299185E-18
5737.33134520062  1.119944E-18
5738.6987853051  8.025610E-19
5740.06622540959  1.943279E-18
5741.43366551407  1.582374E-18
5742.80110561855  9.641728E-19
5744.16854572304  9.340672E-19
5745.53598582752  8.484585E-19
5746.90342593201  8.900951E-19
5748.27086603649  1.565623E-18
5749.63830614098  1.193468E-18
5751.00574624546  1.809433E-18
5752.37318634995  2.113938E-18
5753.74062645443  9.277831E-19
5755.10806655892  1.381701E-18
5756.4755066634  4.815222E-19
5757.84294676789  2.486969E-19
5759.21038687237  8.422945E-19
5760.57782697685  -1.623901E-20
5761.94526708134  1.160947E-18
5763.31270718582  1.293628E-18
5764.68014729031  8.380113E-19
5766.04758739479  1.171175E-18
5767.41502749928  7.601593E-19
5768.78246760376  5.382694E-19
5770.14990770825  -2.906594E-20
5771.51734781273  5.812427E-19
5772.88478791722  4.400517E-19
5774.2522280217  1.647580E-18
5775.61966812618  1.252411E-18
5776.98710823067  9.195381E-19
5778.35454833515  1.078559E-18
5779.72198843964  1.893230E-18
5781.08942854412  1.689957E-18
5782.45686864861  5.304900E-19
5783.82430875309  8.564448E-19
5785.19174885758  1.056125E-18
5786.55918896206  2.697176E-18
5787.92662906655  1.813512E-18
5789.29406917103  2.119611E-18
5790.66150927552  1.996529E-18
5792.02894938  1.400176E-18
5793.39638948449  9.929858E-19
5794.76382958897  1.824395E-18
5796.13126969345  1.383158E-18
5797.49870979794  1.452620E-18
5798.86614990242  1.188707E-18
5800.23359000691  6.467596E-19
5801.60103011139  1.454057E-18
5802.96847021588  8.479783E-19
5804.33591032036  1.885241E-18
5805.70335042485  1.678379E-18
5807.07079052933  1.304202E-18
5808.43823063382  2.292729E-18
5809.8056707383  1.486022E-18
5811.17311084279  2.333407E-18
5812.54055094727  1.887200E-18
5813.90799105176  2.026905E-18
5815.27543115624  6.410525E-19
5816.64287126072  7.024639E-19
5818.01031136521  1.427737E-18
5819.37775146969  1.007847E-18
5820.74519157418  9.844320E-19
5822.11263167866  1.018562E-18
5823.48007178315  -1.702908E-19
5824.84751188763  9.825249E-19
5826.21495199212  9.769845E-19
5827.5823920966  1.638960E-18
5828.94983220108  2.183837E-18
5830.31727230557  2.288108E-18
5831.68471241005  1.916462E-18
5833.05215251454  1.123750E-18
5834.41959261902  1.082163E-18
5835.78703272351  1.133312E-18
5837.15447282799  3.390794E-19
5838.52191293248  8.181628E-19
5839.88935303696  1.413273E-18
5841.25679314145  5.267651E-19
5842.62423324593  -3.375538E-19
5843.99167335042  7.372508E-19
5845.3591134549  1.803145E-18
5846.72655355939  1.069266E-18
5848.09399366387  7.960861E-19
5849.46143376835  1.150867E-18
5850.82887387284  1.831649E-18
5852.19631397732  1.194707E-18
5853.56375408181  1.768531E-18
5854.93119418629  1.306878E-18
5856.29863429078  9.072824E-19
5857.66607439526  8.927366E-19
5859.03351449974  -2.697546E-19
5860.40095460423  7.187852E-19
5861.76839470872  8.538015E-19
5863.1358348132  9.297219E-19
5864.50327491769  1.405846E-18
5865.87071502217  1.541562E-18
5867.23815512665  1.725706E-18
5868.60559523114  2.163988E-18
5869.97303533562  1.940277E-18
5871.34047544011  6.312265E-19
5872.70791554459  1.853912E-18
5874.07535564908  2.830124E-18
5875.44279575356  2.561873E-18
5876.81023585805  1.213402E-18
5878.17767596253  2.052377E-18
5879.54511606701  1.576420E-18
5880.9125561715  1.137866E-18
5882.27999627599  1.021044E-18
5883.64743638047  1.861868E-18
5885.01487648495  4.020765E-19
5886.38231658944  1.455843E-18
5887.74975669392  4.448340E-19
5889.11719679841  2.131832E-18
5890.48463690289  1.735951E-18
5891.85207700738  3.604407E-18
5893.21951711186  9.892272E-19
5894.58695721635  5.000672E-19
5895.95439732083  4.566253E-19
5897.32183742532  1.892465E-18
5898.6892775298  1.288052E-18
5900.05671763428  1.532634E-18
5901.42415773877  1.163225E-18
5902.79159784325  1.002460E-18
5904.15903794774  1.607374E-18
5905.52647805222  9.033083E-19
5906.89391815671  1.764775E-18
5908.26135826119  2.682807E-18
5909.62879836568  1.711221E-18
5910.99623847016  1.452830E-18
5912.36367857465  6.858758E-19
5913.73111867913  1.120697E-18
5915.09855878361  1.638211E-18
5916.4659988881  1.906875E-18
5917.83343899258  1.083780E-18
5919.20087909707  1.282426E-18
5920.56831920155  1.594532E-18
5921.93575930604  8.105104E-19
5923.30319941052  1.247866E-18
5924.67063951501  1.485037E-18
5926.03807961949  1.271649E-18
5927.40551972398  6.413603E-19
5928.77295982846  1.492935E-18
5930.14039993295  1.751508E-18
5931.50784003743  9.657557E-19
5932.87528014191  2.113388E-18
5934.2427202464  1.195153E-18
5935.61016035088  8.287025E-19
5936.97760045537  1.063364E-18
5938.34504055985  1.299733E-18
5939.71248066434  1.640326E-18
5941.07992076882  1.262094E-18
5942.44736087331  1.689138E-18
5943.81480097779  1.148937E-18
5945.18224108228  9.692636E-19
5946.54968118676  1.390303E-18
5947.91712129125  1.742246E-18
5949.28456139573  1.443898E-18
5950.65200150021  1.565749E-18
5952.0194416047  1.426086E-18
5953.38688170918  1.565146E-18
5954.75432181367  2.007363E-18
5956.12176191815  1.028705E-18
5957.48920202264  1.410719E-18
5958.85664212712  1.873562E-18
5960.22408223161  2.068219E-19
5961.59152233609  1.784917E-18
5962.95896244058  1.856867E-18
5964.32640254506  1.292887E-18
5965.69384264955  9.694779E-19
5967.06128275403  3.540509E-20
5968.42872285851  1.126800E-18
5969.796162963  1.446802E-18
5971.16360306748  1.826008E-18
5972.53104317197  2.172285E-18
5973.89848327645  1.230518E-18
5975.26592338094  1.177807E-18
5976.63336348542  1.074526E-18
5978.00080358991  1.261301E-18
5979.36824369439  1.355781E-18
5980.73568379888  1.323778E-18
5982.10312390336  1.034497E-18
5983.47056400784  2.022668E-18
5984.83800411233  1.378134E-18
5986.20544421681  9.855119E-19
5987.5728843213  1.536870E-18
5988.94032442578  1.827604E-18
5990.30776453027  2.225388E-18
5991.67520463475  1.319799E-18
5993.04264473924  9.972815E-19
5994.41008484372  7.769723E-19
5995.77752494821  1.196785E-18
5997.14496505269  1.419651E-18
5998.51240515718  1.785690E-18
5999.87984526166  1.860073E-18
6001.24728536614  1.405599E-18
6002.61472547063  1.063541E-18
6003.98216557511  8.744985E-19
6005.3496056796  1.242012E-18
6006.71704578408  1.505582E-18
6008.08448588857  1.295431E-18
6009.45192599305  1.382815E-18
6010.81936609754  1.385194E-18
6012.18680620202  1.285909E-18
6013.55424630651  1.286904E-18
6014.92168641099  8.528815E-19
6016.28912651548  1.540805E-18
6017.65656661996  1.312321E-18
6019.02400672444  1.083972E-18
6020.39144682893  1.557936E-18
6021.75888693341  1.529158E-18
6023.1263270379  9.296236E-19
6024.49376714238  6.936823E-19
6025.86120724687  8.545852E-19
6027.22864735135  1.254921E-18
6028.59608745584  1.430646E-18
6029.96352756032  1.195703E-18
6031.33096766481  6.143077E-19
6032.69840776929  7.023983E-19
6034.06584787378  1.404329E-18
6035.43328797826  1.439352E-18
6036.80072808274  1.077230E-18
6038.16816818723  3.653354E-19
6039.53560829171  1.141159E-18
6040.9030483962  7.935594E-19
6042.27048850068  1.564939E-18
6043.63792860517  1.413087E-18
6045.00536870965  1.138665E-18
6046.37280881414  7.306255E-19
6047.74024891862  9.589959E-19
6049.10768902311  1.002297E-18
6050.47512912759  -3.960777E-19
6051.84256923207  1.323841E-18
6053.21000933656  1.433831E-18
6054.57744944104  1.666471E-18
6055.94488954553  6.709949E-19
6057.31232965001  6.325418E-19
6058.6797697545  4.329255E-19
6060.04720985898  8.230742E-19
6061.41464996347  8.856763E-19
6062.78209006795  1.304086E-18
6064.14953017244  1.525316E-18
6065.51697027692  1.513741E-18
6066.88441038141  1.250056E-18
6068.25185048589  1.375814E-18
6069.61929059037  1.237109E-18
6070.98673069486  1.333118E-18
6072.35417079934  1.291497E-18
6073.72161090383  1.056331E-18
6075.08905100831  9.652750E-19
6076.4564911128  6.122020E-19
6077.82393121728  1.452078E-18
6079.19137132177  4.281473E-19
