BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3148  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3BH            '  /                                              
FILENAME= '08D3BHFC_RECAL_ATM[*,1,1]'  /
5099.13671874999  -5.304559E-18
5100.50473105907  1.116410E-18
5101.87274336814  1.128317E-16
5103.24075567721  -6.855491E-18
5104.60876798629  -2.711281E-17
5105.97678029536  -3.581514E-18
5107.34479260444  2.251904E-18
5108.71280491351  -3.067675E-18
5110.08081722259  2.737203E-18
5111.44882953166  2.531875E-19
5112.81684184074  -7.573341E-19
5114.18485414981  4.814138E-17
5115.55286645889  1.252098E-18
5116.92087876796  2.021591E-18
5118.28889107703  -3.617712E-18
5119.65690338611  -5.393481E-18
5121.02491569518  3.978852E-18
5122.39292800426  3.628318E-18
5123.76094031333  -6.157485E-18
5125.12895262241  -2.311427E-18
5126.49696493148  -5.234228E-18
5127.86497724055  1.222122E-17
5129.23298954963  -2.566239E-17
5130.6010018587  1.556793E-17
5131.96901416778  -2.774258E-18
5133.33702647685  -4.058272E-18
5134.70503878593  -7.371974E-19
5136.073051095  7.608911E-18
5137.44106340408  2.962173E-18
5138.80907571315  5.171618E-18
5140.17708802222  1.117396E-17
5141.5451003313  3.617258E-18
5142.91311264037  1.206396E-17
5144.28112494945  1.694538E-18
5145.64913725852  1.046011E-17
5147.0171495676  -3.260469E-19
5148.38516187667  -2.094680E-18
5149.75317418575  3.178291E-18
5151.12118649482  7.014890E-18
5152.48919880389  -2.698150E-18
5153.85721111297  3.522207E-18
5155.22522342204  1.852011E-18
5156.59323573112  3.183439E-19
5157.96124804019  5.470107E-19
5159.32926034927  5.362505E-18
5160.69727265834  -1.427292E-18
5162.06528496741  -4.388471E-19
5163.43329727649  2.331439E-19
5164.80130958556  1.769139E-18
5166.16932189464  -1.322413E-18
5167.53733420371  -4.826805E-18
5168.90534651279  2.280524E-18
5170.27335882186  6.022010E-18
5171.64137113094  8.489586E-19
5173.00938344001  3.817322E-18
5174.37739574908  -3.487933E-18
5175.74540805816  -3.784861E-18
5177.11342036723  -1.228558E-18
5178.48143267631  1.679454E-18
5179.84944498538  6.113589E-18
5181.21745729446  -2.332388E-18
5182.58546960353  -2.329274E-18
5183.95348191261  -3.624422E-18
5185.32149422168  -1.131223E-18
5186.68950653075  6.160799E-18
5188.05751883983  1.262877E-18
5189.4255311489  -2.403667E-18
5190.79354345798  7.333356E-18
5192.16155576705  7.994648E-18
5193.52956807613  1.074428E-18
5194.8975803852  -8.199586E-19
5196.26559269427  2.388713E-18
5197.63360500335  -1.836349E-18
5199.00161731242  -7.114837E-20
5200.3696296215  4.279555E-19
5201.73764193057  -1.358936E-20
5203.10565423965  5.476800E-19
5204.47366654872  -2.724013E-18
5205.8416788578  -1.116881E-18
5207.20969116687  -1.810392E-22
5208.57770347594  -2.201495E-18
5209.94571578502  -1.163934E-18
5211.31372809409  4.900378E-19
5212.68174040317  4.523189E-18
5214.04975271224  4.160631E-18
5215.41776502132  3.895989E-18
5216.78577733039  -4.931619E-19
5218.15378963947  5.601826E-18
5219.52180194854  4.367641E-18
5220.88981425762  4.869805E-18
5222.25782656669  4.702291E-18
5223.62583887576  -1.217358E-18
5224.99385118484  1.151794E-18
5226.36186349391  2.393400E-18
5227.72987580299  2.081061E-18
5229.09788811206  6.491783E-18
5230.46590042113  3.271069E-19
5231.83391273021  -7.882242E-19
5233.20192503928  -1.269087E-18
5234.56993734836  -2.386483E-18
5235.93794965743  -7.816120E-19
5237.30596196651  9.770030E-19
5238.67397427558  3.224716E-18
5240.04198658466  2.160358E-18
5241.40999889373  3.471069E-18
5242.7780112028  2.769861E-18
5244.14602351188  -1.506771E-18
5245.51403582095  8.531762E-19
5246.88204813003  -4.267320E-19
5248.2500604391  2.321752E-18
5249.61807274818  -3.899597E-19
5250.98608505725  -2.110152E-18
5252.35409736633  3.586397E-18
5253.7221096754  -1.310513E-18
5255.09012198447  -6.242406E-19
5256.45813429355  -2.249133E-19
5257.82614660262  4.605496E-19
5259.1941589117  1.150052E-18
5260.56217122077  7.243599E-19
5261.93018352985  -3.479095E-20
5263.29819583892  2.397857E-18
5264.666208148  4.101136E-18
5266.03422045707  3.843310E-18
5267.40223276614  9.095895E-19
5268.77024507522  -1.032975E-18
5270.13825738429  2.431339E-18
5271.50626969337  -1.295707E-20
5272.87428200244  -6.897324E-19
5274.24229431152  2.642671E-18
5275.61030662059  2.634180E-18
5276.97831892966  2.868550E-18
5278.34633123874  3.988287E-18
5279.71434354781  7.984077E-20
5281.08235585689  -7.687763E-19
5282.45036816596  1.035314E-18
5283.81838047504  3.209801E-18
5285.18639278411  1.461787E-18
5286.55440509319  2.696934E-18
5287.92241740226  2.398431E-19
5289.29042971133  -1.159589E-18
5290.65844202041  1.011414E-18
5292.02645432948  1.674818E-19
5293.39446663856  8.010361E-19
5294.76247894763  1.647530E-18
5296.13049125671  3.464115E-18
5297.49850356578  -4.033058E-19
5298.86651587485  2.048091E-18
5300.23452818393  2.539881E-18
5301.602540493  2.131570E-18
5302.97055280208  5.934882E-19
5304.33856511115  1.647109E-18
5305.70657742023  -1.013084E-18
5307.0745897293  -4.112839E-20
5308.44260203838  2.445868E-18
5309.81061434745  3.266866E-18
5311.17862665652  2.154381E-18
5312.5466389656  4.496390E-19
5313.91465127467  1.939823E-19
5315.28266358375  -5.300295E-19
5316.65067589282  2.002876E-18
5318.0186882019  -4.414630E-19
5319.38670051097  -1.009515E-18
5320.75471282005  1.989739E-18
5322.12272512912  2.103273E-18
5323.49073743819  2.201247E-18
5324.85874974727  2.261230E-18
5326.22676205634  3.412428E-18
5327.59477436542  -1.863579E-18
5328.96278667449  2.716303E-18
5330.33079898357  2.324534E-18
5331.69881129264  -3.138472E-20
5333.06682360171  1.916975E-18
5334.43483591079  2.083490E-18
5335.80284821986  1.754022E-18
5337.17086052894  1.841176E-18
5338.53887283801  3.160810E-18
5339.90688514709  2.239934E-18
5341.27489745616  -4.124667E-19
5342.64290976524  1.940356E-18
5344.01092207431  2.075115E-18
5345.37893438339  -4.121942E-19
5346.74694669246  9.869529E-19
5348.11495900153  3.371621E-18
5349.48297131061  2.762049E-20
5350.85098361968  2.236082E-18
5352.21899592876  -4.352132E-20
5353.58700823783  4.181148E-18
5354.95502054691  -2.520589E-19
5356.32303285598  2.061532E-18
5357.69104516505  1.745316E-18
5359.05905747413  2.765514E-18
5360.4270697832  2.071173E-18
5361.79508209228  2.112256E-18
5363.16309440135  1.267027E-18
5364.53110671043  1.057425E-18
5365.8991190195  1.731728E-18
5367.26713132857  3.570240E-18
5368.63514363765  1.392169E-18
5370.00315594672  2.788201E-18
5371.3711682558  2.181749E-18
5372.73918056487  6.282528E-19
5374.10719287395  2.275080E-18
5375.47520518302  -1.629088E-19
5376.8432174921  4.424378E-19
5378.21122980117  2.047727E-18
5379.57924211024  1.795104E-18
5380.94725441932  -5.410352E-19
5382.31526672839  1.381130E-20
5383.68327903747  1.431617E-18
5385.05129134654  1.238817E-18
5386.41930365562  1.491487E-18
5387.78731596469  8.536903E-20
5389.15532827377  1.210892E-18
5390.52334058284  8.134457E-19
5391.89135289191  2.210349E-18
5393.25936520099  2.835095E-18
5394.62737751006  3.841753E-18
5395.99538981914  2.368476E-18
5397.36340212821  7.157301E-20
5398.73141443729  -1.020451E-19
5400.09942674636  1.665844E-18
5401.46743905543  -1.301181E-19
5402.83545136451  1.137062E-18
5404.20346367358  3.106228E-18
5405.57147598266  -2.835491E-19
5406.93948829173  1.032459E-18
5408.30750060081  5.796596E-19
5409.67551290988  -4.390872E-19
5411.04352521896  2.463970E-19
5412.41153752803  3.480617E-19
5413.7795498371  1.429623E-18
5415.14756214618  2.348779E-18
5416.51557445525  8.231591E-20
5417.88358676433  -7.712061E-20
5419.2515990734  1.869892E-18
5420.61961138248  -4.035061E-19
5421.98762369155  -7.879518E-20
5423.35563600063  1.805674E-18
5424.7236483097  5.421683E-19
5426.09166061878  1.447072E-18
5427.45967292785  1.138232E-19
5428.82768523692  2.191715E-18
5430.195697546  1.463025E-18
5431.56370985507  -3.127327E-19
5432.93172216415  1.561641E-18
5434.29973447322  8.335693E-19
5435.6677467823  2.005871E-18
5437.03575909137  1.130972E-18
5438.40377140044  1.068538E-18
5439.77178370952  8.635056E-19
5441.13979601859  2.153724E-18
5442.50780832767  2.242906E-18
5443.87582063674  7.142660E-19
5445.24383294582  8.987473E-19
5446.61184525489  1.333213E-18
5447.97985756396  7.714047E-20
5449.34786987304  2.781906E-19
5450.71588218211  -4.492225E-19
5452.08389449119  -1.406926E-19
5453.45190680026  1.629498E-18
5454.81991910934  8.396179E-19
5456.18793141841  1.051064E-18
5457.55594372749  1.080152E-18
5458.92395603656  1.460771E-18
5460.29196834563  1.626340E-18
5461.65998065471  1.205885E-18
5463.02799296378  1.762649E-18
5464.39600527286  1.238432E-18
5465.76401758193  8.491738E-19
5467.13202989101  1.070912E-18
5468.50004220008  1.368673E-18
5469.86805450916  2.621507E-19
5471.23606681823  8.880436E-19
5472.6040791273  1.711815E-18
5473.97209143638  1.683117E-18
5475.34010374545  2.700198E-18
5476.70811605453  1.375900E-18
5478.0761283636  1.772429E-18
5479.44414067268  1.479361E-18
5480.81215298175  9.800082E-19
5482.18016529082  1.547612E-18
5483.5481775999  1.270527E-18
5484.91618990897  2.059331E-18
5486.28420221805  6.721137E-19
5487.65221452712  9.143989E-19
5489.0202268362  1.528215E-18
5490.38823914527  1.968867E-18
5491.75625145435  1.928940E-18
5493.12426376342  -9.953755E-20
5494.49227607249  1.033063E-18
5495.86028838157  5.125306E-19
5497.22830069064  1.961390E-18
5498.59631299972  1.629420E-18
5499.96432530879  1.465546E-18
5501.33233761787  6.810023E-19
5502.70034992694  1.507285E-18
5504.06836223602  -1.257806E-19
5505.43637454509  1.580397E-18
5506.80438685416  1.089814E-18
5508.17239916324  1.577350E-18
5509.54041147231  2.750234E-18
5510.90842378139  1.392518E-18
5512.27643609046  1.074198E-18
5513.64444839954  2.443351E-18
5515.01246070861  1.244092E-18
5516.38047301769  6.606799E-20
5517.74848532676  -6.051973E-20
5519.11649763583  3.054450E-18
5520.48450994491  4.913790E-20
5521.85252225398  -5.041634E-20
5523.22053456306  1.191147E-18
5524.58854687213  -3.254308E-19
5525.95655918121  2.201138E-18
5527.32457149028  -1.074650E-19
5528.69258379935  9.171790E-19
5530.06059610843  1.366111E-18
5531.4286084175  1.185355E-18
5532.79662072658  -3.080278E-19
5534.16463303565  1.356851E-18
5535.53264534473  -1.765151E-19
5536.9006576538  1.170359E-18
5538.26866996287  -5.546491E-19
5539.63668227195  1.764891E-18
5541.00469458103  1.641090E-18
5542.3727068901  -7.806962E-19
5543.74071919917  7.036207E-20
5545.10873150825  1.210639E-18
5546.47674381732  -7.323331E-20
5547.8447561264  4.260526E-19
5549.21276843547  8.476579E-19
5550.58078074455  -5.290397E-19
5551.94879305362  3.643589E-21
5553.31680536269  -3.096090E-19
5554.68481767177  1.108859E-18
5556.05282998084  1.103791E-18
5557.42084228992  -1.631270E-19
5558.78885459899  1.765310E-18
5560.15686690807  8.248453E-19
5561.52487921714  2.415243E-18
5562.89289152621  3.135947E-18
5564.26090383529  1.997190E-18
5565.62891614436  1.223384E-18
5566.99692845344  1.276271E-18
5568.36494076251  1.125846E-18
5569.73295307159  8.104056E-19
5571.10096538066  -5.188869E-19
5572.46897768973  1.286187E-18
5573.83698999881  1.588392E-19
5575.20500230788  -2.111482E-19
5576.57301461696  7.416448E-19
5577.94102692603  5.902025E-20
5579.30903923511  1.375213E-18
5580.67705154418  2.519132E-18
5582.04506385326  2.302547E-18
5583.41307616233  1.521024E-18
5584.78108847141  2.891877E-19
5586.14910078048  1.932123E-19
5587.51711308955  7.490357E-19
5588.88512539863  -4.860145E-19
5590.2531377077  1.046364E-18
5591.62115001678  2.153856E-19
5592.98916232585  8.551703E-19
5594.35717463493  -1.751574E-19
5595.725186944  -7.045300E-19
5597.09319925308  2.514785E-19
5598.46121156215  6.835957E-19
5599.82922387122  9.957693E-19
5601.1972361803  1.230195E-19
5602.56524848937  1.931840E-18
5603.93326079845  1.173135E-18
5605.30127310752  6.059837E-19
5606.66928541659  2.529546E-18
5608.03729772567  1.442133E-18
5609.40531003474  2.193210E-18
5610.77332234382  1.889936E-18
5612.14133465289  4.060854E-19
5613.50934696197  5.398258E-19
5614.87735927104  1.977619E-18
5616.24537158012  9.144709E-19
5617.61338388919  1.742966E-18
5618.98139619826  1.221298E-18
5620.34940850734  9.520673E-19
5621.71742081642  1.736103E-18
5623.08543312549  1.335659E-18
5624.45344543456  8.858452E-19
5625.82145774364  -3.084124E-19
5627.18947005271  8.129314E-20
5628.55748236179  4.080634E-20
5629.92549467086  5.620505E-19
5631.29350697994  6.113043E-20
5632.66151928901  3.913489E-19
5634.02953159808  9.258379E-20
5635.39754390716  -1.900735E-19
5636.76555621623  1.826113E-18
5638.13356852531  -6.654326E-19
5639.50158083438  3.067663E-19
5640.86959314346  7.894638E-19
5642.23760545253  2.109384E-19
5643.6056177616  1.151761E-19
5644.97363007068  9.813889E-19
5646.34164237975  1.178854E-18
5647.70965468883  1.167404E-18
5649.0776669979  1.326692E-18
5650.44567930698  8.778147E-19
5651.81369161605  -1.504809E-19
5653.18170392512  1.312047E-19
5654.5497162342  -6.286376E-20
5655.91772854327  3.565520E-19
5657.28574085235  3.880634E-19
5658.65375316142  4.986809E-19
5660.0217654705  1.263381E-18
5661.38977777957  7.018790E-19
5662.75779008865  -7.040674E-19
5664.12580239772  4.197661E-19
5665.4938147068  3.800593E-20
5666.86182701587  1.286590E-18
5668.22983932494  1.064878E-18
5669.59785163402  -1.824942E-19
5670.96586394309  1.368228E-18
5672.33387625217  1.457235E-18
5673.70188856124  5.671409E-19
5675.06990087031  6.530627E-19
5676.43791317939  3.115490E-19
5677.80592548846  4.555861E-19
5679.17393779754  3.654856E-19
5680.54195010661  1.334867E-18
5681.90996241569  1.308737E-18
5683.27797472476  6.168377E-19
5684.64598703384  8.936572E-20
5686.01399934291  1.393349E-18
5687.38201165198  1.171771E-18
5688.75002396106  5.672075E-19
5690.11803627013  9.858279E-19
5691.48604857921  2.506546E-19
5692.85406088828  1.119276E-18
5694.22207319736  5.663563E-19
5695.59008550643  6.173262E-19
5696.95809781551  9.063889E-19
5698.32611012458  2.639813E-19
5699.69412243365  1.011898E-19
5701.06213474273  -2.505671E-19
5702.4301470518  1.393883E-18
5703.79815936088  6.276034E-19
5705.16617166995  -4.522808E-19
5706.53418397903  3.955360E-19
5707.9021962881  4.233562E-19
5709.27020859718  2.919086E-18
5710.63822090625  9.145631E-19
5712.00623321533  1.030641E-18
5713.3742455244  1.060520E-18
5714.74225783347  8.961553E-19
5716.11027014255  1.608478E-18
5717.47828245162  1.184992E-18
5718.8462947607  1.276731E-19
5720.21430706977  5.946375E-19
5721.58231937885  1.038261E-18
5722.95033168792  9.016653E-19
5724.31834399699  8.677961E-19
5725.68635630607  -5.005006E-19
5727.05436861514  1.805404E-19
5728.42238092422  -7.624775E-19
5729.79039323329  2.577880E-18
5731.15840554237  1.947145E-18
5732.52641785144  1.760033E-18
5733.89443016051  9.401861E-19
5735.26244246959  5.233436E-19
5736.63045477866  2.090220E-19
5737.99846708774  -4.221757E-19
5739.36647939681  -1.522261E-19
5740.73449170589  -1.872718E-20
5742.10250401496  4.539048E-19
5743.47051632403  4.254596E-19
5744.83852863311  8.379937E-19
5746.20654094219  3.255056E-19
5747.57455325126  1.522100E-18
5748.94256556033  1.260716E-18
5750.31057786941  1.016602E-18
5751.67859017848  2.310694E-18
5753.04660248756  6.632569E-19
5754.41461479663  1.872614E-18
5755.7826271057  1.574925E-18
5757.15063941478  6.949978E-19
5758.51865172385  9.017910E-19
5759.88666403293  8.559871E-19
5761.254676342  1.545413E-18
5762.62268865108  1.238907E-18
5763.99070096015  9.833590E-19
5765.35871326923  4.803660E-19
5766.7267255783  3.375741E-20
5768.09473788738  2.154364E-20
5769.46275019645  7.565350E-19
5770.83076250552  1.015093E-18
5772.1987748146  9.842849E-19
5773.56678712367  2.155851E-21
5774.93479943275  6.436593E-19
5776.30281174182  4.979299E-19
5777.6708240509  7.563158E-19
5779.03883635997  7.524058E-19
5780.40684866904  6.836909E-19
5781.77486097812  7.336380E-19
5783.14287328719  4.832436E-19
5784.51088559627  5.266687E-19
5785.87889790534  1.394032E-18
5787.24691021442  6.890259E-19
5788.61492252349  4.619804E-19
5789.98293483257  4.523366E-19
5791.35094714164  4.710433E-19
5792.71895945072  1.647285E-18
5794.08697175979  6.339663E-19
5795.45498406886  -2.226480E-19
5796.82299637794  1.493051E-18
5798.19100868701  1.236691E-18
5799.55902099609  6.014689E-19
5800.92703330516  5.950888E-20
5802.29504561424  8.992114E-19
5803.66305792331  5.377856E-20
5805.03107023238  1.795969E-18
5806.39908254146  4.140539E-19
5807.76709485053  1.160998E-18
5809.13510715961  1.001681E-18
5810.50311946868  6.008526E-19
5811.87113177776  1.662499E-18
5813.23914408683  1.579111E-18
5814.6071563959  4.436965E-19
5815.97516870498  7.350005E-19
5817.34318101405  -2.094455E-19
5818.71119332313  7.589924E-19
5820.0792056322  -2.148702E-19
5821.44721794128  9.093461E-19
5822.81523025035  -7.060467E-19
5824.18324255942  4.860126E-19
5825.5512548685  4.238256E-19
5826.91926717758  1.220820E-18
5828.28727948665  1.102083E-18
5829.65529179572  9.362228E-19
5831.0233041048  -4.905683E-20
5832.39131641387  8.729731E-19
5833.75932872295  9.402142E-19
5835.12734103202  1.172336E-18
5836.49535334109  7.163666E-19
5837.86336565017  5.886051E-19
5839.23137795924  7.142614E-19
5840.59939026832  1.299028E-18
5841.96740257739  1.090743E-18
5843.33541488647  1.228719E-18
5844.70342719554  1.176656E-18
5846.07143950461  1.494286E-18
5847.43945181369  8.221107E-19
5848.80746412276  7.738277E-19
5850.17547643184  7.990074E-19
5851.54348874091  4.236027E-19
5852.91150104999  1.167746E-18
5854.27951335906  5.480495E-19
5855.64752566814  1.345201E-18
5857.01553797721  1.153249E-18
5858.38355028629  6.330526E-19
5859.75156259536  5.772468E-19
5861.11957490444  1.340865E-18
5862.48758721351  1.724885E-18
5863.85559952258  1.771846E-18
5865.22361183166  1.869112E-18
5866.59162414073  1.164234E-18
5867.95963644981  1.026724E-18
5869.32764875888  1.909147E-18
5870.69566106796  2.673750E-18
5872.06367337703  1.094372E-18
5873.4316856861  2.210812E-18
5874.79969799518  2.633465E-18
5876.16771030425  2.706561E-18
5877.53572261333  2.306143E-18
5878.9037349224  2.260586E-18
5880.27174723148  1.943850E-18
5881.63975954055  1.326614E-18
5883.00777184962  1.843550E-18
5884.3757841587  1.923836E-18
5885.74379646777  1.708775E-18
5887.11180877685  7.410267E-19
5888.47982108592  3.691861E-18
5889.847833395  2.050470E-18
5891.21584570407  2.208603E-18
5892.58385801315  4.247087E-19
5893.95187032222  2.773384E-18
5895.31988263129  6.161921E-19
5896.68789494037  6.924246E-19
5898.05590724944  1.460245E-18
5899.42391955852  1.251915E-18
5900.79193186759  3.078257E-18
5902.15994417667  1.344414E-18
5903.52795648574  7.810093E-19
5904.89596879482  1.951848E-18
5906.26398110389  1.156804E-18
5907.63199341296  1.737150E-18
5909.00000572204  1.492260E-18
5910.36801803111  2.432491E-18
5911.73603034019  1.588629E-18
5913.10404264926  2.205921E-18
5914.47205495834  2.106889E-18
5915.84006726741  1.331399E-18
5917.20807957648  7.492607E-19
5918.57609188556  1.223635E-18
5919.94410419463  1.310664E-18
5921.31211650371  -4.046678E-19
5922.68012881278  8.178259E-19
5924.04814112186  1.358183E-18
5925.41615343093  1.180321E-18
5926.78416574  1.260112E-18
5928.15217804908  1.628317E-18
5929.52019035815  1.753273E-18
5930.88820266723  1.436304E-18
5932.2562149763  1.876889E-18
5933.62422728538  1.306388E-18
5934.99223959445  1.454554E-18
5936.36025190353  1.301910E-18
5937.7282642126  5.172600E-19
5939.09627652168  1.630432E-18
5940.46428883075  1.718137E-18
5941.83230113982  1.370496E-18
5943.2003134489  2.016273E-18
5944.56832575797  1.481990E-18
5945.93633806705  1.177381E-18
5947.30435037612  8.774725E-19
5948.6723626852  1.749048E-18
5950.04037499427  1.344963E-18
5951.40838730334  7.775447E-19
5952.77639961242  6.301361E-19
5954.14441192149  1.722020E-18
5955.51242423057  1.486062E-18
5956.88043653964  1.627292E-18
5958.24844884872  2.151715E-18
5959.61646115779  2.180677E-18
5960.98447346687  1.320284E-18
5962.35248577594  1.563526E-18
5963.72049808501  7.727317E-19
5965.08851039409  1.160141E-18
5966.45652270316  2.029533E-18
5967.82453501224  1.046452E-18
5969.19254732131  1.962317E-18
5970.56055963039  1.704768E-18
5971.92857193946  1.843077E-18
5973.29658424854  1.754799E-18
5974.66459655761  1.027279E-18
5976.03260886668  1.033078E-18
5977.40062117576  1.787605E-18
5978.76863348483  1.739181E-18
5980.13664579391  5.039888E-19
5981.50465810298  2.897044E-19
5982.87267041206  1.248372E-18
5984.24068272113  1.570611E-18
5985.60869503021  1.311816E-18
5986.97670733928  6.699594E-19
5988.34471964835  1.560259E-18
5989.71273195743  1.655591E-18
5991.0807442665  6.717170E-19
5992.44875657558  8.135630E-19
5993.81676888465  1.363780E-18
5995.18478119373  1.394664E-18
5996.5527935028  1.139542E-18
5997.92080581188  1.585298E-18
5999.28881812095  1.649022E-18
6000.65683043002  1.279694E-18
6002.0248427391  1.338884E-18
6003.39285504817  1.442948E-18
6004.76086735725  1.750485E-18
6006.12887966632  6.315992E-19
6007.49689197539  1.502677E-18
6008.86490428447  1.952711E-18
6010.23291659354  1.636569E-18
6011.60092890262  1.416846E-18
6012.96894121169  1.029695E-18
6014.33695352077  1.328162E-18
6015.70496582984  1.603234E-18
6017.07297813891  1.330613E-18
6018.44099044799  1.333202E-18
6019.80900275706  1.244375E-18
6021.17701506614  9.157688E-19
6022.54502737521  1.303249E-18
6023.91303968429  1.486588E-18
6025.28105199336  1.144713E-18
6026.64906430244  1.327888E-18
6028.01707661151  1.635065E-18
6029.38508892059  1.220250E-18
6030.75310122966  7.410209E-19
6032.12111353873  1.066723E-18
6033.48912584781  1.679375E-18
6034.85713815688  1.187648E-18
6036.22515046596  1.103817E-18
6037.59316277503  8.967258E-19
6038.96117508411  1.331325E-18
6040.32918739318  1.573846E-18
6041.69719970226  1.503323E-18
6043.06521201133  9.290808E-19
6044.4332243204  1.632341E-18
6045.80123662948  1.267019E-18
6047.16924893855  1.238118E-18
6048.53726124763  1.070830E-18
6049.9052735567  1.392801E-18
6051.27328586578  1.946765E-18
6052.64129817485  1.412095E-18
6054.00931048392  9.430509E-19
6055.377322793  7.948497E-19
6056.74533510207  1.293780E-18
6058.11334741115  1.013545E-18
6059.48135972022  1.627130E-18
6060.8493720293  1.347318E-18
6062.21738433837  9.676006E-19
6063.58539664745  1.014169E-18
6064.95340895652  1.576689E-18
6066.3214212656  8.992080E-19
6067.68943357467  1.091025E-18
6069.05744588374  7.293901E-19
6070.42545819282  1.540487E-18
