BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3147  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2DR            '  /                                              
FILENAME= '08D2DRFC_ATM.FITS[*,1,1]'  /
4715.98910713197  2.341543E-17
4717.35314190388  1.661160E-17
4718.7171766758  1.787109E-18
4720.08121144772  -3.821096E-19
4721.44524621964  -3.820813E-18
4722.80928099156  -5.594432E-18
4724.17331576348  -1.159936E-18
4725.5373505354  1.131463E-17
4726.90138530732  1.455992E-17
4728.26542007924  5.175033E-18
4729.62945485116  3.403088E-18
4730.99348962308  2.041999E-18
4732.357524395  1.246204E-17
4733.72155916692  1.739287E-17
4735.08559393884  1.822156E-17
4736.44962871076  1.852553E-17
4737.81366348268  9.361381E-18
4739.1776982546  -5.088395E-18
4740.54173302651  -2.573822E-18
4741.90576779843  4.424822E-18
4743.26980257035  -1.697335E-19
4744.63383734227  1.218059E-17
4745.99787211419  2.108288E-17
4747.36190688611  1.657483E-17
4748.72594165803  1.678893E-17
4750.08997642995  -1.041401E-17
4751.45401120187  4.717411E-18
4752.81804597379  1.311640E-17
4754.18208074571  6.000695E-18
4755.54611551763  1.018243E-17
4756.91015028955  7.821684E-18
4758.27418506147  6.225973E-18
4759.63821983338  6.941473E-18
4761.0022546053  7.781451E-18
4762.36628937722  -3.588886E-18
4763.73032414914  -9.543427E-20
4765.09435892106  5.582673E-18
4766.45839369298  5.903016E-18
4767.8224284649  9.577187E-18
4769.18646323682  1.044075E-17
4770.55049800874  8.527586E-18
4771.91453278066  6.481090E-18
4773.27856755258  7.393734E-18
4774.6426023245  1.096118E-17
4776.00663709642  1.724878E-17
4777.37067186834  8.794588E-18
4778.73470664025  9.062724E-18
4780.09874141217  9.750367E-18
4781.46277618409  4.748690E-18
4782.82681095601  2.433924E-18
4784.19084572793  4.637249E-18
4785.55488049985  8.575912E-18
4786.91891527177  9.664969E-18
4788.28295004369  1.106371E-17
4789.64698481561  3.552159E-18
4791.01101958753  1.380012E-17
4792.37505435945  2.140084E-17
4793.73908913137  1.428844E-17
4795.10312390328  1.423580E-17
4796.4671586752  1.351454E-17
4797.83119344712  1.209470E-17
4799.19522821904  1.437774E-17
4800.55926299096  1.263317E-17
4801.92329776288  7.993658E-18
4803.2873325348  9.332245E-18
4804.65136730672  6.668979E-18
4806.01540207864  3.472624E-18
4807.37943685056  1.877659E-18
4808.74347162248  6.396175E-18
4810.1075063944  6.482827E-18
4811.47154116632  9.614903E-18
4812.83557593824  1.484676E-17
4814.19961071016  8.114524E-18
4815.56364548208  -2.304613E-18
4816.927680254  -8.151221E-19
4818.29171502591  3.558397E-18
4819.65574979783  2.735894E-18
4821.01978456975  8.022593E-18
4822.38381934167  1.757788E-17
4823.74785411359  1.838002E-17
4825.11188888551  1.274771E-17
4826.47592365743  1.213263E-17
4827.83995842935  1.296935E-17
4829.20399320127  1.209592E-17
4830.56802797319  7.842788E-18
4831.93206274511  1.161794E-17
4833.29609751703  2.857296E-18
4834.66013228895  8.027215E-18
4836.02416706087  1.513908E-17
4837.38820183278  1.337596E-17
4838.7522366047  6.480628E-18
4840.11627137662  3.720543E-18
4841.48030614854  2.662139E-18
4842.84434092046  3.278239E-18
4844.20837569238  4.060917E-18
4845.5724104643  7.438648E-18
4846.93644523622  8.512780E-18
4848.30048000814  7.696681E-18
4849.66451478006  5.116821E-18
4851.02854955198  -1.019071E-18
4852.3925843239  2.828952E-18
4853.75661909582  7.278326E-18
4855.12065386774  8.729502E-18
4856.48468863965  1.251244E-17
4857.84872341157  5.781926E-18
4859.21275818349  5.203601E-18
4860.57679295541  4.554190E-18
4861.94082772733  9.915522E-18
4863.30486249925  1.224945E-17
4864.66889727117  6.317363E-18
4866.03293204309  8.833465E-18
4867.39696681501  7.992329E-18
4868.76100158693  -3.384380E-19
4870.12503635885  -4.008286E-18
4871.48907113077  7.571735E-18
4872.85310590269  1.522114E-17
4874.21714067461  7.262969E-18
4875.58117544652  1.035676E-18
4876.94521021844  8.715676E-18
4878.30924499036  1.076450E-17
4879.67327976228  7.420611E-18
4881.0373145342  8.669599E-18
4882.40134930612  9.425097E-18
4883.76538407804  6.866239E-18
4885.12941884996  6.230886E-18
4886.49345362188  6.713891E-18
4887.8574883938  8.238274E-18
4889.22152316572  4.477515E-18
4890.58555793764  6.042657E-18
4891.94959270956  1.043282E-17
4893.31362748148  1.433483E-17
4894.6776622534  1.169534E-17
4896.04169702532  -3.375881E-18
4897.40573179723  9.424405E-19
4898.76976656915  2.073693E-18
4900.13380134107  7.468472E-18
4901.49783611299  1.136800E-17
4902.86187088491  4.745474E-18
4904.22590565683  1.498989E-18
4905.58994042875  6.510878E-18
4906.95397520067  5.462988E-18
4908.31800997259  6.180178E-18
4909.68204474451  4.361613E-18
4911.04607951643  1.610802E-18
4912.41011428835  -8.757891E-19
4913.77414906026  8.137055E-18
4915.13818383218  1.291642E-17
4916.5022186041  8.988356E-18
4917.86625337602  4.174852E-18
4919.23028814794  1.247785E-17
4920.59432291986  6.951009E-18
4921.95835769178  7.818483E-18
4923.3223924637  6.221764E-18
4924.68642723562  2.308993E-18
4926.05046200754  5.966215E-18
4927.41449677946  1.164810E-17
4928.77853155138  1.109580E-17
4930.1425663233  6.604110E-18
4931.50660109522  8.797948E-18
4932.87063586714  1.536727E-17
4934.23467063905  1.453735E-17
4935.59870541097  1.182213E-17
4936.96274018289  8.111870E-18
4938.32677495481  1.832958E-18
4939.69080972673  7.913247E-18
4941.05484449865  1.495787E-17
4942.41887927057  1.142750E-17
4943.78291404249  5.698111E-18
4945.14694881441  1.179230E-17
4946.51098358633  1.285096E-17
4947.87501835825  1.078926E-17
4949.23905313017  1.024936E-17
4950.60308790209  1.092839E-17
4951.96712267401  9.938122E-18
4953.33115744592  8.033959E-18
4954.69519221784  7.799591E-18
4956.05922698976  7.062418E-18
4957.42326176168  9.359755E-18
4958.7872965336  1.017913E-17
4960.15133130552  1.018240E-17
4961.51536607744  1.120144E-17
4962.87940084936  8.044135E-18
4964.24343562128  6.600570E-18
4965.6074703932  7.368505E-18
4966.97150516512  1.706086E-18
4968.33553993704  -8.394004E-19
4969.69957470896  2.482097E-18
4971.06360948088  6.985644E-18
4972.4276442528  7.163387E-18
4973.79167902472  9.935083E-18
4975.15571379663  1.241357E-17
4976.51974856855  6.924843E-18
4977.88378334047  3.756563E-18
4979.24781811239  5.610726E-18
4980.61185288431  7.594400E-18
4981.97588765623  1.033834E-17
4983.33992242815  1.226267E-17
4984.70395720007  1.291768E-17
4986.06799197199  8.963643E-18
4987.43202674391  5.958519E-18
4988.79606151583  5.950077E-18
4990.16009628775  4.509658E-18
4991.52413105966  4.759690E-18
4992.88816583159  7.529532E-18
4994.2522006035  6.767897E-18
4995.61623537542  2.643584E-18
4996.98027014734  9.981123E-18
4998.34430491926  1.265664E-17
4999.70833969118  7.651429E-18
5001.0723744631  4.363642E-18
5002.43640923502  -1.341354E-18
5003.80044400694  6.063381E-18
5005.16447877886  1.118260E-17
5006.52851355078  1.109302E-17
5007.8925483227  9.737707E-18
5009.25658309462  6.379032E-18
5010.62061786654  1.002419E-17
5011.98465263846  1.522513E-17
5013.34868741038  1.410125E-17
5014.71272218229  1.363894E-17
5016.07675695421  1.109914E-17
5017.44079172613  1.152922E-17
5018.80482649805  9.184647E-18
5020.16886126997  9.596782E-18
5021.53289604189  7.509656E-18
5022.89693081381  6.202536E-18
5024.26096558573  6.261331E-18
5025.62500035765  5.479469E-18
5026.98903512957  9.065368E-18
5028.35306990149  1.020806E-17
5029.71710467341  4.325279E-18
5031.08113944533  1.737156E-18
5032.44517421724  7.226309E-18
5033.80920898916  4.771615E-18
5035.17324376108  5.583580E-18
5036.537278533  1.067860E-17
5037.90131330492  9.429976E-18
5039.26534807684  7.826417E-18
5040.62938284876  7.827163E-18
5041.99341762068  6.650150E-18
5043.3574523926  7.630432E-18
5044.72148716452  1.174761E-17
5046.08552193644  1.263027E-17
5047.44955670836  1.386396E-17
5048.81359148028  1.672966E-17
5050.1776262522  1.552279E-17
5051.54166102412  1.694945E-17
5052.90569579603  1.530598E-17
5054.26973056795  1.036508E-17
5055.63376533987  6.967365E-18
5056.99780011179  7.895816E-18
5058.36183488371  1.301113E-17
5059.72586965563  8.973389E-18
5061.08990442755  7.277906E-18
5062.45393919947  5.186374E-18
5063.81797397139  9.576508E-19
5065.18200874331  6.954997E-18
5066.54604351523  1.033332E-17
5067.91007828715  6.366882E-18
5069.27411305907  2.956407E-18
5070.63814783099  5.078697E-18
5072.0021826029  7.550971E-18
5073.36621737482  5.009740E-18
5074.73025214674  2.114330E-18
5076.09428691866  3.465286E-18
5077.45832169058  5.905839E-18
5078.8223564625  6.442260E-18
5080.18639123442  5.595864E-18
5081.55042600634  7.346410E-18
5082.91446077826  7.191133E-18
5084.27849555018  6.420230E-18
5085.6425303221  6.092815E-18
5087.00656509402  6.967367E-18
5088.37059986594  7.830751E-18
5089.73463463786  8.422055E-18
5091.09866940978  8.877611E-18
5092.46270418169  5.834122E-18
5093.82673895362  2.949887E-18
5095.19077372553  4.844004E-18
5096.55480849745  6.388533E-18
5097.91884326937  6.061555E-18
5099.28287804129  7.666883E-18
5100.64691281321  7.853739E-18
5102.01094758513  6.624457E-18
5103.37498235705  6.308562E-18
5104.73901712897  7.627569E-18
5106.10305190089  8.310355E-18
5107.46708667281  7.638832E-18
5108.83112144473  5.081057E-18
5110.19515621665  4.106007E-18
5111.55919098856  5.394757E-18
5112.92322576048  7.069443E-18
5114.2872605324  5.179626E-18
5115.65129530432  3.106097E-18
5117.01533007624  5.497589E-18
5118.37936484816  8.322857E-18
5119.74339962008  8.811289E-18
5121.107434392  7.758252E-18
5122.47146916392  8.531226E-18
5123.83550393584  7.680738E-18
5125.19953870776  9.016057E-18
5126.56357347968  6.712381E-18
5127.9276082516  6.912271E-18
5129.29164302351  4.659500E-18
5130.65567779543  5.711266E-18
5132.01971256735  5.346676E-18
5133.38374733927  4.882360E-18
5134.74778211119  7.384195E-18
5136.11181688311  8.578501E-18
5137.47585165503  6.911780E-18
5138.83988642695  5.405093E-18
5140.20392119887  6.581767E-18
5141.56795597079  8.201356E-18
5142.93199074271  7.754709E-18
5144.29602551463  7.142786E-18
5145.66006028655  6.861852E-18
5147.02409505847  8.044899E-18
5148.38812983039  6.143796E-18
5149.7521646023  3.831666E-18
5151.11619937422  3.300612E-18
5152.48023414614  5.900922E-18
5153.84426891806  7.563847E-18
5155.20830368998  8.217230E-18
5156.5723384619  7.686908E-18
5157.93637323382  5.540111E-18
5159.30040800574  3.844118E-18
5160.66444277766  5.151395E-18
5162.02847754958  7.225541E-18
5163.3925123215  6.776592E-18
5164.75654709342  6.241319E-18
5166.12058186534  6.162814E-18
5167.48461663726  7.016188E-18
5168.84865140918  6.604909E-18
5170.21268618109  7.027211E-18
5171.57672095301  8.881208E-18
5172.94075572493  8.255066E-18
5174.30479049685  8.309813E-18
5175.66882526877  6.711273E-18
5177.03286004069  5.312618E-18
5178.39689481261  5.973694E-18
5179.76092958453  7.625926E-18
5181.12496435645  7.801716E-18
5182.48899912837  6.698643E-18
5183.85303390029  7.575379E-18
5185.21706867221  9.456262E-18
5186.58110344413  7.678076E-18
5187.94513821605  6.991148E-18
5189.30917298796  2.168271E-18
5190.67320775988  3.872659E-18
5192.0372425318  5.015817E-18
5193.40127730372  4.055268E-18
5194.76531207564  9.149720E-19
5196.12934684756  1.502380E-18
5197.49338161948  1.939657E-18
5198.8574163914  5.321207E-18
5200.22145116332  7.196283E-18
5201.58548593524  8.691679E-18
5202.94952070716  8.855886E-18
5204.31355547908  7.981049E-18
5205.677590251  8.744947E-18
5207.04162502292  7.950037E-18
5208.40565979484  6.502892E-18
5209.76969456675  7.253730E-18
5211.13372933867  7.619640E-18
5212.49776411059  7.397041E-18
5213.86179888251  7.849367E-18
5215.22583365443  6.608599E-18
5216.58986842635  6.058304E-18
5217.95390319827  7.670583E-18
5219.31793797019  7.130182E-18
5220.68197274211  5.728741E-18
5222.04600751403  7.182044E-18
5223.41004228595  7.674621E-18
5224.77407705787  7.652856E-18
5226.13811182979  8.781009E-18
5227.5021466017  8.327068E-18
5228.86618137362  6.030737E-18
5230.23021614554  5.795072E-18
5231.59425091746  7.907378E-18
5232.95828568938  9.377254E-18
5234.3223204613  1.093097E-17
5235.68635523322  1.024753E-17
5237.05039000514  7.972696E-18
5238.41442477706  8.046363E-18
5239.77845954898  8.604639E-18
5241.1424943209  8.698181E-18
5242.50652909282  9.019304E-18
5243.87056386474  9.481514E-18
5245.23459863666  1.051724E-17
5246.59863340858  9.679229E-18
5247.96266818049  8.740304E-18
5249.32670295241  6.750835E-18
5250.69073772433  6.223452E-18
5252.05477249625  7.335476E-18
5253.41880726817  8.705002E-18
5254.78284204009  1.029659E-17
5256.14687681201  8.869103E-18
5257.51091158393  7.133108E-18
5258.87494635585  7.952927E-18
5260.23898112777  9.803425E-18
5261.60301589969  7.809511E-18
5262.96705067161  6.589406E-18
5264.33108544353  5.161461E-18
5265.69512021545  6.011778E-18
5267.05915498736  1.059527E-17
5268.42318975928  1.020884E-17
5269.7872245312  7.010730E-18
5271.15125930312  4.856327E-18
5272.51529407504  6.588420E-18
5273.87932884696  7.824491E-18
5275.24336361888  8.069587E-18
5276.6073983908  7.691637E-18
5277.97143316272  6.979554E-18
5279.33546793464  8.018801E-18
5280.69950270656  7.837733E-18
5282.06353747848  6.589843E-18
5283.4275722504  6.233745E-18
5284.79160702232  6.581009E-18
5286.15564179423  8.554229E-18
5287.51967656615  9.424041E-18
5288.88371133807  7.563554E-18
5290.24774610999  7.318490E-18
5291.61178088191  8.621938E-18
5292.97581565383  9.064682E-18
5294.33985042575  7.279419E-18
5295.70388519767  6.270991E-18
5297.06791996959  8.059733E-18
5298.43195474151  9.661700E-18
5299.79598951343  9.912253E-18
5301.16002428535  9.052307E-18
5302.52405905727  8.373212E-18
5303.88809382919  8.914479E-18
5305.25212860111  8.845567E-18
5306.61616337303  7.722519E-18
5307.98019814494  8.834052E-18
5309.34423291686  1.108439E-17
5310.70826768878  9.207517E-18
5312.0723024607  7.839616E-18
5313.43633723262  6.206875E-18
5314.80037200454  6.310780E-18
5316.16440677646  8.306989E-18
5317.52844154838  9.026436E-18
5318.8924763203  6.670456E-18
5320.25651109222  7.403788E-18
5321.62054586414  7.686386E-18
5322.98458063606  6.916612E-18
5324.34861540798  6.109210E-18
5325.71265017989  6.668857E-18
5327.07668495181  8.279431E-18
5328.44071972373  7.425282E-18
5329.80475449565  5.010254E-18
5331.16878926757  4.673997E-18
5332.53282403949  5.481800E-18
5333.89685881141  5.258712E-18
5335.26089358333  7.213395E-18
5336.62492835525  1.014428E-17
5337.98896312717  9.583634E-18
5339.35299789909  7.414645E-18
5340.71703267101  8.229075E-18
5342.08106744293  7.254251E-18
5343.44510221485  7.081029E-18
5344.80913698676  8.752144E-18
5346.17317175868  7.517190E-18
5347.5372065306  6.046752E-18
5348.90124130252  8.737177E-18
5350.26527607444  1.073168E-17
5351.62931084636  9.034839E-18
5352.99334561828  7.842973E-18
5354.3573803902  8.284399E-18
5355.72141516212  9.060451E-18
5357.08544993404  8.344002E-18
5358.44948470596  6.816764E-18
5359.81351947788  7.126526E-18
5361.1775542498  8.225463E-18
5362.54158902172  9.025556E-18
5363.90562379363  8.086206E-18
5365.26965856555  7.696902E-18
5366.63369333747  7.310252E-18
5367.99772810939  7.405162E-18
5369.36176288131  7.545927E-18
5370.72579765323  6.656309E-18
5372.08983242515  6.491288E-18
5373.45386719707  6.616714E-18
5374.81790196899  6.659141E-18
5376.18193674091  6.010006E-18
5377.54597151283  6.083922E-18
5378.91000628475  7.699572E-18
5380.27404105667  6.828201E-18
5381.63807582859  4.315793E-18
5383.00211060051  5.978029E-18
5384.36614537243  8.632120E-18
5385.73018014434  7.622994E-18
5387.09421491626  6.559248E-18
5388.45824968818  6.870575E-18
5389.8222844601  8.391025E-18
5391.18631923202  9.455816E-18
5392.55035400394  8.655775E-18
5393.91438877586  9.398301E-18
5395.27842354778  9.137288E-18
5396.6424583197  7.307551E-18
5398.00649309162  8.047923E-18
5399.37052786354  8.845055E-18
5400.73456263546  8.060325E-18
5402.09859740738  7.560449E-18
5403.4626321793  8.834012E-18
5404.82666695122  1.003648E-17
5406.19070172313  9.852746E-18
5407.55473649505  9.581962E-18
5408.91877126697  1.053970E-17
5410.28280603889  1.066096E-17
5411.64684081081  8.861791E-18
5413.01087558273  8.555574E-18
5414.37491035465  8.387871E-18
5415.73894512657  7.859878E-18
5417.10297989849  8.440777E-18
5418.46701467041  8.717976E-18
5419.83104944233  8.864048E-18
5421.19508421425  9.470855E-18
5422.55911898616  1.028505E-17
5423.92315375809  9.718029E-18
5425.28718853  8.129310E-18
5426.65122330192  8.071151E-18
5428.01525807384  9.055957E-18
5429.37929284576  8.620193E-18
5430.74332761768  7.765286E-18
5432.1073623896  8.160897E-18
5433.47139716152  8.283245E-18
5434.83543193344  8.991175E-18
5436.19946670536  1.043999E-17
5437.56350147728  9.531364E-18
5438.9275362492  8.432996E-18
5440.29157102112  8.393651E-18
5441.65560579304  9.468578E-18
5443.01964056495  9.969548E-18
5444.38367533687  8.888942E-18
5445.74771010879  7.325938E-18
5447.11174488071  7.658874E-18
5448.47577965263  9.889144E-18
5449.83981442455  1.023275E-17
5451.20384919647  9.361833E-18
5452.56788396839  9.155916E-18
5453.93191874031  9.441098E-18
5455.29595351223  8.116659E-18
5456.65998828415  7.072473E-18
5458.02402305607  8.087687E-18
5459.38805782799  9.206968E-18
5460.75209259991  9.171718E-18
5462.11612737183  8.580536E-18
5463.48016214374  7.665000E-18
5464.84419691566  5.994192E-18
5466.20823168758  7.387229E-18
5467.5722664595  9.106128E-18
5468.93630123142  8.847510E-18
5470.30033600334  8.403605E-18
5471.66437077526  9.107195E-18
5473.02840554718  8.346754E-18
5474.3924403191  8.304184E-18
5475.75647509102  9.325652E-18
5477.12050986294  9.883762E-18
5478.48454463486  7.599508E-18
5479.84857940678  5.794170E-18
5481.2126141787  7.378007E-18
5482.57664895062  9.022169E-18
5483.94068372253  1.057709E-17
5485.30471849445  1.023831E-17
5486.66875326637  8.083728E-18
5488.03278803829  7.694298E-18
5489.39682281021  9.220821E-18
5490.76085758213  1.085648E-17
5492.12489235405  1.082238E-17
5493.48892712597  9.938317E-18
5494.85296189789  8.993619E-18
5496.21699666981  8.660453E-18
5497.58103144173  8.018228E-18
5498.94506621365  6.892451E-18
5500.30910098557  6.535327E-18
5501.67313575748  7.155031E-18
5503.0371705294  8.174814E-18
5504.40120530132  8.742617E-18
5505.76524007324  9.166598E-18
5507.12927484516  9.960772E-18
5508.49330961708  1.026326E-17
5509.857344389  9.085254E-18
5511.22137916092  8.182983E-18
5512.58541393284  8.508071E-18
5513.94944870476  8.845196E-18
5515.31348347668  8.419518E-18
5516.6775182486  7.688814E-18
5518.04155302052  7.948984E-18
5519.40558779244  8.843007E-18
5520.76962256436  9.201208E-18
5522.13365733627  7.771973E-18
5523.49769210819  6.934274E-18
5524.86172688011  7.771524E-18
5526.22576165203  8.278055E-18
5527.58979642395  8.594276E-18
5528.95383119587  7.780828E-18
5530.31786596779  7.225637E-18
5531.68190073971  7.873852E-18
5533.04593551163  7.852326E-18
5534.40997028355  6.883585E-18
5535.77400505547  5.822094E-18
5537.13803982739  6.555050E-18
5538.50207459931  8.074722E-18
5539.86610937123  8.695855E-18
5541.23014414314  8.589710E-18
5542.59417891506  8.237652E-18
5543.95821368698  8.438069E-18
5545.3222484589  7.318575E-18
5546.68628323082  6.295708E-18
5548.05031800274  6.850163E-18
5549.41435277466  6.577390E-18
5550.77838754658  5.983065E-18
5552.1424223185  6.720463E-18
5553.50645709042  6.675264E-18
5554.87049186234  6.507192E-18
5556.23452663426  6.897002E-18
5557.59856140618  5.767978E-18
5558.9625961781  4.112089E-18
5560.32663095002  5.021426E-18
5561.69066572193  5.754329E-18
5563.05470049385  6.492872E-18
5564.41873526577  7.791237E-18
5565.78277003769  7.940169E-18
5567.14680480961  7.861266E-18
5568.51083958153  7.369823E-18
5569.87487435345  7.914433E-18
5571.23890912537  9.061040E-18
5572.60294389729  9.131489E-18
5573.96697866921  9.615323E-18
5575.33101344113  1.026105E-17
5576.69504821305  8.626461E-18
5578.05908298497  7.535289E-18
5579.42311775688  6.056080E-18
5580.7871525288  6.339255E-18
5582.15118730072  6.953217E-18
5583.51522207264  6.890018E-18
5584.87925684456  6.662584E-18
5586.24329161648  7.407113E-18
5587.6073263884  8.157313E-18
5588.97136116032  8.138049E-18
5590.33539593224  7.818868E-18
5591.69943070416  7.792623E-18
5593.06346547608  8.477135E-18
5594.427500248  8.199658E-18
5595.79153501992  7.632363E-18
5597.15556979184  6.913071E-18
5598.51960456376  7.112350E-18
5599.88363933567  7.160653E-18
5601.24767410759  7.126954E-18
5602.61170887951  7.568241E-18
5603.97574365143  8.722471E-18
5605.33977842335  9.414840E-18
5606.70381319527  8.634422E-18
5608.06784796719  7.908382E-18
5609.43188273911  7.826107E-18
5610.79591751103  7.578051E-18
5612.15995228295  7.009983E-18
5613.52398705487  6.941948E-18
5614.88802182679  7.742454E-18
5616.25205659871  8.002755E-18
5617.61609137063  7.636598E-18
5618.98012614254  7.757373E-18
5620.34416091446  8.076443E-18
5621.70819568638  7.900267E-18
5623.0722304583  7.911189E-18
5624.43626523022  8.424056E-18
5625.80030000214  7.977394E-18
5627.16433477406  7.793458E-18
5628.52836954598  7.471161E-18
5629.8924043179  7.976582E-18
5631.25643908982  8.142304E-18
5632.62047386174  8.069613E-18
5633.98450863366  9.258703E-18
5635.34854340558  8.820869E-18
5636.7125781775  7.703489E-18
5638.07661294941  7.952726E-18
5639.44064772134  8.392488E-18
5640.80468249325  8.812597E-18
5642.16871726517  8.815734E-18
5643.53275203709  8.562387E-18
5644.89678680901  9.212884E-18
5646.26082158093  9.416656E-18
5647.62485635285  8.331177E-18
5648.98889112477  6.964447E-18
5650.35292589669  6.990951E-18
5651.71696066861  7.936444E-18
5653.08099544053  8.243971E-18
5654.44503021245  7.862374E-18
5655.80906498437  7.441570E-18
5657.17309975629  7.702560E-18
5658.5371345282  7.990421E-18
5659.90116930012  7.853591E-18
5661.26520407204  8.128238E-18
5662.62923884396  8.261695E-18
5663.99327361588  8.140770E-18
5665.3573083878  7.358040E-18
5666.72134315972  7.733366E-18
5668.08537793164  8.384520E-18
5669.44941270356  7.736490E-18
5670.81344747548  7.928831E-18
5672.1774822474  8.767904E-18
5673.54151701932  8.562361E-18
5674.90555179124  7.022844E-18
5676.26958656316  6.693577E-18
5677.63362133507  7.838675E-18
5678.99765610699  8.584844E-18
5680.36169087891  8.701540E-18
5681.72572565083  8.886265E-18
5683.08976042275  8.535500E-18
5684.45379519467  8.203000E-18
5685.81782996659  8.468752E-18
5687.18186473851  8.583758E-18
5688.54589951043  7.943288E-18
5689.90993428235  7.902201E-18
5691.27396905427  8.648359E-18
