BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3140  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2AA            '  /                                              
FILENAME= '08D2AAFC_RECAL2_ATM[*,1,1]'  /
5109.97204971314  1.803267E-17
5111.340321064  -1.060573E-19
5112.70859241486  2.448621E-18
5114.07686376572  1.828025E-17
5115.44513511658  1.219321E-17
5116.81340646744  9.034177E-18
5118.1816778183  6.468564E-18
5119.54994916917  -9.556664E-18
5120.91822052002  -9.517825E-18
5122.28649187088  7.808244E-18
5123.65476322175  7.903388E-18
5125.02303457261  1.455077E-17
5126.39130592347  9.178363E-18
5127.75957727433  1.833866E-18
5129.12784862519  1.381397E-17
5130.49611997605  4.273047E-18
5131.86439132691  1.150121E-17
5133.23266267777  4.366644E-18
5134.60093402863  1.101447E-17
5135.96920537949  6.635980E-18
5137.33747673035  5.208146E-18
5138.70574808121  2.886305E-18
5140.07401943207  3.384129E-19
5141.44229078293  -2.508218E-18
5142.81056213379  -1.017843E-18
5144.17883348466  1.736928E-18
5145.54710483552  6.677111E-18
5146.91537618638  7.577414E-18
5148.28364753724  4.431231E-18
5149.6519188881  6.532498E-18
5151.02019023896  5.018193E-18
5152.38846158982  2.119451E-18
5153.75673294068  -3.100039E-18
5155.12500429154  4.766073E-19
5156.4932756424  6.612528E-18
5157.86154699326  1.596551E-18
5159.22981834412  3.747169E-18
5160.59808969498  6.180828E-18
5161.96636104584  3.853190E-18
5163.3346323967  4.673040E-18
5164.70290374756  4.013125E-18
5166.07117509843  -8.112541E-19
5167.43944644929  -9.541060E-19
5168.80771780015  -2.189222E-18
5170.17598915101  3.906044E-18
5171.54426050187  2.240905E-18
5172.91253185273  1.929930E-19
5174.28080320359  -3.957200E-18
5175.64907455445  -1.561444E-18
5177.01734590531  2.341750E-18
5178.38561725617  5.521905E-18
5179.75388860703  6.179308E-18
5181.12215995789  2.407704E-18
5182.49043130875  -2.201599E-18
5183.85870265961  4.012271E-18
5185.22697401047  4.873452E-19
5186.59524536133  2.026209E-18
5187.9635167122  2.594895E-18
5189.33178806306  1.003684E-18
5190.70005941392  -7.069668E-19
5192.06833076478  -2.706743E-19
5193.43660211564  3.050481E-18
5194.8048734665  4.186117E-18
5196.17314481736  4.656436E-18
5197.54141616822  2.925151E-18
5198.90968751908  2.129545E-19
5200.27795886994  -1.854887E-18
5201.6462302208  -1.211889E-18
5203.01450157166  -8.607012E-19
5204.38277292252  -8.935277E-19
5205.75104427338  2.554825E-18
5207.11931562424  -1.793201E-18
5208.4875869751  -1.862717E-19
5209.85585832597  4.097853E-18
5211.22412967682  1.573270E-18
5212.59240102769  -4.136916E-19
5213.96067237855  2.619538E-18
5215.32894372941  2.760846E-18
5216.69721508027  -1.497969E-18
5218.06548643113  4.511909E-18
5219.43375778199  1.829696E-18
5220.80202913285  1.540367E-18
5222.17030048371  1.430146E-18
5223.53857183457  1.655634E-18
5224.90684318543  2.094141E-18
5226.27511453629  3.226765E-18
5227.64338588715  3.913478E-18
5229.01165723801  1.234221E-18
5230.37992858887  1.648218E-18
5231.74819993973  6.142445E-18
5233.11647129059  1.234051E-18
5234.48474264145  3.324459E-18
5235.85301399232  -1.469654E-19
5237.22128534318  3.682070E-18
5238.58955669404  8.202813E-19
5239.9578280449  1.701568E-18
5241.32609939576  5.633064E-19
5242.69437074662  5.587430E-19
5244.06264209748  1.000273E-18
5245.43091344834  2.201420E-18
5246.7991847992  1.935242E-19
5248.16745615006  -4.112992E-19
5249.53572750092  2.366178E-18
5250.90399885178  2.120731E-18
5252.27227020264  2.449721E-18
5253.6405415535  1.344668E-18
5255.00881290436  -1.816912E-19
5256.37708425523  3.059181E-18
5257.74535560609  1.262089E-18
5259.11362695694  8.684849E-19
5260.48189830781  3.992256E-19
5261.85016965867  1.760549E-18
5263.21844100953  -4.185203E-19
5264.58671236039  1.241462E-18
5265.95498371125  7.104814E-19
5267.32325506211  -1.543453E-18
5268.69152641297  1.164642E-18
5270.05979776383  -5.939620E-20
5271.42806911469  -5.082704E-19
5272.79634046555  2.302246E-18
5274.16461181641  1.934079E-18
5275.53288316727  2.900115E-18
5276.90115451813  -2.422982E-20
5278.26942586899  1.483117E-18
5279.63769721985  1.107209E-18
5281.00596857072  4.395726E-18
5282.37423992158  1.736732E-18
5283.74251127244  -2.641494E-19
5285.1107826233  -9.880122E-20
5286.47905397416  -7.546339E-19
5287.84732532502  7.968305E-19
5289.21559667588  3.206256E-18
5290.58386802674  1.789267E-18
5291.9521393776  2.414604E-18
5293.32041072846  7.808268E-19
5294.68868207932  1.404352E-18
5296.05695343018  2.254360E-18
5297.42522478104  -9.580388E-19
5298.7934961319  1.935729E-18
5300.16176748276  1.185046E-18
5301.53003883362  1.763319E-18
5302.89831018448  1.759076E-18
5304.26658153535  1.281720E-18
5305.63485288621  1.797409E-18
5307.00312423707  3.916761E-18
5308.37139558793  2.837351E-18
5309.73966693879  -2.935826E-19
5311.10793828965  -1.331498E-18
5312.47620964051  1.526401E-18
5313.84448099137  5.228223E-19
5315.21275234223  1.955953E-19
5316.58102369309  1.334254E-18
5317.94929504395  3.106275E-18
5319.31756639481  3.730559E-18
5320.68583774567  2.684297E-18
5322.05410909653  -4.027671E-19
5323.42238044739  3.090724E-18
5324.79065179825  2.176688E-18
5326.15892314911  4.235513E-18
5327.52719449998  -9.304094E-19
5328.89546585084  1.468508E-19
5330.2637372017  -4.600817E-19
5331.63200855256  1.527481E-18
5333.00027990342  2.021869E-18
5334.36855125428  2.631685E-18
5335.73682260514  2.391441E-18
5337.105093956  1.817990E-18
5338.47336530686  -2.216413E-19
5339.84163665772  3.407876E-18
5341.20990800858  3.790340E-18
5342.57817935944  1.092969E-18
5343.9464507103  5.607805E-19
5345.31472206116  3.692132E-18
5346.68299341202  2.576694E-18
5348.05126476288  3.609087E-18
5349.41953611374  1.773848E-18
5350.78780746461  8.431359E-19
5352.15607881547  1.886653E-18
5353.52435016633  2.210064E-18
5354.89262151719  -6.162948E-19
5356.26089286805  2.011040E-18
5357.62916421891  -5.906386E-19
5358.99743556977  -9.611057E-20
5360.36570692063  1.748781E-18
5361.73397827149  1.562499E-18
5363.10224962235  -2.045595E-19
5364.47052097321  8.321163E-19
5365.83879232407  7.774400E-19
5367.20706367493  1.579689E-18
5368.57533502579  1.943316E-18
5369.94360637665  1.192645E-18
5371.31187772751  -1.583144E-18
5372.68014907838  2.685327E-19
5374.04842042924  1.242818E-18
5375.4166917801  -3.701120E-19
5376.78496313096  2.040218E-18
5378.15323448182  1.551914E-18
5379.52150583268  2.062374E-18
5380.88977718354  -6.991468E-19
5382.2580485344  2.873412E-18
5383.62631988526  1.284834E-18
5384.99459123612  -6.066272E-19
5386.36286258698  2.198279E-18
5387.73113393784  -2.921980E-19
5389.0994052887  -7.745702E-19
5390.46767663956  1.067054E-18
5391.83594799042  2.309566E-18
5393.20421934128  7.837826E-19
5394.57249069215  2.582178E-18
5395.94076204301  3.901057E-20
5397.30903339387  1.257078E-18
5398.67730474473  9.941591E-19
5400.04557609559  4.767145E-19
5401.41384744645  2.140174E-18
5402.78211879731  1.847691E-18
5404.15039014817  1.792568E-19
5405.51866149903  2.272753E-18
5406.88693284989  3.669805E-18
5408.25520420075  1.190358E-18
5409.62347555161  1.549060E-18
5410.99174690247  1.724779E-18
5412.36001825333  1.688763E-18
5413.72828960419  3.521252E-19
5415.09656095505  1.936439E-18
5416.46483230591  1.785974E-18
5417.83310365678  7.995265E-19
5419.20137500764  1.493700E-18
5420.5696463585  2.529081E-18
5421.93791770936  2.061661E-18
5423.30618906022  3.930183E-19
5424.67446041108  -1.663102E-19
5426.04273176194  6.836769E-19
5427.4110031128  -5.461005E-19
5428.77927446366  1.510040E-18
5430.14754581452  1.745034E-18
5431.51581716538  4.300903E-19
5432.88408851624  -7.323208E-20
5434.2523598671  1.755781E-18
5435.62063121796  1.358131E-18
5436.98890256882  7.928408E-19
5438.35717391968  2.791904E-18
5439.72544527055  -7.722419E-19
5441.09371662141  -1.624623E-20
5442.46198797227  1.019594E-18
5443.83025932313  3.025260E-19
5445.19853067399  2.508528E-18
5446.56680202485  -1.630439E-19
5447.93507337571  2.937215E-18
5449.30334472657  1.664316E-18
5450.67161607743  2.357359E-18
5452.03988742829  1.196911E-18
5453.40815877915  1.800412E-18
5454.77643013001  2.226675E-18
5456.14470148087  1.335864E-19
5457.51297283173  -7.968367E-21
5458.88124418259  2.555980E-18
5460.24951553345  8.617212E-19
5461.61778688431  1.228885E-18
5462.98605823518  1.716084E-18
5464.35432958604  1.655307E-18
5465.7226009369  2.453483E-18
5467.09087228776  1.815874E-18
5468.45914363862  6.501329E-19
5469.82741498948  1.770115E-18
5471.19568634034  1.952002E-18
5472.5639576912  2.116449E-18
5473.93222904206  -2.186009E-19
5475.30050039292  9.149790E-19
5476.66877174378  1.371015E-18
5478.03704309464  4.834706E-19
5479.4053144455  9.703134E-19
5480.77358579636  8.294173E-19
5482.14185714722  -1.669594E-19
5483.51012849808  1.203639E-18
5484.87839984895  1.702972E-18
5486.2466711998  1.375223E-18
5487.61494255067  6.294515E-19
5488.98321390153  8.372884E-19
5490.35148525239  7.461642E-19
5491.71975660325  1.614227E-18
5493.08802795411  2.068311E-18
5494.45629930497  2.126979E-18
5495.82457065583  2.251812E-18
5497.19284200669  -9.226098E-19
5498.56111335755  9.520798E-19
5499.92938470841  9.089219E-19
5501.29765605927  1.941591E-18
5502.66592741013  7.943397E-20
5504.03419876099  2.252718E-18
5505.40247011185  -2.751544E-19
5506.77074146272  8.803914E-19
5508.13901281357  -2.718963E-19
5509.50728416444  -2.587747E-20
5510.8755555153  2.074280E-18
5512.24382686616  1.482859E-18
5513.61209821702  1.792594E-18
5514.98036956788  2.593445E-19
5516.34864091874  1.260736E-18
5517.7169122696  1.373174E-18
5519.08518362046  4.287634E-19
5520.45345497132  1.776304E-18
5521.82172632218  2.133314E-19
5523.18999767304  6.930200E-19
5524.5582690239  1.176084E-18
5525.92654037476  1.489681E-18
5527.29481172562  2.660764E-18
5528.66308307648  1.449614E-18
5530.03135442735  8.972881E-19
5531.39962577821  1.452816E-18
5532.76789712907  1.524450E-18
5534.13616847993  1.024365E-18
5535.50443983079  9.998907E-19
5536.87271118165  7.119016E-19
5538.24098253251  8.729642E-19
5539.60925388337  3.315066E-19
5540.97752523423  9.662914E-19
5542.34579658509  1.949656E-18
5543.71406793595  2.097435E-18
5545.08233928681  1.931197E-18
5546.45061063767  1.198751E-18
5547.81888198853  1.009449E-18
5549.18715333939  6.770644E-19
5550.55542469025  1.648258E-18
5551.92369604112  2.257467E-18
5553.29196739198  1.511375E-18
5554.66023874284  1.190466E-18
5556.0285100937  1.491046E-18
5557.39678144456  1.568947E-18
5558.76505279542  7.851698E-19
5560.13332414628  1.863557E-18
5561.50159549714  1.529991E-18
5562.869866848  2.188621E-19
5564.23813819886  1.221817E-18
5565.60640954972  1.400277E-18
5566.97468090058  2.374553E-18
5568.34295225144  1.365938E-18
5569.7112236023  1.664761E-18
5571.07949495316  2.265496E-19
5572.44776630402  1.142463E-19
5573.81603765488  -5.739821E-19
5575.18430900575  1.844644E-18
5576.55258035661  8.153493E-19
5577.92085170747  -6.901545E-19
5579.28912305833  -1.759646E-19
5580.65739440919  4.422081E-18
5582.02566576005  4.979673E-19
5583.39393711091  1.520840E-18
5584.76220846177  1.629036E-18
5586.13047981263  1.110965E-18
5587.49875116349  7.881326E-19
5588.86702251435  2.008248E-20
5590.23529386521  -7.835273E-20
5591.60356521607  1.943740E-18
5592.97183656693  1.385214E-18
5594.34010791779  1.081876E-18
5595.70837926865  1.571747E-18
5597.07665061952  1.243884E-18
5598.44492197037  8.233536E-19
5599.81319332124  -9.207805E-19
5601.1814646721  9.398166E-19
5602.54973602296  4.261366E-19
5603.91800737382  1.216597E-18
5605.28627872468  1.265158E-18
5606.65455007554  1.303375E-18
5608.0228214264  5.767885E-19
5609.39109277726  9.819345E-19
5610.75936412812  1.471993E-18
5612.12763547898  1.273965E-18
5613.49590682984  8.788208E-19
5614.8641781807  2.053576E-19
5616.23244953156  7.937288E-19
5617.60072088242  1.666185E-18
5618.96899223328  1.685096E-18
5620.33726358415  5.747054E-19
5621.70553493501  1.446375E-18
5623.07380628587  1.260701E-18
5624.44207763673  3.035397E-19
5625.81034898759  1.330860E-18
5627.17862033845  -1.434268E-21
5628.54689168931  1.501906E-18
5629.91516304017  1.313577E-18
5631.28343439103  1.251191E-18
5632.65170574189  9.971509E-19
5634.01997709275  -4.890795E-20
5635.38824844361  -2.953793E-19
5636.75651979447  3.899641E-19
5638.12479114533  9.097682E-19
5639.49306249619  8.868812E-19
5640.86133384705  2.346792E-18
5642.22960519791  1.234629E-18
5643.59787654877  1.705810E-18
5644.96614789964  -4.986025E-19
5646.3344192505  1.719286E-18
5647.70269060136  9.299488E-19
5649.07096195222  1.089875E-19
5650.43923330308  8.396776E-19
5651.80750465394  1.173171E-18
5653.1757760048  1.561916E-18
5654.54404735566  1.304533E-18
5655.91231870652  1.481035E-18
5657.28059005738  1.311567E-18
5658.64886140824  2.311834E-18
5660.0171327591  1.633172E-18
5661.38540410996  1.226836E-18
5662.75367546082  4.513878E-19
5664.12194681168  5.392638E-19
5665.49021816254  5.746643E-19
5666.8584895134  4.509203E-19
5668.22676086427  3.623848E-19
5669.59503221513  2.167997E-18
5670.96330356599  1.702199E-18
5672.33157491685  1.899034E-19
5673.69984626771  8.764118E-19
5675.06811761857  1.393694E-18
5676.43638896943  9.826620E-19
5677.80466032029  1.003096E-18
5679.17293167115  4.828498E-20
5680.54120302201  1.229541E-18
5681.90947437287  4.280412E-19
5683.27774572373  -1.911651E-20
5684.64601707459  1.292508E-18
5686.01428842545  1.211351E-18
5687.38255977631  6.171743E-20
5688.75083112718  1.685999E-19
5690.11910247803  1.105230E-18
5691.4873738289  1.326692E-18
5692.85564517976  1.380615E-18
5694.22391653062  8.271184E-19
5695.59218788148  1.199816E-19
5696.96045923234  8.505788E-19
5698.3287305832  -1.209054E-19
5699.69700193406  2.026608E-20
5701.06527328492  1.495560E-18
5702.43354463578  -1.585140E-19
5703.80181598664  8.629896E-19
5705.1700873375  1.006560E-18
5706.53835868836  1.480992E-18
5707.90663003922  1.188647E-18
5709.27490139008  8.496025E-19
5710.64317274094  1.219686E-18
5712.0114440918  1.054521E-18
5713.37971544267  5.737877E-19
5714.74798679353  1.177664E-18
5716.11625814439  5.906699E-19
5717.48452949525  1.305135E-18
5718.85280084611  1.725311E-18
5720.22107219697  1.409283E-18
5721.58934354783  1.242957E-18
5722.95761489869  1.548448E-18
5724.32588624955  1.034719E-18
5725.69415760041  1.293703E-18
5727.06242895127  1.162927E-18
5728.43070030213  1.091263E-18
5729.79897165299  1.952962E-18
5731.16724300385  3.199592E-18
5732.53551435471  3.572890E-18
5733.90378570557  3.594507E-18
5735.27205705643  3.620489E-18
5736.6403284073  2.837212E-18
5738.00859975816  2.318176E-18
5739.37687110902  1.648022E-18
5740.74514245988  4.651724E-19
5742.11341381074  1.310383E-18
5743.4816851616  1.776948E-18
5744.84995651246  6.980896E-19
5746.21822786332  -1.288372E-19
5747.58649921418  4.115565E-20
5748.95477056504  1.069207E-18
5750.3230419159  5.370163E-19
5751.69131326676  6.246802E-19
5753.05958461762  5.618935E-19
5754.42785596848  1.680109E-18
5755.79612731934  1.912203E-18
5757.1643986702  1.455343E-18
5758.53267002106  1.339156E-18
5759.90094137193  1.798010E-18
5761.26921272279  9.321118E-19
5762.63748407365  7.346853E-19
5764.00575542451  5.326316E-19
5765.37402677537  1.497925E-18
5766.74229812623  8.239297E-19
5768.11056947709  1.362748E-18
5769.47884082795  1.029719E-18
5770.84711217881  5.416843E-19
5772.21538352967  -4.481412E-19
5773.58365488053  -5.023530E-20
5774.95192623139  1.472350E-18
5776.32019758225  6.960139E-20
5777.68846893311  6.154696E-19
5779.05674028398  1.098483E-18
5780.42501163483  1.499970E-18
5781.7932829857  9.719710E-19
5783.16155433656  1.423336E-18
5784.52982568742  8.182500E-19
5785.89809703828  1.110833E-18
5787.26636838914  4.269987E-19
5788.63463974  8.907002E-19
5790.00291109086  1.099640E-18
5791.37118244172  1.260443E-18
5792.73945379258  1.207367E-18
5794.10772514344  8.380298E-19
5795.4759964943  6.196450E-19
5796.84426784516  1.013152E-18
5798.21253919602  1.244565E-18
5799.58081054688  4.874500E-19
5800.94908189774  -1.881672E-19
5802.3173532486  9.962706E-19
5803.68562459947  1.015617E-18
5805.05389595033  1.569281E-18
5806.42216730119  1.621292E-18
5807.79043865205  9.180786E-19
5809.15871000291  1.431232E-18
5810.52698135377  6.931233E-19
5811.89525270463  6.255738E-19
5813.26352405549  1.138473E-18
5814.63179540635  1.592471E-18
5816.00006675721  1.225674E-18
5817.36833810807  1.221995E-18
5818.73660945893  1.072525E-18
5820.10488080979  1.329670E-18
5821.47315216065  1.540409E-18
5822.84142351151  1.258414E-18
5824.20969486237  9.294272E-19
5825.57796621323  9.915630E-19
5826.9462375641  1.842872E-18
5828.31450891496  6.178360E-19
5829.68278026582  3.741456E-19
5831.05105161668  8.610129E-19
5832.41932296754  1.323540E-18
5833.7875943184  5.904734E-19
5835.15586566926  1.162994E-18
5836.52413702012  1.131914E-18
5837.89240837098  -1.568833E-19
5839.26067972184  5.912394E-19
5840.6289510727  1.093291E-18
5841.99722242356  7.589797E-19
5843.36549377442  -6.876831E-20
5844.73376512528  1.667067E-18
5846.10203647614  1.836843E-18
5847.470307827  7.248648E-19
5848.83857917786  1.649152E-18
5850.20685052873  1.105187E-19
5851.57512187959  1.368792E-18
5852.94339323045  1.211075E-18
5854.31166458131  1.354270E-18
5855.67993593217  1.854065E-18
5857.04820728303  1.782991E-18
5858.41647863389  1.112130E-18
5859.78474998475  1.835668E-18
5861.15302133561  2.578631E-18
5862.52129268647  2.173789E-19
5863.88956403733  1.116884E-18
5865.25783538819  2.426683E-18
5866.62610673905  1.014682E-18
5867.99437808991  1.510951E-18
5869.36264944077  1.571750E-18
5870.73092079163  1.986224E-18
5872.0991921425  1.530134E-18
5873.46746349336  1.137115E-18
5874.83573484422  1.420278E-18
5876.20400619508  1.515638E-18
5877.57227754594  1.513027E-18
5878.9405488968  8.001391E-19
5880.30882024766  8.038693E-19
5881.67709159852  1.796436E-18
5883.04536294938  1.501511E-18
5884.41363430024  1.243265E-18
5885.7819056511  1.827880E-18
5887.15017700196  1.070238E-18
5888.51844835282  7.984712E-19
5889.88671970368  1.979961E-18
5891.25499105454  2.168689E-18
5892.6232624054  2.097524E-18
5893.99153375627  1.388386E-18
5895.35980510713  1.456885E-18
5896.72807645799  1.761886E-18
5898.09634780885  1.165883E-18
5899.46461915971  1.261579E-18
5900.83289051057  1.153939E-18
5902.20116186143  9.904423E-19
5903.56943321229  1.308958E-18
5904.93770456315  9.203682E-19
5906.30597591401  1.950762E-18
5907.67424726487  1.641230E-18
5909.04251861573  1.889915E-18
5910.41078996659  1.654689E-18
5911.77906131745  1.914795E-18
5913.14733266831  1.425762E-18
5914.51560401917  1.198619E-18
5915.88387537003  2.142171E-18
5917.2521467209  1.410237E-18
5918.62041807176  1.500732E-18
5919.98868942262  1.393556E-18
5921.35696077348  1.072858E-18
5922.72523212434  1.301619E-18
5924.0935034752  1.321396E-18
5925.46177482606  2.091729E-18
5926.83004617692  9.791112E-19
5928.19831752778  2.469148E-18
5929.56658887864  1.465109E-18
5930.9348602295  1.673566E-18
5932.30313158036  2.301793E-18
5933.67140293122  1.554958E-18
5935.03967428208  1.764161E-18
5936.40794563294  1.553867E-18
5937.7762169838  2.034923E-18
5939.14448833467  1.082682E-18
5940.51275968553  1.208807E-18
5941.88103103638  1.378907E-18
5943.24930238725  8.868057E-19
5944.61757373811  6.900711E-19
5945.98584508897  2.064226E-18
5947.35411643983  1.421963E-18
5948.72238779069  1.493723E-18
5950.09065914155  1.772769E-18
5951.45893049241  1.614145E-18
5952.82720184327  1.880119E-18
5954.19547319413  2.098017E-18
5955.56374454499  1.868075E-18
5956.93201589585  1.791834E-18
5958.30028724671  1.510969E-18
5959.66855859757  1.287258E-18
5961.03682994843  1.604596E-18
5962.4051012993  1.695084E-18
5963.77337265016  1.494408E-18
5965.14164400102  1.025704E-18
5966.50991535188  1.375279E-18
5967.87818670274  2.071026E-18
5969.2464580536  1.806511E-18
5970.61472940446  1.381367E-18
5971.98300075532  1.423021E-18
5973.35127210618  1.323071E-18
5974.71954345704  1.349211E-18
5976.0878148079  1.423019E-18
5977.45608615876  1.093401E-18
5978.82435750962  1.574340E-18
5980.19262886048  2.088881E-18
5981.56090021134  1.567085E-18
5982.9291715622  1.410676E-18
5984.29744291307  1.360664E-18
5985.66571426393  1.073506E-18
5987.03398561479  1.199082E-18
5988.40225696565  1.424895E-18
5989.77052831651  1.687884E-18
5991.13879966737  1.902135E-18
5992.50707101823  8.936354E-19
5993.87534236909  1.409157E-18
5995.24361371995  1.206772E-18
5996.61188507081  1.131724E-18
5997.98015642167  1.555422E-18
5999.34842777253  1.818211E-18
6000.71669912339  1.966542E-18
6002.08497047425  2.054044E-18
6003.45324182511  1.945480E-18
6004.82151317597  1.491286E-18
6006.18978452683  2.148753E-18
6007.5580558777  2.088457E-18
6008.92632722856  2.101963E-18
6010.29459857942  1.664745E-18
6011.66286993028  1.842034E-18
6013.03114128114  6.611427E-19
6014.399412632  1.912489E-18
6015.76768398286  2.032746E-18
6017.13595533372  1.140166E-18
6018.50422668458  1.723231E-18
6019.87249803544  1.928868E-18
6021.2407693863  1.262533E-18
6022.60904073716  1.906838E-18
6023.97731208802  1.524759E-18
6025.34558343888  1.249031E-18
6026.71385478974  1.816251E-18
6028.0821261406  1.746767E-18
6029.45039749147  1.492001E-18
6030.81866884233  1.631019E-18
6032.18694019319  1.646107E-18
6033.55521154405  1.758220E-18
6034.92348289491  1.939274E-18
6036.29175424577  1.261000E-18
6037.66002559663  1.532788E-18
6039.02829694749  1.409419E-18
6040.39656829835  1.652634E-18
6041.76483964921  1.402111E-18
6043.13311100007  1.610846E-18
6044.50138235093  1.965354E-18
6045.86965370179  1.589590E-18
6047.23792505265  1.277078E-18
6048.60619640351  9.850978E-19
6049.97446775437  1.021186E-18
6051.34273910523  1.150043E-18
6052.7110104561  1.826173E-18
6054.07928180696  1.830440E-18
6055.44755315782  2.127133E-18
6056.81582450868  1.684139E-18
6058.18409585954  1.758721E-18
6059.5523672104  1.760098E-18
6060.92063856126  1.624882E-18
6062.28890991212  1.365740E-18
6063.65718126298  1.953968E-18
6065.02545261384  1.745075E-18
6066.3937239647  1.700523E-18
6067.76199531556  1.980058E-18
6069.13026666642  2.000154E-18
6070.49853801728  1.826676E-18
6071.86680936814  1.787352E-18
6073.235080719  1.351571E-18
6074.60335206987  1.626287E-18
6075.97162342073  2.005497E-18
6077.33989477159  1.897625E-18
6078.70816612245  2.125685E-18
6080.07643747331  1.621167E-18
6081.44470882417  1.978612E-18
6082.81298017503  1.535679E-18
6084.18125152589  1.158230E-18
