BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3143  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3GB            '  /                                              
FILENAME= '08D3GBFC_ATM.FITS[*,1,1]'  /
4720.43316960337  2.195067E-17
4721.79712820056  2.610516E-17
4723.16108679774  3.002945E-17
4724.52504539492  3.258667E-17
4725.88900399211  3.355610E-17
4727.25296258929  3.759895E-17
4728.61692118647  2.767774E-17
4729.98087978366  1.305510E-17
4731.34483838084  1.461529E-18
4732.70879697802  1.425014E-17
4734.07275557521  2.807853E-17
4735.43671417239  4.268144E-17
4736.80067276957  4.202938E-17
4738.16463136676  2.416262E-17
4739.52858996394  1.668916E-17
4740.89254856112  3.017835E-17
4742.25650715831  3.221325E-17
4743.62046575549  2.629307E-17
4744.98442435267  2.949197E-17
4746.34838294986  2.822126E-17
4747.71234154704  1.984632E-17
4749.07630014422  1.737756E-17
4750.4402587414  2.161368E-17
4751.80421733859  2.570964E-17
4753.16817593577  2.706214E-17
4754.53213453296  2.787303E-17
4755.89609313014  2.695392E-17
4757.26005172732  2.373774E-17
4758.6240103245  1.953699E-17
4759.98796892169  2.060496E-17
4761.35192751887  2.836528E-17
4762.71588611605  3.259711E-17
4764.07984471324  3.284028E-17
4765.44380331042  3.226223E-17
4766.8077619076  2.814323E-17
4768.17172050479  2.631961E-17
4769.53567910197  2.896162E-17
4770.89963769915  2.872031E-17
4772.26359629634  2.570685E-17
4773.62755489352  2.908800E-17
4774.9915134907  3.332576E-17
4776.35547208789  2.703750E-17
4777.71943068507  2.389062E-17
4779.08338928225  2.504793E-17
4780.44734787944  2.360558E-17
4781.81130647662  2.793027E-17
4783.1752650738  2.975526E-17
4784.53922367098  2.686905E-17
4785.90318226817  2.562740E-17
4787.26714086535  2.090353E-17
4788.63109946254  2.807881E-17
4789.99505805972  2.250031E-17
4791.3590166569  1.498162E-17
4792.72297525408  1.756720E-17
4794.08693385127  2.232635E-17
4795.45089244845  2.023429E-17
4796.81485104563  2.325725E-17
4798.17880964282  2.487179E-17
4799.54276824  2.595141E-17
4800.90672683718  2.832162E-17
4802.27068543437  2.388842E-17
4803.63464403155  2.260131E-17
4804.99860262873  2.268318E-17
4806.36256122592  2.863328E-17
4807.7265198231  2.961113E-17
4809.09047842028  2.213714E-17
4810.45443701747  2.337532E-17
4811.81839561465  2.906793E-17
4813.18235421183  3.078208E-17
4814.54631280901  2.664671E-17
4815.9102714062  2.225751E-17
4817.27423000338  2.411352E-17
4818.63818860056  2.633666E-17
4820.00214719775  2.805880E-17
4821.36610579493  2.255538E-17
4822.73006439211  2.042576E-17
4824.0940229893  2.374448E-17
4825.45798158648  2.125556E-17
4826.82194018367  2.026997E-17
4828.18589878085  2.363108E-17
4829.54985737803  2.769300E-17
4830.91381597521  2.747363E-17
4832.2777745724  2.649499E-17
4833.64173316958  2.317858E-17
4835.00569176676  1.709042E-17
4836.36965036395  1.232855E-17
4837.73360896113  2.435236E-17
4839.09756755831  3.632937E-17
4840.4615261555  2.728337E-17
4841.82548475268  1.700490E-17
4843.18944334986  1.522316E-17
4844.55340194705  2.042717E-17
4845.91736054423  2.795696E-17
4847.28131914141  3.043092E-17
4848.6452777386  2.343684E-17
4850.00923633578  2.412476E-17
4851.37319493296  2.321807E-17
4852.73715353015  2.175690E-17
4854.10111212733  1.591510E-17
4855.46507072451  2.053883E-17
4856.8290293217  2.364559E-17
4858.19298791888  2.559066E-17
4859.55694651606  2.765444E-17
4860.92090511324  2.792708E-17
4862.28486371043  2.696709E-17
4863.64882230761  2.431428E-17
4865.01278090479  2.689037E-17
4866.37673950198  2.883142E-17
4867.74069809916  2.175430E-17
4869.10465669634  2.048089E-17
4870.46861529353  2.182793E-17
4871.83257389071  2.211566E-17
4873.19653248789  2.139192E-17
4874.56049108508  1.924728E-17
4875.92444968226  2.241281E-17
4877.28840827944  2.346208E-17
4878.65236687663  2.126169E-17
4880.01632547381  1.653047E-17
4881.38028407099  2.038710E-17
4882.74424266818  2.518570E-17
4884.10820126536  2.316927E-17
4885.47215986254  2.331532E-17
4886.83611845972  1.542272E-17
4888.20007705691  1.611115E-17
4889.56403565409  1.931199E-17
4890.92799425128  2.171426E-17
4892.29195284846  2.400792E-17
4893.65591144564  2.431043E-17
4895.01987004283  2.346827E-17
4896.38382864001  2.268190E-17
4897.74778723719  3.311258E-17
4899.11174583437  3.155551E-17
4900.47570443156  1.874494E-17
4901.83966302874  1.636463E-17
4903.20362162592  1.690150E-17
4904.56758022311  1.718655E-17
4905.93153882029  2.234638E-17
4907.29549741747  2.580207E-17
4908.65945601466  2.166960E-17
4910.02341461184  2.229082E-17
4911.38737320902  2.762393E-17
4912.75133180621  3.801284E-17
4914.11529040339  4.607241E-17
4915.47924900057  3.700708E-17
4916.84320759776  1.448315E-17
4918.20716619494  3.439538E-17
4919.57112479212  2.727547E-17
4920.9350833893  2.477916E-17
4922.29904198649  2.320308E-17
4923.66300058367  2.617046E-17
4925.02695918085  2.468775E-17
4926.39091777804  2.088872E-17
4927.75487637522  2.208390E-17
4929.1188349724  1.847115E-17
4930.48279356959  1.816855E-17
4931.84675216677  2.133003E-17
4933.21071076395  1.748730E-17
4934.57466936114  9.562538E-18
4935.93862795832  1.158862E-17
4937.3025865555  1.718311E-17
4938.66654515269  1.810113E-17
4940.03050374987  1.413295E-17
4941.39446234705  1.482099E-17
4942.75842094424  1.542582E-17
4944.12237954142  1.194038E-17
4945.4863381386  1.491231E-17
4946.85029673579  1.547396E-17
4948.21425533297  1.037796E-17
4949.57821393015  8.690741E-18
4950.94217252734  9.055532E-18
4952.30613112452  1.346333E-17
4953.6700897217  1.508285E-17
4955.03404831889  1.490226E-17
4956.39800691607  1.806998E-17
4957.76196551325  1.548548E-17
4959.12592411043  8.802125E-18
4960.48988270762  1.105001E-17
4961.8538413048  1.488855E-17
4963.21779990199  1.581977E-17
4964.58175849917  1.560139E-17
4965.94571709635  1.583836E-17
4967.30967569353  1.677463E-17
4968.67363429072  1.413357E-17
4970.0375928879  1.308473E-17
4971.40155148508  1.660485E-17
4972.76551008227  1.564303E-17
4974.12946867945  1.408461E-17
4975.49342727663  1.619180E-17
4976.85738587382  1.578554E-17
4978.221344471  1.337586E-17
4979.58530306818  1.293178E-17
4980.94926166537  1.273368E-17
4982.31322026255  1.355316E-17
4983.67717885973  1.460826E-17
4985.04113745692  1.420655E-17
4986.4050960541  1.303968E-17
4987.76905465128  1.228896E-17
4989.13301324846  1.269792E-17
4990.49697184565  1.731108E-17
4991.86093044283  1.964961E-17
4993.22488904001  1.521362E-17
4994.5888476372  1.641023E-17
4995.95280623438  1.933615E-17
4997.31676483157  1.820219E-17
4998.68072342875  1.668362E-17
5000.04468202593  1.678243E-17
5001.40864062311  1.829069E-17
5002.7725992203  1.422926E-17
5004.13655781748  1.237794E-17
5005.50051641467  1.001281E-17
5006.86447501185  1.249530E-17
5008.22843360903  1.801713E-17
5009.59239220621  1.910565E-17
5010.9563508034  1.436003E-17
5012.32030940058  1.105554E-17
5013.68426799776  1.516348E-17
5015.04822659495  1.953154E-17
5016.41218519213  2.099761E-17
5017.77614378931  1.863556E-17
5019.1401023865  1.393891E-17
5020.50406098368  1.205016E-17
5021.86801958086  1.348867E-17
5023.23197817804  1.439224E-17
5024.59593677523  1.563521E-17
5025.95989537241  1.621146E-17
5027.3238539696  1.456158E-17
5028.68781256678  1.183681E-17
5030.05177116396  1.326862E-17
5031.41572976115  1.292909E-17
5032.77968835833  1.245912E-17
5034.14364695551  1.327154E-17
5035.50760555269  1.522960E-17
5036.87156414988  1.726996E-17
5038.23552274706  1.443391E-17
5039.59948134425  1.396737E-17
5040.96343994143  1.653108E-17
5042.32739853861  1.492322E-17
5043.69135713579  1.348264E-17
5045.05531573298  1.512762E-17
5046.41927433016  1.676000E-17
5047.78323292734  1.824054E-17
5049.14719152453  2.077757E-17
5050.51115012171  1.914137E-17
5051.87510871889  1.793060E-17
5053.23906731608  2.068102E-17
5054.60302591326  1.812939E-17
5055.96698451044  1.540816E-17
5057.33094310763  1.463230E-17
5058.69490170481  1.537995E-17
5060.05886030199  1.892775E-17
5061.42281889918  1.891869E-17
5062.78677749636  1.486500E-17
5064.15073609354  1.642985E-17
5065.51469469073  1.701583E-17
5066.87865328791  1.829344E-17
5068.24261188509  1.964938E-17
5069.60657048228  1.917755E-17
5070.97052907946  1.914784E-17
5072.33448767664  1.828525E-17
5073.69844627382  1.745333E-17
5075.06240487101  1.957140E-17
5076.42636346819  1.825168E-17
5077.79032206537  1.436447E-17
5079.15428066256  1.328469E-17
5080.51823925974  1.731503E-17
5081.88219785692  2.085998E-17
5083.24615645411  1.878103E-17
5084.61011505129  1.682215E-17
5085.97407364847  1.846647E-17
5087.33803224566  1.961792E-17
5088.70199084284  1.940926E-17
5090.06594944002  2.064813E-17
5091.42990803721  2.173531E-17
5092.79386663439  2.115839E-17
5094.15782523157  1.990912E-17
5095.52178382876  1.686978E-17
5096.88574242594  1.565108E-17
5098.24970102312  1.759406E-17
5099.61365962031  1.792056E-17
5100.97761821749  1.581464E-17
5102.34157681467  1.726772E-17
5103.70553541186  1.888872E-17
5105.06949400904  1.824106E-17
5106.43345260622  1.358230E-17
5107.7974112034  1.208407E-17
5109.16136980059  1.757237E-17
5110.52532839777  2.125543E-17
5111.88928699495  1.835224E-17
5113.25324559214  1.659175E-17
5114.61720418932  1.480632E-17
5115.9811627865  1.501477E-17
5117.34512138369  1.874020E-17
5118.70907998087  1.632985E-17
5120.07303857805  1.328669E-17
5121.43699717524  1.644102E-17
5122.80095577242  1.675908E-17
5124.1649143696  1.814752E-17
5125.52887296679  1.739188E-17
5126.89283156397  1.773084E-17
5128.25679016115  1.952948E-17
5129.62074875834  1.828588E-17
5130.98470735552  1.638546E-17
5132.3486659527  1.603686E-17
5133.71262454989  1.610042E-17
5135.07658314707  1.361089E-17
5136.44054174425  1.323616E-17
5137.80450034143  1.546227E-17
5139.16845893862  1.731416E-17
5140.5324175358  1.569603E-17
5141.89637613298  1.414835E-17
5143.26033473017  1.474871E-17
5144.62429332735  1.516153E-17
5145.98825192453  1.480511E-17
5147.35221052172  1.410067E-17
5148.7161691189  1.424889E-17
5150.08012771608  1.546375E-17
5151.44408631327  1.432599E-17
5152.80804491045  1.489926E-17
5154.17200350763  1.513124E-17
5155.53596210482  1.463226E-17
5156.899920702  1.561847E-17
5158.26387929918  1.260758E-17
5159.62783789637  1.076213E-17
5160.99179649355  1.271905E-17
5162.35575509073  1.418657E-17
5163.71971368792  1.619026E-17
5165.0836722851  1.658810E-17
5166.44763088228  1.270539E-17
5167.81158947947  1.299799E-17
5169.17554807665  1.411648E-17
5170.53950667383  1.382385E-17
5171.90346527101  1.174467E-17
5173.2674238682  1.484067E-17
5174.63138246538  1.603522E-17
5175.99534106257  1.438671E-17
5177.35929965975  1.638297E-17
5178.72325825693  1.658572E-17
5180.08721685411  1.401114E-17
5181.4511754513  1.397204E-17
5182.81513404848  1.449198E-17
5184.17909264566  1.411711E-17
5185.54305124285  1.482765E-17
5186.90700984003  1.723203E-17
5188.27096843721  1.523861E-17
5189.6349270344  1.456298E-17
5190.99888563158  1.435647E-17
5192.36284422876  1.293412E-17
5193.72680282595  1.644617E-17
5195.09076142313  1.631593E-17
5196.45472002031  1.623608E-17
5197.8186786175  1.550815E-17
5199.18263721468  1.543478E-17
5200.54659581186  1.694393E-17
5201.91055440905  1.782301E-17
5203.27451300623  1.852655E-17
5204.63847160341  1.698016E-17
5206.00243020059  1.515894E-17
5207.36638879778  1.727779E-17
5208.73034739496  1.836539E-17
5210.09430599215  1.767006E-17
5211.45826458933  1.834055E-17
5212.82222318651  1.821649E-17
5214.18618178369  1.742673E-17
5215.55014038088  1.799761E-17
5216.91409897806  1.802267E-17
5218.27805757524  1.779684E-17
5219.64201617243  1.603928E-17
5221.00597476961  1.592031E-17
5222.36993336679  1.751422E-17
5223.73389196398  1.722968E-17
5225.09785056116  1.780585E-17
5226.46180915834  1.881666E-17
5227.82576775553  1.855511E-17
5229.18972635271  2.041739E-17
5230.55368494989  1.922500E-17
5231.91764354708  1.879753E-17
5233.28160214426  1.998794E-17
5234.64556074144  1.742585E-17
5236.00951933863  1.819923E-17
5237.37347793581  1.926028E-17
5238.73743653299  1.868325E-17
5240.10139513018  1.887343E-17
5241.46535372736  1.651275E-17
5242.82931232454  1.617241E-17
5244.19327092173  1.515965E-17
5245.55722951891  1.643494E-17
5246.92118811609  1.782524E-17
5248.28514671327  1.770675E-17
5249.64910531046  1.890323E-17
5251.01306390764  1.830693E-17
5252.37702250482  1.866958E-17
5253.74098110201  1.827021E-17
5255.10493969919  1.697771E-17
5256.46889829637  1.791093E-17
5257.83285689356  1.974445E-17
5259.19681549074  1.844478E-17
5260.56077408792  1.718202E-17
5261.92473268511  1.795480E-17
5263.28869128229  1.733020E-17
5264.65264987947  1.774585E-17
5266.01660847665  1.910184E-17
5267.38056707384  1.938156E-17
5268.74452567102  1.792664E-17
5270.1084842682  1.633686E-17
5271.47244286539  1.734252E-17
5272.83640146257  1.797209E-17
5274.20036005976  1.756949E-17
5275.56431865694  1.897800E-17
5276.92827725412  1.966673E-17
5278.2922358513  1.915883E-17
5279.65619444849  1.866332E-17
5281.02015304567  1.727293E-17
5282.38411164285  1.689329E-17
5283.74807024004  1.787944E-17
5285.11202883722  1.678717E-17
5286.4759874344  1.600361E-17
5287.83994603159  1.793532E-17
5289.20390462877  1.863043E-17
5290.56786322596  1.743879E-17
5291.93182182314  1.859316E-17
5293.29578042032  1.760125E-17
5294.6597390175  1.592681E-17
5296.02369761469  1.768059E-17
5297.38765621187  2.001244E-17
5298.75161480905  1.959158E-17
5300.11557340624  1.855870E-17
5301.47953200342  1.784155E-17
5302.8434906006  1.732276E-17
5304.20744919778  1.713527E-17
5305.57140779497  1.756087E-17
5306.93536639215  1.944604E-17
5308.29932498933  1.880441E-17
5309.66328358652  1.716065E-17
5311.0272421837  1.878838E-17
5312.39120078088  1.664632E-17
5313.75515937807  1.766541E-17
5315.11911797525  1.929300E-17
5316.48307657243  1.816260E-17
5317.84703516962  1.882868E-17
5319.2109937668  1.814072E-17
5320.57495236398  1.966507E-17
5321.93891096117  1.887363E-17
5323.30286955835  1.624108E-17
5324.66682815553  1.761427E-17
5326.03078675272  1.823812E-17
5327.3947453499  1.888124E-17
5328.75870394708  2.046549E-17
5330.12266254427  1.838379E-17
5331.48662114145  1.742344E-17
5332.85057973863  1.695417E-17
5334.21453833582  1.735286E-17
5335.578496933  1.695537E-17
5336.94245553018  1.635655E-17
5338.30641412737  1.626561E-17
5339.67037272455  1.797762E-17
5341.03433132173  1.904386E-17
5342.39828991892  1.901967E-17
5343.7622485161  1.757354E-17
5345.12620711328  1.888628E-17
5346.49016571046  2.130036E-17
5347.85412430765  1.989780E-17
5349.21808290483  1.809578E-17
5350.58204150201  1.846890E-17
5351.9460000992  1.822154E-17
5353.30995869638  1.763834E-17
5354.67391729356  1.773622E-17
5356.03787589075  1.826842E-17
5357.40183448793  1.808665E-17
5358.76579308511  1.661356E-17
5360.1297516823  1.643827E-17
5361.49371027948  1.753398E-17
5362.85766887666  1.751612E-17
5364.22162747385  1.644383E-17
5365.58558607103  1.744203E-17
5366.94954466821  1.907691E-17
5368.3135032654  1.843232E-17
5369.67746186258  1.773740E-17
5371.04142045976  1.843949E-17
5372.40537905694  1.770831E-17
5373.76933765413  1.744496E-17
5375.13329625131  1.721757E-17
5376.4972548485  1.699481E-17
5377.86121344568  1.884288E-17
5379.22517204286  1.880658E-17
5380.58913064005  1.805313E-17
5381.95308923723  1.861199E-17
5383.31704783441  1.721429E-17
5384.68100643159  1.727821E-17
5386.04496502878  1.662292E-17
5387.40892362596  1.758471E-17
5388.77288222314  1.858098E-17
5390.13684082033  1.739285E-17
5391.50079941751  1.639762E-17
5392.86475801469  1.830516E-17
5394.22871661188  1.908963E-17
5395.59267520906  1.841337E-17
5396.95663380624  1.696156E-17
5398.32059240343  1.599880E-17
5399.68455100061  1.643918E-17
5401.04850959779  1.745146E-17
5402.41246819498  1.822148E-17
5403.77642679216  1.850137E-17
5405.14038538934  1.806064E-17
5406.50434398652  1.811026E-17
5407.86830258371  1.782072E-17
5409.23226118089  1.831194E-17
5410.59621977808  1.925041E-17
5411.96017837526  1.850778E-17
5413.32413697244  1.776889E-17
5414.68809556963  1.821063E-17
5416.05205416681  1.876941E-17
5417.41601276399  1.831886E-17
5418.77997136117  1.807951E-17
5420.14392995836  1.898893E-17
5421.50788855554  1.744875E-17
5422.87184715272  1.510169E-17
5424.23580574991  1.420790E-17
5425.59976434709  1.340732E-17
5426.96372294427  1.329724E-17
5428.32768154146  1.446211E-17
5429.69164013864  1.490594E-17
5431.05559873582  1.485476E-17
5432.41955733301  1.446073E-17
5433.78351593019  1.506086E-17
5435.14747452737  1.543941E-17
5436.51143312456  1.517646E-17
5437.87539172174  1.485509E-17
5439.23935031892  1.339475E-17
5440.60330891611  1.297648E-17
5441.96726751329  1.380730E-17
5443.33122611047  1.521336E-17
5444.69518470766  1.535098E-17
5446.05914330484  1.465782E-17
5447.42310190202  1.458396E-17
5448.7870604992  1.434717E-17
5450.15101909639  1.465752E-17
5451.51497769357  1.392223E-17
5452.87893629075  1.437516E-17
5454.24289488794  1.414954E-17
5455.60685348512  1.415103E-17
5456.9708120823  1.401189E-17
5458.33477067949  1.412332E-17
5459.69872927667  1.450648E-17
5461.06268787385  1.404941E-17
5462.42664647104  1.283520E-17
5463.79060506822  1.372933E-17
5465.1545636654  1.430661E-17
5466.51852226259  1.551889E-17
5467.88248085977  1.624347E-17
5469.24643945695  1.476090E-17
5470.61039805414  1.480126E-17
5471.97435665132  1.418328E-17
5473.3383152485  1.441931E-17
5474.70227384568  1.422266E-17
5476.06623244287  1.509429E-17
5477.43019104005  1.623418E-17
5478.79414963724  1.495052E-17
5480.15810823442  1.458940E-17
5481.5220668316  1.489406E-17
5482.88602542879  1.505868E-17
5484.24998402597  1.559211E-17
5485.61394262315  1.649252E-17
5486.97790122034  1.645396E-17
5488.34185981752  1.744169E-17
5489.7058184147  1.640212E-17
5491.06977701188  1.539631E-17
5492.43373560907  1.785405E-17
5493.79769420625  1.648442E-17
5495.16165280343  1.512844E-17
5496.52561140062  1.434231E-17
5497.8895699978  1.412215E-17
5499.25352859498  1.442490E-17
5500.61748719217  1.510966E-17
5501.98144578935  1.541968E-17
5503.34540438653  1.530354E-17
5504.70936298372  1.463623E-17
5506.0733215809  1.370599E-17
5507.43728017808  1.492625E-17
5508.80123877527  1.544525E-17
5510.16519737245  1.440569E-17
5511.52915596963  1.352730E-17
5512.89311456682  1.346611E-17
5514.257073164  1.407796E-17
5515.62103176118  1.367088E-17
5516.98499035837  1.251763E-17
5518.34894895555  1.271813E-17
5519.71290755273  1.316358E-17
5521.07686614991  1.370176E-17
5522.4408247471  1.415079E-17
5523.80478334428  1.349157E-17
5525.16874194146  1.328028E-17
5526.53270053865  1.353318E-17
5527.89665913583  1.358012E-17
5529.26061773301  1.350524E-17
5530.6245763302  1.327154E-17
5531.98853492738  1.351454E-17
5533.35249352456  1.341672E-17
5534.71645212175  1.329739E-17
5536.08041071893  1.292699E-17
5537.44436931611  1.304100E-17
5538.8083279133  1.389259E-17
5540.17228651048  1.372856E-17
5541.53624510766  1.281268E-17
5542.90020370484  1.295702E-17
5544.26416230203  1.328151E-17
5545.62812089921  1.397261E-17
5546.9920794964  1.329557E-17
5548.35603809358  1.245314E-17
5549.71999669076  1.311751E-17
5551.08395528795  1.227821E-17
5552.44791388513  1.281181E-17
5553.81187248231  1.383929E-17
5555.17583107949  1.396964E-17
5556.53978967668  1.350617E-17
5557.90374827386  1.267200E-17
5559.26770687105  1.271158E-17
5560.63166546823  1.269726E-17
5561.99562406541  1.320966E-17
5563.35958266259  1.297584E-17
5564.72354125978  1.262436E-17
5566.08749985696  1.294684E-17
5567.45145845414  1.251069E-17
5568.81541705133  1.246851E-17
5570.17937564851  1.268775E-17
5571.54333424569  1.819643E-17
5572.90729284288  2.509136E-17
5574.27125144006  2.583276E-17
5575.63521003724  2.239757E-17
5576.99916863443  1.626262E-17
5578.36312723161  1.886141E-17
5579.72708582879  1.597977E-17
5581.09104442598  1.410184E-17
5582.45500302316  1.334729E-17
5583.81896162034  1.307947E-17
5585.18292021753  1.345674E-17
5586.54687881471  1.337575E-17
5587.91083741189  1.396252E-17
5589.27479600907  1.357273E-17
5590.63875460626  1.299589E-17
5592.00271320344  1.352567E-17
5593.36667180062  1.384568E-17
5594.73063039781  1.358972E-17
5596.09458899499  1.351814E-17
5597.45854759217  1.417963E-17
5598.82250618936  1.402689E-17
5600.18646478654  1.362835E-17
5601.55042338372  1.416086E-17
5602.91438198091  1.458094E-17
5604.27834057809  1.485960E-17
5605.64229917527  1.350173E-17
5607.00625777246  1.343275E-17
5608.37021636964  1.419525E-17
5609.73417496682  1.391216E-17
5611.09813356401  1.379254E-17
5612.46209216119  1.384086E-17
5613.82605075837  1.358187E-17
5615.19000935556  1.427151E-17
5616.55396795274  1.397179E-17
5617.91792654992  1.355410E-17
5619.28188514711  1.415233E-17
5620.64584374429  1.444608E-17
5622.00980234147  1.430032E-17
5623.37376093866  1.354902E-17
5624.73771953584  1.402572E-17
5626.10167813302  1.430965E-17
5627.4656367302  1.370628E-17
5628.82959532739  1.273059E-17
5630.19355392457  1.235277E-17
5631.55751252176  1.218291E-17
5632.92147111894  1.353115E-17
5634.28542971612  1.413146E-17
5635.6493883133  1.289487E-17
5637.01334691049  1.302838E-17
5638.37730550767  1.342932E-17
5639.74126410485  1.238585E-17
5641.10522270204  1.259290E-17
5642.46918129922  1.234921E-17
5643.8331398964  1.171536E-17
5645.19709849358  1.174347E-17
5646.56105709077  1.180423E-17
5647.92501568795  1.181012E-17
5649.28897428513  1.192432E-17
5650.65293288232  1.228561E-17
5652.0168914795  1.316716E-17
5653.38085007669  1.384336E-17
5654.74480867387  1.250481E-17
5656.10876727105  1.269119E-17
5657.47272586824  1.175880E-17
5658.83668446542  1.057814E-17
5660.2006430626  1.053358E-17
5661.56460165978  1.110784E-17
5662.92856025697  1.086758E-17
5664.29251885415  1.064550E-17
5665.65647745133  1.187489E-17
5667.02043604852  1.185132E-17
5668.3843946457  1.128421E-17
5669.74835324288  1.156769E-17
5671.11231184007  1.145106E-17
5672.47627043725  1.109694E-17
5673.84022903443  1.139280E-17
5675.20418763162  1.170648E-17
5676.5681462288  1.200510E-17
5677.93210482598  1.158288E-17
5679.29606342317  1.130185E-17
5680.66002202035  1.218997E-17
5682.02398061753  1.189037E-17
5683.38793921472  1.121326E-17
5684.7518978119  1.093421E-17
5686.11585640908  1.153774E-17
5687.47981500627  1.209263E-17
5688.84377360345  1.233392E-17
5690.20773220063  1.219208E-17
5691.57169079782  1.165117E-17
5692.935649395  1.164246E-17
5694.29960799218  1.175853E-17
5695.66356658936  1.163544E-17
5697.02752518655  1.146115E-17
5698.39148378373  1.168032E-17
