BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3147  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2IQ            '  /                                              
FILENAME= '08D2IQFC_ATM.FITS[*,2,1]'  /
5097.24531364441  4.070792E-18
5098.61308670044  1.817160E-17
5099.98085975647  2.770836E-17
5101.3486328125  -4.900250E-18
5102.71640586853  -2.655950E-18
5104.08417892456  -2.840771E-18
5105.45195198059  1.215040E-17
5106.81972503662  1.322053E-17
5108.18749809265  1.062307E-17
5109.55527114868  1.000743E-17
5110.92304420471  2.886892E-17
5112.29081726074  -4.092163E-18
5113.65859031677  -6.275983E-18
5115.0263633728  -1.932393E-18
5116.39413642883  1.596153E-17
5117.76190948486  -9.819848E-19
5119.12968254089  -9.021779E-18
5120.49745559692  -3.981168E-18
5121.86522865295  -2.643576E-18
5123.23300170898  -3.292833E-18
5124.60077476501  4.650663E-18
5125.96854782104  6.944382E-18
5127.33632087707  -9.388230E-20
5128.7040939331  -1.388281E-18
5130.07186698914  2.620464E-18
5131.43964004516  -1.903626E-20
5132.8074131012  -4.099010E-19
5134.17518615722  2.625374E-18
5135.54295921326  -3.641634E-18
5136.91073226929  9.454759E-18
5138.27850532532  4.774824E-18
5139.64627838135  4.701451E-18
5141.01405143738  -6.688076E-18
5142.38182449341  1.141875E-18
5143.74959754944  -2.033332E-18
5145.11737060547  1.359852E-19
5146.4851436615  4.667468E-18
5147.85291671753  -1.629490E-18
5149.22068977356  -1.381461E-18
5150.58846282959  -4.257201E-18
5151.95623588562  1.383929E-17
5153.32400894165  2.353279E-18
5154.69178199768  6.332684E-18
5156.05955505371  -1.200299E-18
5157.42732810974  -1.382658E-18
5158.79510116577  4.330879E-18
5160.1628742218  8.024848E-18
5161.53064727783  -6.804069E-19
5162.89842033386  -4.317573E-18
5164.26619338989  -3.319263E-18
5165.63396644592  6.886426E-18
5167.00173950195  1.144412E-18
5168.36951255798  -1.995799E-18
5169.73728561401  -1.095877E-18
5171.10505867004  -3.255729E-19
5172.47283172607  2.616856E-18
5173.8406047821  3.246472E-18
5175.20837783813  -8.904542E-20
5176.57615089416  -6.321106E-18
5177.94392395019  6.668836E-18
5179.31169700623  6.751712E-18
5180.67947006226  5.497031E-18
5182.04724311829  5.635901E-18
5183.41501617432  5.176984E-18
5184.78278923035  -1.488679E-18
5186.15056228638  3.773258E-18
5187.51833534241  -2.855233E-18
5188.88610839844  -2.247408E-19
5190.25388145447  8.716300E-19
5191.6216545105  3.549559E-18
5192.98942756653  -1.460329E-18
5194.35720062256  6.013583E-19
5195.72497367859  5.522618E-18
5197.09274673462  -1.732759E-18
5198.46051979065  -1.032507E-18
5199.82829284668  -4.166134E-18
5201.19606590271  -8.513536E-19
5202.56383895874  2.711676E-18
5203.93161201477  -3.234610E-18
5205.2993850708  2.751234E-19
5206.66715812683  2.272503E-19
5208.03493118286  1.738966E-18
5209.40270423889  -8.271399E-19
5210.77047729492  -1.827361E-18
5212.13825035095  -6.130824E-19
5213.50602340698  -8.147649E-20
5214.87379646301  3.647311E-19
5216.24156951904  2.690754E-18
5217.60934257507  -6.699577E-19
5218.9771156311  2.443386E-18
5220.34488868713  4.960680E-18
5221.71266174316  2.618686E-18
5223.08043479919  2.092057E-18
5224.44820785523  3.761159E-18
5225.81598091126  8.976709E-19
5227.18375396729  9.814792E-19
5228.55152702332  1.403781E-18
5229.91930007935  -1.992352E-18
5231.28707313538  -8.615154E-19
5232.65484619141  1.325524E-18
5234.02261924744  -1.445001E-18
5235.39039230347  2.665165E-18
5236.7581653595  -3.533811E-19
5238.12593841553  -3.915320E-19
5239.49371147156  1.885270E-18
5240.86148452759  -7.412748E-19
5242.22925758362  1.860149E-18
5243.59703063965  -2.251770E-18
5244.96480369568  4.620286E-18
5246.33257675171  4.310114E-18
5247.70034980774  -9.402467E-19
5249.06812286377  -4.572711E-19
5250.4358959198  -1.525467E-18
5251.80366897583  -1.815331E-18
5253.17144203186  -8.366787E-19
5254.53921508789  8.347471E-19
5255.90698814392  -1.145927E-18
5257.27476119995  -1.352831E-18
5258.64253425598  1.740908E-18
5260.01030731201  -8.288045E-19
5261.37808036804  -8.333614E-19
5262.74585342407  4.072840E-18
5264.1136264801  3.020198E-18
5265.48139953613  2.152198E-18
5266.84917259216  -2.398167E-19
5268.21694564819  2.512636E-18
5269.58471870423  5.256940E-19
5270.95249176026  -7.148815E-20
5272.32026481629  1.738624E-18
5273.68803787232  -1.253205E-18
5275.05581092835  2.720385E-19
5276.42358398438  1.727221E-18
5277.79135704041  -9.878256E-20
5279.15913009644  1.466456E-18
5280.52690315247  2.040904E-18
5281.8946762085  1.395457E-18
5283.26244926453  -1.239595E-18
5284.63022232056  -9.520193E-19
5285.99799537659  -1.860161E-18
5287.36576843262  -7.371589E-19
5288.73354148865  -8.422346E-19
5290.10131454468  1.231468E-18
5291.46908760071  -1.099639E-18
5292.83686065674  -1.503563E-18
5294.20463371277  -7.228767E-19
5295.5724067688  -1.489529E-18
5296.94017982483  -1.094027E-18
5298.30795288086  -3.924273E-19
5299.67572593689  -6.072961E-19
5301.04349899292  -2.544328E-20
5302.41127204895  -1.260564E-18
5303.77904510498  2.088766E-18
5305.14681816101  -1.611197E-19
5306.51459121704  5.032285E-19
5307.88236427307  1.633199E-18
5309.2501373291  1.212723E-18
5310.61791038513  1.867214E-18
5311.98568344116  7.869063E-19
5313.3534564972  6.343178E-19
5314.72122955323  5.944205E-20
5316.08900260926  -2.195406E-19
5317.45677566529  -7.880708E-19
5318.82454872132  -1.809787E-19
5320.19232177735  1.711490E-18
5321.56009483338  -4.966483E-19
5322.92786788941  2.053408E-18
5324.29564094544  3.204552E-19
5325.66341400147  1.245018E-18
5327.0311870575  1.151454E-18
5328.39896011353  1.273581E-20
5329.76673316956  -2.804229E-19
5331.13450622559  -7.621292E-21
5332.50227928162  -6.688343E-19
5333.87005233765  2.817598E-19
5335.23782539368  1.226755E-19
5336.60559844971  -1.865127E-18
5337.97337150574  -4.988870E-19
5339.34114456177  2.889003E-18
5340.7089176178  -1.173949E-18
5342.07669067383  1.555327E-18
5343.44446372986  -5.890864E-19
5344.81223678589  1.009986E-18
5346.18000984192  2.342811E-18
5347.54778289795  1.524128E-18
5348.91555595398  2.404565E-18
5350.28332901001  2.462288E-18
5351.65110206604  1.252846E-18
5353.01887512207  1.015279E-18
5354.38664817811  1.275381E-18
5355.75442123413  -1.354931E-18
5357.12219429016  -5.377654E-20
5358.48996734619  -5.927604E-19
5359.85774040223  1.454699E-18
5361.22551345826  2.711923E-18
5362.59328651429  2.297726E-18
5363.96105957032  1.696752E-18
5365.32883262634  2.303837E-18
5366.69660568238  -1.360023E-19
5368.06437873841  1.842402E-18
5369.43215179444  -4.600574E-19
5370.79992485047  1.240282E-18
5372.1676979065  -4.034238E-20
5373.53547096253  7.015329E-19
5374.90324401856  1.125411E-18
5376.27101707459  1.284263E-18
5377.63879013062  -9.759069E-20
5379.00656318665  4.409148E-19
5380.37433624268  -5.800195E-19
5381.74210929871  1.732038E-18
5383.10988235474  1.207972E-18
5384.47765541077  -5.175889E-19
5385.8454284668  1.529802E-18
5387.21320152283  3.193785E-19
5388.58097457886  4.841092E-20
5389.94874763489  1.438217E-18
5391.31652069092  -4.702895E-19
5392.68429374695  -9.573534E-19
5394.05206680298  1.342025E-18
5395.41983985901  3.131067E-18
5396.78761291504  1.960264E-18
5398.15538597107  1.435524E-18
5399.5231590271  1.894770E-18
5400.89093208313  3.246220E-18
5402.25870513916  2.257249E-18
5403.62647819519  2.347189E-18
5404.99425125123  7.760669E-19
5406.36202430725  1.786215E-18
5407.72979736328  1.765880E-18
5409.09757041931  -2.172236E-19
5410.46534347535  2.045306E-18
5411.83311653138  -5.316862E-19
5413.20088958741  -4.157928E-19
5414.56866264344  3.382313E-18
5415.93643569947  -9.493142E-19
5417.3042087555  1.581241E-18
5418.67198181153  8.914234E-19
5420.03975486756  4.757879E-19
5421.40752792359  5.585284E-19
5422.77530097962  1.212209E-18
5424.14307403565  1.338474E-18
5425.51084709168  -4.284444E-19
5426.87862014771  -2.246191E-19
5428.24639320374  6.616935E-19
5429.61416625977  1.397955E-18
5430.9819393158  1.194080E-18
5432.34971237183  2.783516E-19
5433.71748542786  -2.260295E-19
5435.08525848389  4.325431E-19
5436.45303153992  1.423069E-18
5437.82080459595  1.923659E-18
5439.18857765198  -4.552804E-19
5440.55635070801  8.894688E-19
5441.92412376404  1.112518E-19
5443.29189682007  -3.533085E-20
5444.6596698761  1.554097E-18
5446.02744293213  1.157488E-19
5447.39521598816  1.131048E-18
5448.76298904419  -1.568292E-19
5450.13076210023  6.847468E-19
5451.49853515625  9.624522E-19
5452.86630821229  7.272091E-19
5454.23408126832  -3.046231E-19
5455.60185432435  -3.375707E-19
5456.96962738038  -3.489937E-19
5458.33740043641  7.541024E-19
5459.70517349244  -6.946359E-19
5461.07294654847  6.876433E-19
5462.4407196045  -1.255831E-18
5463.80849266053  1.761975E-18
5465.17626571656  -3.806714E-19
5466.54403877259  7.568921E-19
5467.91181182862  -3.618565E-19
5469.27958488465  5.735132E-19
5470.64735794068  4.286191E-19
5472.01513099671  1.089864E-18
5473.38290405274  6.878875E-19
5474.75067710877  2.762662E-18
5476.1184501648  -2.787199E-19
5477.48622322083  1.179898E-18
5478.85399627686  5.786445E-19
5480.22176933289  1.041467E-20
5481.58954238892  -4.435456E-19
5482.95731544495  6.269778E-19
5484.32508850098  5.451156E-19
5485.69286155701  1.258127E-18
5487.06063461304  1.070283E-18
5488.42840766907  1.755293E-18
5489.7961807251  2.327971E-19
5491.16395378113  3.203909E-19
5492.53172683716  2.352992E-19
5493.89949989319  1.221852E-18
5495.26727294923  -7.068922E-20
5496.63504600525  -3.000592E-19
5498.00281906129  1.000691E-18
5499.37059211731  1.508020E-18
5500.73836517335  -2.814803E-19
5502.10613822938  -4.204345E-19
5503.47391128541  8.379317E-19
5504.84168434144  -3.359060E-20
5506.20945739747  -3.198176E-19
5507.5772304535  1.451167E-18
5508.94500350953  6.362738E-19
5510.31277656556  1.883250E-19
5511.68054962159  -5.628173E-19
5513.04832267762  -5.737844E-19
5514.41609573365  6.273604E-19
5515.78386878968  1.542752E-18
5517.15164184571  -4.033881E-19
5518.51941490174  -5.378156E-19
5519.88718795777  7.328527E-19
5521.2549610138  1.228993E-18
5522.62273406983  1.813912E-20
5523.99050712586  -6.005554E-20
5525.35828018189  -1.015049E-19
5526.72605323792  -1.074184E-19
5528.09382629395  2.495859E-18
5529.46159934998  7.238919E-20
5530.82937240601  -4.734486E-19
5532.19714546204  -7.372988E-20
5533.56491851807  5.075433E-19
5534.9326915741  -4.657105E-19
5536.30046463013  -6.427805E-19
5537.66823768616  -3.333859E-19
5539.03601074219  1.527074E-19
5540.40378379823  -2.137667E-19
5541.77155685425  3.427033E-19
5543.13932991028  -2.235082E-19
5544.50710296632  1.198894E-18
5545.87487602235  1.269017E-18
5547.24264907838  1.330614E-18
5548.61042213441  8.584045E-19
5549.97819519044  -2.942663E-19
5551.34596824647  5.728381E-20
5552.7137413025  6.851752E-19
5554.08151435853  2.582187E-19
5555.44928741456  3.601260E-19
5556.81706047059  1.395333E-18
5558.18483352662  1.015854E-18
5559.55260658265  -3.127986E-19
5560.92037963868  6.706138E-19
5562.28815269471  1.353237E-18
5563.65592575074  1.462632E-18
5565.02369880677  5.742310E-19
5566.3914718628  1.134429E-18
5567.75924491883  1.900477E-18
5569.12701797486  1.154477E-18
5570.49479103089  1.188436E-18
5571.86256408692  -3.961018E-19
5573.23033714295  -8.043613E-19
5574.59811019898  2.243466E-18
5575.96588325501  1.204805E-19
5577.33365631104  -6.426801E-19
5578.70142936707  4.601497E-18
5580.0692024231  -5.775819E-19
5581.43697547913  -7.860026E-19
5582.80474853516  2.786953E-18
5584.17252159119  1.338936E-18
5585.54029464723  1.120172E-19
5586.90806770326  1.148135E-19
5588.27584075929  1.967827E-18
5589.64361381532  1.304700E-18
5591.01138687135  1.123788E-18
5592.37915992737  1.022184E-18
5593.74693298341  -4.034750E-19
5595.11470603944  2.545500E-19
5596.48247909547  1.065558E-18
5597.8502521515  -2.561348E-20
5599.21802520753  -5.118323E-20
5600.58579826356  5.033889E-19
5601.95357131959  9.295787E-19
5603.32134437562  3.930181E-19
5604.68911743165  -2.692378E-19
5606.05689048768  1.701394E-18
5607.42466354371  1.177004E-18
5608.79243659974  1.531101E-18
5610.16020965577  4.692310E-22
5611.5279827118  9.577082E-19
5612.89575576783  1.377068E-18
5614.26352882386  4.704064E-20
5615.63130187989  -1.449134E-19
5616.99907493592  1.262860E-18
5618.36684799195  4.916445E-19
5619.73462104798  1.098167E-18
5621.10239410401  1.254469E-18
5622.47016716004  1.329208E-18
5623.83794021607  1.213981E-18
5625.2057132721  3.197545E-19
5626.57348632813  -1.172183E-19
5627.94125938416  1.085526E-18
5629.3090324402  9.559492E-19
5630.67680549622  6.931079E-19
5632.04457855225  9.906657E-19
5633.41235160828  1.023083E-18
5634.78012466432  8.877570E-19
5636.14789772035  -1.203194E-19
5637.51567077638  -1.038213E-19
5638.88344383241  6.795225E-19
5640.25121688844  1.141820E-18
5641.61898994447  1.252358E-18
5642.9867630005  -3.472035E-19
5644.35453605653  2.820719E-19
5645.72230911256  -2.634007E-19
5647.09008216859  7.056210E-19
5648.45785522462  2.305046E-18
5649.82562828065  4.670169E-19
5651.19340133668  2.083819E-18
5652.56117439271  4.155400E-19
5653.92894744874  6.096509E-20
5655.29672050477  6.815562E-19
5656.6644935608  1.031011E-19
5658.03226661683  6.983772E-20
5659.40003967286  -7.292237E-19
5660.76781272889  3.431761E-19
5662.13558578492  -2.172947E-19
5663.50335884095  1.450294E-21
5664.87113189698  5.596181E-20
5666.23890495301  4.748250E-19
5667.60667800904  1.101272E-18
5668.97445106507  1.332956E-18
5670.3422241211  9.687290E-19
5671.70999717713  -3.097942E-20
5673.07777023316  2.103487E-19
5674.44554328919  1.407296E-18
5675.81331634522  8.770789E-19
5677.18108940125  1.598310E-19
5678.54886245729  2.819814E-19
5679.91663551332  1.302251E-18
5681.28440856935  1.118786E-18
5682.65218162538  9.049911E-19
5684.01995468141  -1.341558E-19
5685.38772773744  -3.565204E-19
5686.75550079347  3.755200E-19
5688.1232738495  1.043632E-18
5689.49104690553  6.387113E-19
5690.85881996156  -1.280154E-19
5692.22659301759  -3.643929E-19
5693.59436607362  1.100360E-18
5694.96213912965  1.474653E-18
5696.32991218568  5.671180E-19
5697.69768524171  7.573031E-19
5699.06545829774  6.959896E-19
5700.43323135377  5.226878E-19
5701.8010044098  1.362591E-18
5703.16877746583  -1.233599E-19
5704.53655052186  -3.796068E-19
5705.90432357789  -3.595880E-19
5707.27209663392  8.465176E-19
5708.63986968995  1.319239E-18
5710.00764274598  1.454796E-19
5711.37541580201  1.834652E-18
5712.74318885804  4.450188E-19
5714.11096191407  8.559961E-19
5715.4787349701  5.262769E-19
5716.84650802613  3.806937E-19
5718.21428108216  9.307916E-19
5719.58205413819  -2.275155E-19
5720.94982719422  7.254528E-19
5722.31760025026  1.892764E-18
5723.68537330629  1.209312E-18
5725.05314636232  2.800774E-19
5726.42091941835  6.129314E-19
5727.78869247438  6.954072E-19
5729.15646553041  2.257416E-19
5730.52423858644  5.990441E-19
5731.89201164247  4.635220E-19
5733.2597846985  -1.062057E-19
5734.62755775453  -1.815156E-19
5735.99533081056  -4.724183E-19
5737.36310386659  8.538955E-19
5738.73087692262  1.157542E-18
5740.09864997865  6.676564E-19
5741.46642303468  -1.805172E-19
5742.83419609071  5.038617E-19
5744.20196914674  1.161862E-18
5745.56974220277  7.936068E-19
5746.9375152588  -1.194493E-19
5748.30528831483  5.249917E-19
5749.67306137086  7.199001E-20
5751.04083442689  1.452981E-19
5752.40860748292  4.481501E-19
5753.77638053895  6.044903E-19
5755.14415359498  9.265548E-19
5756.51192665101  1.091041E-18
5757.87969970704  1.265470E-18
5759.24747276307  4.727198E-19
5760.6152458191  -8.571056E-20
5761.98301887513  3.791274E-19
5763.35079193117  -9.735931E-20
5764.71856498719  2.150270E-19
5766.08633804322  4.432413E-19
5767.45411109925  1.182771E-18
5768.82188415528  -3.146153E-19
5770.18965721132  8.198756E-19
5771.55743026735  1.069709E-18
5772.92520332338  -6.500709E-21
5774.29297637941  8.377315E-19
5775.66074943544  1.156814E-18
5777.02852249147  9.655750E-19
5778.3962955475  1.639720E-18
5779.76406860353  2.302621E-19
5781.13184165956  5.609638E-19
5782.49961471559  1.014719E-18
5783.86738777162  1.308672E-18
5785.23516082765  1.185799E-18
5786.60293388368  1.059631E-18
5787.97070693971  -1.735872E-20
5789.33847999574  5.940143E-19
5790.70625305177  4.009307E-19
5792.0740261078  1.115942E-18
5793.44179916383  9.152856E-19
5794.80957221986  4.564187E-19
5796.17734527589  3.102650E-19
5797.54511833192  3.907057E-19
5798.91289138795  5.343497E-19
5800.28066444398  -1.916522E-19
5801.64843750001  8.764404E-19
5803.01621055604  9.803342E-19
5804.38398361207  6.928130E-19
5805.7517566681  1.109315E-18
5807.11952972413  8.952157E-19
5808.48730278016  5.435876E-19
5809.8550758362  -3.511130E-19
5811.22284889222  3.625698E-19
5812.59062194826  1.336870E-18
5813.95839500429  7.045384E-19
5815.32616806032  1.126985E-18
5816.69394111635  -1.770190E-19
5818.06171417238  6.443203E-19
5819.42948722841  5.326906E-19
5820.79726028444  2.026389E-19
5822.16503334047  8.074594E-19
5823.5328063965  1.008589E-18
5824.90057945253  6.266637E-19
5826.26835250856  7.234127E-19
5827.63612556459  4.394695E-19
5829.00389862062  1.271656E-18
5830.37167167665  1.007175E-18
5831.73944473268  6.900574E-19
5833.10721778871  7.548651E-19
5834.47499084474  7.012157E-19
5835.84276390077  -1.078577E-19
5837.2105369568  1.045881E-18
5838.57831001283  3.181619E-19
5839.94608306886  -1.894700E-19
5841.31385612489  9.437398E-19
5842.68162918092  5.512888E-19
5844.04940223695  4.013648E-21
5845.41717529298  -3.396557E-19
5846.78494834901  3.666656E-19
5848.15272140504  8.282932E-19
5849.52049446107  1.038225E-18
5850.8882675171  1.084061E-18
5852.25604057313  8.167487E-19
5853.62381362916  8.512034E-19
5854.9915866852  -3.236500E-19
5856.35935974122  9.105907E-19
5857.72713279725  8.604556E-19
5859.09490585328  -4.095396E-20
5860.46267890932  -2.864142E-19
5861.83045196534  8.612541E-19
5863.19822502138  1.069448E-18
5864.56599807741  -3.104903E-19
5865.93377113344  6.944950E-20
5867.30154418947  1.537881E-21
5868.6693172455  1.991669E-20
5870.03709030153  4.816991E-19
5871.40486335756  1.880577E-19
5872.77263641359  2.506779E-19
5874.14040946962  8.890564E-19
5875.50818252565  9.692942E-19
5876.87595558168  1.226371E-18
5878.24372863771  1.954665E-18
5879.61150169374  1.549885E-18
5880.97927474977  1.366088E-18
5882.3470478058  9.191401E-19
5883.71482086183  1.588318E-18
5885.08259391786  9.165484E-19
5886.45036697389  1.822079E-18
5887.81814002992  1.434955E-18
5889.18591308595  8.957677E-19
5890.55368614198  3.221338E-19
5891.92145919801  -2.473261E-19
5893.28923225404  1.154047E-18
5894.65700531007  1.057508E-18
5896.0247783661  1.881224E-18
5897.39255142213  1.673178E-18
5898.76032447817  7.381574E-19
5900.12809753419  6.791073E-19
5901.49587059022  6.810705E-19
5902.86364364625  -2.443107E-19
5904.23141670228  6.300956E-19
5905.59918975832  8.986168E-19
5906.96696281435  1.202340E-18
5908.33473587038  1.098245E-18
5909.70250892641  1.107158E-18
5911.07028198244  6.204211E-19
5912.43805503847  9.088907E-19
5913.8058280945  -1.312240E-19
5915.17360115053  1.854251E-18
5916.54137420656  8.206072E-19
5917.90914726259  7.898358E-19
5919.27692031862  1.257655E-19
5920.64469337465  4.156819E-19
5922.01246643068  1.026396E-18
5923.38023948671  1.090679E-18
5924.74801254274  3.791475E-19
5926.11578559877  9.653174E-19
5927.4835586548  1.194259E-18
5928.85133171083  4.099616E-19
5930.21910476686  9.314410E-19
5931.58687782289  -4.945241E-19
5932.95465087892  1.590382E-18
5934.32242393495  2.199554E-20
5935.69019699098  -1.398368E-20
5937.05797004701  9.662759E-19
5938.42574310304  1.002280E-18
5939.79351615907  -9.948494E-20
5941.1612892151  -1.722157E-19
5942.52906227113  5.164526E-19
5943.89683532716  8.262835E-19
5945.26460838319  9.118153E-19
5946.63238143922  6.108659E-19
5948.00015449526  7.406223E-19
5949.36792755129  1.041273E-18
5950.73570060732  -4.205269E-19
5952.10347366335  5.131375E-19
5953.47124671938  1.930057E-19
5954.83901977541  4.252338E-19
5956.20679283144  1.100263E-18
5957.57456588747  8.910500E-19
5958.9423389435  9.250724E-19
5960.31011199953  7.989859E-19
5961.67788505556  6.390380E-19
5963.04565811159  4.502385E-19
5964.41343116762  4.368707E-20
5965.78120422365  7.720281E-19
5967.14897727968  1.330662E-18
5968.51675033571  8.590732E-19
5969.88452339174  6.730203E-19
5971.25229644777  9.881078E-20
5972.6200695038  3.906117E-19
5973.98784255983  8.346815E-19
5975.35561561586  6.976892E-19
5976.72338867189  5.006069E-19
5978.09116172792  7.697175E-19
5979.45893478395  3.045751E-20
5980.82670783998  3.659464E-19
5982.19448089601  1.278411E-18
5983.56225395204  1.052994E-18
5984.93002700807  2.643021E-19
5986.2978000641  -2.934324E-20
5987.66557312013  4.645770E-19
5989.03334617616  3.304089E-19
5990.40111923219  1.347140E-18
5991.76889228823  1.036112E-18
5993.13666534425  6.730282E-19
5994.50443840029  9.751198E-19
5995.87221145632  9.487456E-19
5997.23998451235  1.000773E-18
5998.60775756838  8.028007E-19
5999.97553062441  5.519078E-19
6001.34330368044  1.736752E-20
6002.71107673647  1.505355E-19
6004.0788497925  7.520274E-19
6005.44662284853  -8.721150E-20
6006.81439590456  7.073165E-19
6008.18216896059  1.418862E-18
6009.54994201662  1.036305E-18
6010.91771507265  9.326671E-19
6012.28548812868  9.455957E-19
6013.65326118471  1.073232E-18
6015.02103424074  9.601277E-19
6016.38880729677  5.992828E-19
6017.7565803528  1.116496E-18
6019.12435340883  3.640193E-19
6020.49212646486  8.668513E-19
6021.85989952089  3.758577E-19
6023.22767257692  7.389492E-19
6024.59544563295  4.689708E-19
6025.96321868898  8.454009E-19
6027.33099174501  3.875304E-19
6028.69876480104  7.919928E-19
6030.06653785707  1.146961E-18
6031.4343109131  1.081580E-18
6032.80208396913  6.586325E-19
6034.16985702516  3.357319E-19
6035.53763008119  8.656983E-19
6036.90540313722  5.975649E-19
6038.27317619325  8.230752E-19
6039.64094924929  1.125462E-18
6041.00872230532  1.218659E-18
6042.37649536135  1.059386E-18
6043.74426841738  9.246734E-19
6045.11204147341  1.178273E-18
6046.47981452944  5.968251E-19
6047.84758758547  -6.127127E-21
6049.2153606415  6.041048E-19
6050.58313369753  1.321665E-18
6051.95090675356  4.013651E-19
6053.31867980959  1.440887E-18
6054.68645286562  6.209337E-19
6056.05422592165  2.114893E-19
6057.42199897768  5.821150E-19
6058.78977203371  7.954110E-19
