BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3141  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D1AA            '  /                                              
FILENAME= 'VERSION2FC_ATM.FITS[*,1,1]'  /
5104.58327054981  8.337869E-18
5105.95119667057  1.090677E-17
5107.31912279132  7.409203E-19
5108.68704891208  1.951895E-17
5110.05497503284  -1.952985E-17
5111.4229011536  3.982688E-18
5112.79082727436  -9.781881E-18
5114.15875339511  2.822539E-18
5115.52667951587  1.687628E-17
5116.89460563663  -9.816753E-19
5118.26253175739  8.747613E-19
5119.63045787815  2.392290E-18
5120.9983839989  -5.459723E-19
5122.36631011966  1.117334E-17
5123.73423624042  9.365581E-18
5125.10216236118  9.629624E-18
5126.47008848194  4.385608E-18
5127.8380146027  -2.609996E-18
5129.20594072345  4.131004E-18
5130.57386684421  -1.945404E-18
5131.94179296497  -7.352271E-18
5133.30971908573  -4.513947E-18
5134.67764520649  -3.929144E-18
5136.04557132724  2.262885E-18
5137.413497448  8.388681E-18
5138.78142356876  7.699424E-18
5140.14934968952  1.223148E-18
5141.51727581028  -2.565092E-18
5142.88520193103  4.080946E-18
5144.25312805179  3.004631E-18
5145.62105417255  3.195354E-18
5146.98898029331  -1.600181E-18
5148.35690641407  3.985424E-18
5149.72483253482  -1.868548E-18
5151.09275865558  4.086805E-18
5152.46068477634  3.519240E-19
5153.8286108971  7.162791E-19
5155.19653701786  -6.430635E-18
5156.56446313862  -2.849936E-18
5157.93238925938  5.966587E-18
5159.30031538013  2.599055E-18
5160.66824150089  -1.915772E-18
5162.03616762165  -1.211065E-18
5163.40409374241  1.991825E-18
5164.77201986316  -2.330183E-18
5166.13994598392  3.389798E-18
5167.50787210468  2.931463E-18
5168.87579822544  -6.312753E-19
5170.2437243462  2.695001E-18
5171.61165046695  -4.539110E-19
5172.97957658771  9.264188E-19
5174.34750270847  3.894302E-18
5175.71542882923  2.897575E-19
5177.08335494999  -1.675415E-18
5178.45128107075  -1.446243E-18
5179.8192071915  2.491936E-18
5181.18713331226  -1.228641E-18
5182.55505943302  2.845615E-18
5183.92298555378  4.028098E-18
5185.29091167454  5.971390E-18
5186.65883779529  2.791400E-18
5188.02676391605  1.903871E-18
5189.39469003681  3.269315E-18
5190.76261615757  2.048541E-18
5192.13054227833  5.415367E-18
5193.49846839908  1.952711E-18
5194.86639451984  1.699977E-18
5196.2343206406  2.807963E-18
5197.60224676136  3.559404E-18
5198.97017288212  4.098463E-18
5200.33809900287  1.888117E-18
5201.70602512363  -2.428250E-18
5203.07395124439  2.815829E-18
5204.44187736515  5.420596E-19
5205.80980348591  2.744789E-18
5207.17772960666  4.339681E-18
5208.54565572742  2.599634E-18
5209.91358184818  8.509179E-19
5211.28150796894  4.608648E-18
5212.6494340897  1.897788E-19
5214.01736021046  2.735871E-18
5215.38528633121  4.260993E-18
5216.75321245197  7.903348E-19
5218.12113857273  7.784673E-19
5219.48906469349  5.688308E-18
5220.85699081425  2.983550E-18
5222.224916935  -2.128953E-18
5223.59284305576  5.823835E-19
5224.96076917652  -1.194551E-18
5226.32869529728  3.591042E-18
5227.69662141804  3.197472E-18
5229.06454753879  -2.010942E-18
5230.43247365955  -1.138709E-19
5231.80039978031  -1.972560E-18
5233.16832590107  3.797362E-18
5234.53625202183  1.722270E-18
5235.90417814259  -1.854447E-19
5237.27210426334  3.391384E-18
5238.6400303841  3.011258E-18
5240.00795650486  -5.048689E-19
5241.37588262562  -4.313202E-19
5242.74380874638  -4.677582E-19
5244.11173486713  2.143682E-18
5245.47966098789  2.429510E-18
5246.84758710865  3.789855E-18
5248.21551322941  2.750139E-18
5249.58343935017  3.089078E-18
5250.95136547092  1.950021E-19
5252.31929159168  2.247325E-18
5253.68721771244  9.783005E-19
5255.0551438332  3.779422E-19
5256.42306995396  -5.003647E-19
5257.79099607471  1.270712E-18
5259.15892219547  8.101506E-19
5260.52684831623  -7.353251E-19
5261.89477443699  1.467721E-18
5263.26270055775  8.578009E-19
5264.63062667851  -7.632900E-20
5265.99855279926  -1.190605E-19
5267.36647892002  1.611640E-19
5268.73440504078  3.049735E-18
5270.10233116154  3.752999E-19
5271.4702572823  2.418417E-18
5272.83818340305  -2.402419E-19
5274.20610952381  6.707252E-19
5275.57403564457  1.652274E-18
5276.94196176533  6.520943E-20
5278.30988788609  1.558522E-18
5279.67781400684  2.876835E-18
5281.0457401276  3.166276E-18
5282.41366624836  1.900797E-18
5283.78159236912  1.303394E-18
5285.14951848988  2.646630E-18
5286.51744461063  5.910927E-19
5287.88537073139  9.316638E-19
5289.25329685215  2.486225E-18
5290.62122297291  2.637399E-18
5291.98914909367  -1.482297E-18
5293.35707521443  2.072364E-18
5294.72500133518  8.394708E-19
5296.09292745594  1.113368E-18
5297.4608535767  2.008125E-18
5298.82877969746  2.788785E-18
5300.19670581822  7.943606E-19
5301.56463193898  -3.300661E-19
5302.93255805973  2.137214E-18
5304.30048418049  -6.491007E-19
5305.66841030125  1.840139E-18
5307.03633642201  3.168579E-18
5308.40426254276  1.370687E-18
5309.77218866352  8.517354E-19
5311.14011478428  -4.636065E-19
5312.50804090504  9.896952E-19
5313.8759670258  3.336404E-18
5315.24389314656  1.008725E-18
5316.61181926731  9.058159E-19
5317.97974538807  2.972759E-18
5319.34767150883  -2.897804E-19
5320.71559762959  9.013394E-19
5322.08352375035  3.370629E-18
5323.4514498711  1.638482E-18
5324.81937599186  2.494219E-18
5326.18730211262  -1.580954E-19
5327.55522823338  1.608737E-18
5328.92315435414  -5.076590E-19
5330.29108047489  1.353139E-18
5331.65900659565  2.071840E-18
5333.02693271641  2.216958E-18
5334.39485883717  2.369106E-19
5335.76278495793  3.596050E-19
5337.13071107868  7.842464E-19
5338.49863719944  8.555210E-19
5339.8665633202  1.096228E-18
5341.23448944096  2.333411E-19
5342.60241556172  1.261447E-18
5343.97034168248  2.008228E-19
5345.33826780323  9.794367E-19
5346.70619392399  1.013419E-19
5348.07412004475  2.667419E-18
5349.44204616551  -4.083353E-19
5350.80997228627  5.706429E-19
5352.17789840702  1.342911E-18
5353.54582452778  7.593143E-19
5354.91375064854  -9.985614E-19
5356.2816767693  -8.763370E-20
5357.64960289006  1.370073E-18
5359.01752901081  3.797251E-19
5360.38545513157  1.336550E-18
5361.75338125233  9.106751E-19
5363.12130737309  5.519354E-19
5364.48923349385  1.515008E-19
5365.8571596146  -3.926457E-20
5367.22508573536  -1.101399E-18
5368.59301185612  1.219616E-18
5369.96093797688  1.061779E-18
5371.32886409764  -4.568881E-20
5372.69679021839  1.282922E-18
5374.06471633915  5.307368E-19
5375.43264245991  1.483924E-18
5376.80056858067  1.232202E-18
5378.16849470143  -2.913735E-19
5379.53642082219  8.390901E-19
5380.90434694294  2.225407E-18
5382.2722730637  1.178212E-18
5383.64019918446  1.772906E-18
5385.00812530522  1.205855E-18
5386.37605142598  7.484880E-19
5387.74397754673  9.946281E-19
5389.11190366749  1.843766E-18
5390.47982978825  2.679499E-19
5391.84775590901  1.163667E-18
5393.21568202977  2.339313E-19
5394.58360815053  3.061922E-19
5395.95153427128  1.994586E-18
5397.31946039204  1.775419E-18
5398.6873865128  1.164543E-18
5400.05531263356  1.383649E-18
5401.42323875432  -5.398660E-19
5402.79116487507  1.346448E-18
5404.15909099583  -3.740176E-19
5405.52701711659  1.431172E-18
5406.89494323735  2.098626E-18
5408.26286935811  3.479063E-19
5409.63079547886  1.528203E-18
5410.99872159962  1.799784E-19
5412.36664772038  1.983294E-18
5413.73457384114  2.553642E-18
5415.1024999619  2.272488E-19
5416.47042608265  2.455908E-18
5417.83835220341  -4.754107E-19
5419.20627832417  -8.043201E-19
5420.57420444493  7.888606E-19
5421.94213056569  1.794737E-19
5423.31005668644  -4.790518E-19
5424.6779828072  2.187087E-18
5426.04590892796  7.956545E-19
5427.41383504872  2.330663E-18
5428.78176116948  -7.127687E-19
5430.14968729023  1.112573E-18
5431.51761341099  2.025497E-20
5432.88553953175  -2.747527E-19
5434.25346565251  1.566716E-18
5435.62139177327  1.528948E-18
5436.98931789403  -1.518511E-19
5438.35724401478  -2.525089E-19
5439.72517013554  -3.645011E-19
5441.0930962563  2.094412E-18
5442.46102237706  1.740574E-18
5443.82894849782  -9.634720E-19
5445.19687461857  -7.411434E-19
5446.56480073933  1.737541E-18
5447.93272686009  -2.549665E-19
5449.30065298085  3.869633E-19
5450.66857910161  1.417488E-18
5452.03650522237  1.307592E-18
5453.40443134312  1.503066E-18
5454.77235746388  -8.985148E-19
5456.14028358464  -3.686333E-19
5457.5082097054  -8.783490E-20
5458.87613582616  1.323414E-18
5460.24406194691  4.667429E-19
5461.61198806767  -3.491949E-19
5462.97991418843  3.754707E-19
5464.34784030919  1.066754E-18
5465.71576642995  6.860342E-19
5467.0836925507  2.215072E-19
5468.45161867146  1.241204E-18
5469.81954479222  1.721593E-18
5471.18747091298  1.052516E-18
5472.55539703374  1.162547E-18
5473.92332315449  9.880465E-19
5475.29124927525  3.308895E-19
5476.65917539601  9.067645E-19
5478.02710151677  2.220716E-18
5479.39502763753  1.156594E-18
5480.76295375829  -5.323976E-20
5482.13087987904  1.626172E-18
5483.4988059998  1.399138E-18
5484.86673212056  -4.974447E-19
5486.23465824132  -5.806306E-20
5487.60258436208  5.208649E-19
5488.97051048283  -8.985324E-20
5490.33843660359  3.186728E-18
5491.70636272435  -4.100738E-19
5493.07428884511  9.006774E-19
5494.44221496587  5.352727E-19
5495.81014108662  1.490553E-18
5497.17806720738  7.454795E-19
5498.54599332814  1.430638E-18
5499.9139194489  1.518385E-18
5501.28184556966  1.063202E-18
5502.64977169041  -1.712437E-19
5504.01769781117  1.484230E-18
5505.38562393193  1.629132E-18
5506.75355005269  2.242682E-19
5508.12147617345  -6.378505E-19
5509.48940229421  -4.588707E-19
5510.85732841496  -3.622856E-19
5512.22525453572  1.374031E-18
5513.59318065648  1.870496E-18
5514.96110677724  1.468498E-19
5516.329032898  -2.178949E-19
5517.69695901875  -1.068327E-19
5519.06488513951  1.006565E-19
5520.43281126027  3.040899E-19
5521.80073738103  -1.090545E-18
5523.16866350179  7.556809E-19
5524.53658962254  4.727717E-19
5525.9045157433  1.439038E-19
5527.27244186406  8.844090E-19
5528.64036798482  1.705943E-18
5530.00829410558  -2.089190E-19
5531.37622022633  -6.378346E-19
5532.74414634709  -9.345356E-19
5534.11207246785  5.203381E-19
5535.47999858861  4.337769E-19
5536.84792470937  1.137785E-18
5538.21585083013  -2.946282E-20
5539.58377695088  -3.825040E-19
5540.95170307164  2.734105E-18
5542.3196291924  4.132307E-19
5543.68755531316  1.813612E-19
5545.05548143392  -6.397841E-20
5546.42340755467  6.854748E-19
5547.79133367543  1.269174E-18
5549.15925979619  7.299190E-19
5550.52718591695  5.048421E-19
5551.89511203771  6.601562E-19
5553.26303815847  9.982675E-19
5554.63096427922  7.859717E-19
5555.99889039998  7.041508E-19
5557.36681652074  -2.111238E-19
5558.7347426415  1.756600E-19
5560.10266876225  -4.036514E-19
5561.47059488301  2.024907E-18
5562.83852100377  1.331329E-18
5564.20644712453  4.592354E-19
5565.57437324529  7.700903E-19
5566.94229936605  -4.368962E-19
5568.3102254868  -2.925147E-19
5569.67815160756  -6.876564E-19
5571.04607772832  3.028853E-19
5572.41400384908  1.395146E-18
5573.78192996984  1.886049E-18
5575.14985609059  1.656881E-18
5576.51778221135  1.914118E-18
5577.88570833211  -5.687725E-23
5579.25363445287  7.324707E-19
5580.62156057363  3.580279E-19
5581.98948669438  1.276994E-18
5583.35741281514  4.372492E-20
5584.7253389359  1.021558E-18
5586.09326505666  8.968373E-19
5587.46119117742  1.062325E-18
5588.82911729818  8.012524E-19
5590.19704341893  -1.950004E-19
5591.56496953969  6.781157E-19
5592.93289566045  -1.178000E-19
5594.30082178121  1.510220E-18
5595.66874790197  1.745346E-18
5597.03667402272  1.425380E-18
5598.40460014348  -4.902166E-19
5599.77252626424  8.099913E-19
5601.140452385  4.022464E-19
5602.50837850576  1.994615E-18
5603.87630462651  1.180991E-18
5605.24423074727  1.044208E-18
5606.61215686803  9.708605E-19
5607.98008298879  1.441637E-18
5609.34800910955  1.338561E-18
5610.7159352303  8.121113E-19
5612.08386135106  9.777351E-19
5613.45178747182  2.396068E-20
5614.81971359258  -1.546689E-20
5616.18763971334  4.505472E-19
5617.55556583409  4.549832E-19
5618.92349195486  -3.808174E-19
5620.29141807561  -4.214919E-19
5621.65934419637  6.701616E-19
5623.02727031713  1.287949E-18
5624.39519643789  -1.544237E-19
5625.76312255865  9.322023E-19
5627.1310486794  5.681816E-19
5628.49897480016  -4.415491E-19
5629.86690092092  1.711505E-18
5631.23482704168  1.347663E-18
5632.60275316244  8.242011E-19
5633.97067928319  -1.358691E-19
5635.33860540395  -4.632306E-20
5636.70653152471  -1.130340E-19
5638.07445764547  6.616764E-19
5639.44238376623  1.019921E-18
5640.81030988698  8.251254E-19
5642.17823600774  -6.039494E-20
5643.5461621285  9.482175E-20
5644.91408824926  6.681671E-19
5646.28201437002  1.764265E-19
5647.64994049077  4.954658E-19
5649.01786661153  7.080453E-19
5650.38579273229  9.042227E-19
5651.75371885305  -8.172043E-20
5653.12164497381  1.434946E-18
5654.48957109456  -2.222221E-19
5655.85749721532  2.037415E-19
5657.22542333608  5.587482E-19
5658.59334945684  8.401803E-19
5659.9612755776  1.582355E-18
5661.32920169835  1.383220E-18
5662.69712781911  1.112348E-18
5664.06505393987  8.731836E-19
5665.43298006063  -8.260679E-20
5666.80090618139  1.303058E-18
5668.16883230215  -4.584752E-19
5669.5367584229  -2.027009E-19
5670.90468454366  -4.108455E-19
5672.27261066442  7.673773E-20
5673.64053678518  1.312208E-18
5675.00846290594  1.113363E-18
5676.37638902669  1.206526E-18
5677.74431514745  3.736423E-19
5679.11224126821  9.395943E-19
5680.48016738897  1.019695E-18
5681.84809350973  1.369163E-18
5683.21601963048  7.110903E-19
5684.58394575124  6.137842E-19
5685.951871872  9.524291E-19
5687.31979799276  8.115851E-19
5688.68772411352  -3.018771E-19
5690.05565023427  1.126351E-18
5691.42357635503  4.261381E-19
5692.79150247579  1.704045E-18
5694.15942859655  1.482289E-18
5695.52735471731  1.339305E-19
5696.89528083807  3.899326E-19
5698.26320695882  5.089066E-19
5699.63113307958  -2.644454E-19
5700.99905920034  1.413370E-18
5702.3669853211  7.880689E-19
5703.73491144186  -8.779957E-21
5705.10283756262  8.607251E-20
5706.47076368337  1.690685E-19
5707.83868980413  2.486551E-19
5709.20661592489  7.971746E-19
5710.57454204565  -3.359205E-19
5711.94246816641  -4.259962E-19
5713.31039428716  7.367928E-19
5714.67832040792  -2.025886E-19
5716.04624652868  8.589501E-19
5717.41417264944  -4.562584E-20
5718.7820987702  6.316008E-21
5720.15002489095  1.069437E-18
5721.51795101171  4.454130E-19
5722.88587713247  -6.040229E-20
5724.25380325323  1.136189E-18
5725.62172937399  4.258877E-19
5726.98965549474  -3.002930E-19
5728.3575816155  4.040193E-19
5729.72550773626  7.388436E-19
5731.09343385702  7.980921E-19
5732.46135997778  8.250726E-19
5733.82928609853  8.079175E-19
5735.19721221929  5.018692E-19
5736.56513834005  5.069623E-19
5737.93306446081  9.840947E-19
5739.30099058157  1.173902E-18
5740.66891670232  -1.578967E-19
5742.03684282308  9.399364E-20
5743.40476894384  7.339347E-19
5744.7726950646  3.812742E-19
5746.14062118536  1.079999E-19
5747.50854730611  1.296587E-18
5748.87647342687  1.248072E-18
5750.24439954763  1.056980E-18
5751.61232566839  -2.904963E-20
5752.98025178915  -5.047781E-19
5754.34817790991  1.794994E-18
5755.71610403066  4.751179E-19
5757.08403015142  1.436134E-18
5758.45195627218  7.920874E-19
5759.81988239294  4.844340E-19
5761.1878085137  1.377935E-18
5762.55573463446  1.113439E-18
5763.92366075521  7.126143E-19
5765.29158687597  4.820462E-19
5766.65951299673  3.798551E-19
5768.02743911749  4.054449E-19
5769.39536523824  5.003349E-19
5770.763291359  3.430178E-19
5772.13121747976  3.739828E-19
5773.49914360052  8.977967E-19
5774.86706972128  8.044726E-19
5776.23499584204  -1.632176E-20
5777.60292196279  -1.901585E-19
5778.97084808355  1.075644E-18
5780.33877420431  1.309800E-18
5781.70670032507  6.596697E-19
5783.07462644583  8.619570E-20
5784.44255256659  1.297161E-18
5785.81047868734  1.168462E-18
5787.1784048081  1.060527E-18
5788.54633092886  5.964642E-19
5789.91425704962  3.280189E-19
5791.28218317038  -7.478495E-20
5792.65010929113  2.593941E-19
5794.01803541189  6.681910E-19
5795.38596153265  9.860464E-19
5796.75388765341  9.353470E-19
5798.12181377416  1.036214E-18
5799.48973989492  6.707171E-20
5800.85766601568  6.596331E-19
5802.22559213644  1.083528E-18
5803.5935182572  -1.071057E-20
5804.96144437795  6.094939E-19
5806.32937049871  4.949974E-19
5807.69729661947  6.557167E-20
5809.06522274023  6.992241E-19
5810.43314886099  4.601499E-19
5811.80107498175  5.974598E-19
5813.1690011025  4.341219E-20
5814.53692722326  8.677532E-20
5815.90485334402  1.252639E-18
5817.27277946478  -3.260893E-19
5818.64070558554  9.646036E-19
5820.00863170629  3.608878E-19
5821.37655782705  1.507467E-18
5822.74448394781  9.165988E-19
5824.11241006857  1.420356E-18
5825.48033618933  2.977664E-19
5826.84826231008  1.056167E-18
5828.21618843084  7.290473E-21
5829.5841145516  5.342403E-19
5830.95204067236  6.607260E-19
5832.31996679312  8.620459E-19
5833.68789291387  -1.397619E-20
5835.05581903463  7.170032E-19
5836.42374515539  5.487716E-19
5837.79167127615  -7.938212E-21
5839.15959739691  3.919160E-19
5840.52752351767  8.400711E-19
5841.89544963843  -1.874773E-20
5843.26337575918  7.559118E-19
5844.63130187994  2.655653E-20
5845.9992280007  4.257588E-19
5847.36715412146  9.429552E-19
5848.73508024221  5.397598E-19
5850.10300636297  3.761329E-19
5851.47093248373  5.846335E-20
5852.83885860449  7.152468E-19
5854.20678472525  3.686182E-19
5855.57471084601  3.900203E-19
5856.94263696676  4.263424E-20
5858.31056308752  4.067096E-19
5859.67848920828  -2.768392E-20
5861.04641532904  4.589513E-19
5862.4143414498  3.922662E-19
5863.78226757055  6.223580E-19
5865.15019369131  -3.023135E-19
5866.51811981207  5.928721E-19
5867.88604593283  -2.041870E-19
5869.25397205359  2.425953E-19
5870.62189817434  7.477667E-19
5871.9898242951  3.608423E-19
5873.35775041586  1.075840E-18
5874.72567653662  4.405868E-19
5876.09360265738  6.967527E-19
5877.46152877813  3.146019E-19
5878.82945489889  3.080317E-19
5880.19738101965  3.474397E-19
5881.56530714041  -4.174770E-19
5882.93323326117  1.149640E-18
5884.30115938192  1.779192E-19
5885.66908550268  6.510579E-19
5887.03701162344  -9.389633E-20
5888.4049377442  1.155160E-18
5889.77286386496  -2.597897E-19
5891.14078998571  -1.544854E-19
5892.50871610647  8.282077E-19
5893.87664222723  -9.584810E-20
5895.24456834799  -3.545488E-19
5896.61249446875  4.173485E-19
5897.98042058951  1.550544E-18
5899.34834671027  4.192014E-20
5900.71627283102  8.366989E-19
5902.08419895178  3.239879E-19
5903.45212507254  8.297401E-19
5904.8200511933  7.864385E-19
5906.18797731405  8.702963E-19
5907.55590343481  -4.996208E-19
5908.92382955557  -2.021654E-19
5910.29175567633  3.030452E-19
5911.65968179709  4.508480E-19
5913.02760791785  2.349104E-19
5914.3955340386  4.532985E-19
5915.76346015936  -1.783240E-19
5917.13138628012  -6.536170E-20
5918.49931240088  7.337308E-19
5919.86723852164  6.112602E-19
5921.2351646424  5.174517E-19
5922.60309076315  -1.355257E-19
5923.97101688391  6.831336E-19
5925.33894300467  1.130693E-18
5926.70686912543  7.428734E-19
5928.07479524618  7.243223E-19
5929.44272136694  -1.792119E-19
5930.8106474877  8.174994E-19
5932.17857360846  7.608469E-19
5933.54649972922  5.082605E-19
5934.91442584998  5.038167E-19
5936.28235197073  6.569643E-19
5937.65027809149  -2.617058E-19
5939.01820421225  6.122439E-19
5940.38613033301  9.041498E-19
5941.75405645377  1.010459E-18
5943.12198257452  8.433327E-20
5944.48990869528  2.385634E-19
5945.85783481604  4.550869E-19
5947.2257609368  2.459525E-19
5948.59368705756  2.517048E-19
5949.96161317831  -2.121803E-19
5951.32953929907  -1.158611E-20
5952.69746541983  6.679367E-19
5954.06539154059  4.139955E-19
5955.43331766135  5.251764E-19
5956.8012437821  3.114642E-19
5958.16916990286  7.312421E-19
5959.53709602362  9.552013E-19
5960.90502214438  8.621708E-19
5962.27294826514  9.464411E-19
5963.64087438589  8.783654E-19
5965.00880050665  2.394937E-19
5966.37672662741  4.145191E-19
5967.74465274817  6.483579E-19
5969.11257886893  8.324595E-19
5970.48050498969  1.395637E-18
5971.84843111044  7.458316E-19
5973.2163572312  7.568500E-19
5974.58428335196  5.686681E-20
5975.95220947272  1.158716E-18
5977.32013559348  1.258387E-18
5978.68806171423  7.881728E-19
5980.05598783499  8.857841E-19
5981.42391395575  1.229091E-18
5982.79184007651  4.345870E-19
5984.15976619727  -1.703905E-19
5985.52769231802  -1.113107E-19
5986.89561843878  -4.638216E-20
5988.26354455954  7.500975E-19
5989.6314706803  8.914097E-19
5990.99939680106  7.091238E-19
5992.36732292182  6.273992E-19
5993.73524904257  -2.154974E-19
5995.10317516333  1.235433E-18
5996.47110128409  1.180666E-19
5997.83902740485  -2.408717E-19
5999.20695352561  2.028143E-19
6000.57487964636  -2.510310E-20
6001.94280576712  5.610367E-19
6003.31073188788  7.202516E-19
6004.67865800864  -2.193466E-19
6006.0465841294  1.787119E-19
6007.41451025015  6.207629E-19
6008.78243637091  8.440561E-19
6010.15036249167  -3.166230E-20
6011.51828861243  1.525091E-19
6012.88621473319  6.531488E-19
6014.25414085395  6.211340E-19
6015.6220669747  5.615447E-19
6016.98999309546  9.833463E-19
6018.35791921622  3.638618E-19
6019.72584533698  2.743712E-19
6021.09377145774  7.232079E-20
6022.46169757849  6.103176E-19
6023.82962369925  8.833084E-19
6025.19754982001  6.111194E-19
6026.56547594077  3.623979E-19
6027.93340206153  -1.434315E-19
6029.30132818228  6.637900E-19
6030.66925430304  9.889538E-19
6032.0371804238  7.473043E-19
6033.40510654456  1.210787E-18
6034.77303266532  8.675430E-19
6036.14095878608  1.025360E-18
6037.50888490683  1.187438E-18
6038.87681102759  5.394347E-19
6040.24473714835  5.040022E-19
6041.61266326911  5.520073E-19
6042.98058938987  1.125264E-18
6044.34851551062  9.947972E-19
6045.71644163138  6.696921E-19
6047.08436775214  1.283698E-18
6048.4522938729  4.403829E-19
6049.82021999366  5.583610E-19
6051.18814611441  7.998913E-19
6052.55607223517  1.387727E-18
6053.92399835593  1.227833E-19
6055.29192447669  3.298444E-19
6056.65985059745  2.963529E-19
6058.0277767182  7.736979E-19
6059.39570283896  5.238748E-19
6060.76362895972  1.004708E-18
6062.13155508048  7.338306E-19
6063.49948120124  1.400848E-19
6064.86740732199  7.100323E-19
6066.23533344275  8.746836E-19
6067.60325956351  1.205673E-18
6068.97118568427  7.453232E-19
6070.33911180503  5.641739E-19
