BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3148  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '07D3HU            '  /                                              
FILENAME= '07D3HUFC_ATM.FITS[*,3,1]'  /
5092.164359808  4.234342E-18
5093.5318232775  -3.008661E-18
5094.89928674701  7.860518E-18
5096.26675021651  2.235844E-18
5097.63421368602  -2.568110E-18
5099.00167715552  1.144168E-18
5100.36914062503  -2.286201E-18
5101.73660409453  2.318234E-18
5103.10406756404  3.631812E-18
5104.47153103354  -2.903339E-18
5105.83899450305  9.836329E-18
5107.20645797256  1.937377E-18
5108.57392144206  3.488763E-18
5109.94138491157  4.921048E-18
5111.30884838107  -1.252252E-18
5112.67631185058  -2.752561E-18
5114.04377532008  -1.088250E-19
5115.41123878959  -3.480920E-18
5116.77870225909  2.762132E-19
5118.1461657286  5.256854E-18
5119.5136291981  4.987149E-18
5120.88109266761  3.951835E-18
5122.24855613711  -1.056290E-18
5123.61601960662  -3.131338E-18
5124.98348307612  -1.263146E-18
5126.35094654563  -2.052630E-18
5127.71841001513  -1.299819E-18
5129.08587348464  -2.007024E-18
5130.45333695415  3.025414E-19
5131.82080042365  -1.856903E-18
5133.18826389316  5.713955E-18
5134.55572736266  6.244068E-18
5135.92319083217  -1.341106E-18
5137.29065430167  3.228257E-18
5138.65811777118  1.191565E-18
5140.02558124068  -2.096937E-18
5141.39304471019  3.706200E-18
5142.76050817969  -4.838865E-19
5144.1279716492  -5.763629E-18
5145.4954351187  8.139564E-18
5146.86289858821  -2.108076E-18
5148.23036205771  2.454700E-18
5149.59782552722  1.662741E-18
5150.96528899673  4.355553E-18
5152.33275246623  -4.139505E-18
5153.70021593574  -1.948746E-18
5155.06767940524  1.813229E-18
5156.43514287475  2.696849E-18
5157.80260634425  -1.258540E-18
5159.17006981376  -2.125659E-18
5160.53753328326  1.585834E-18
5161.90499675277  9.180870E-18
5163.27246022227  3.851568E-18
5164.63992369178  1.525447E-18
5166.00738716128  -7.555755E-19
5167.37485063079  -2.699884E-18
5168.74231410029  -1.416730E-18
5170.1097775698  5.528255E-18
5171.4772410393  2.694960E-18
5172.84470450881  -6.644862E-19
5174.21216797831  -1.673233E-18
5175.57963144782  -1.423442E-18
5176.94709491733  -1.000933E-18
5178.31455838683  1.344522E-18
5179.68202185634  3.397000E-18
5181.04948532584  -4.953042E-18
5182.41694879535  5.120143E-18
5183.78441226485  -9.785393E-19
5185.15187573436  6.832729E-18
5186.51933920386  1.228859E-17
5187.88680267337  3.803036E-18
5189.25426614287  -1.522817E-18
5190.62172961238  -5.449985E-18
5191.98919308188  1.327937E-18
5193.35665655139  -4.525709E-18
5194.7241200209  -1.416065E-18
5196.0915834904  3.165925E-18
5197.45904695991  3.096384E-18
5198.82651042941  -1.199484E-18
5200.19397389892  -1.113780E-18
5201.56143736842  5.242109E-18
5202.92890083793  6.363618E-18
5204.29636430743  1.987659E-18
5205.66382777694  3.764806E-18
5207.03129124644  5.986300E-19
5208.39875471595  -2.893087E-18
5209.76621818545  -4.243268E-18
5211.13368165496  -4.557936E-18
5212.50114512446  -3.949916E-18
5213.86860859397  8.754845E-18
5215.23607206347  -1.130507E-18
5216.60353553298  1.253366E-18
5217.97099900249  4.606084E-18
5219.33846247199  2.184828E-18
5220.7059259415  4.698320E-18
5222.073389411  5.339454E-18
5223.44085288051  2.370852E-19
5224.80831635001  7.568938E-18
5226.17577981952  7.645451E-18
5227.54324328902  6.295968E-18
5228.91070675853  3.633137E-18
5230.27817022803  2.832669E-18
5231.64563369754  5.678313E-18
5233.01309716704  3.279316E-18
5234.38056063655  -2.156558E-18
5235.74802410605  3.342983E-19
5237.11548757556  1.123395E-18
5238.48295104507  3.538837E-18
5239.85041451457  2.588108E-19
5241.21787798407  7.701229E-18
5242.58534145358  4.802213E-18
5243.95280492309  -1.783791E-18
5245.32026839259  2.366735E-19
5246.6877318621  2.056858E-18
5248.0551953316  -3.379148E-18
5249.42265880111  3.578605E-18
5250.79012227061  6.401369E-18
5252.15758574012  4.802202E-18
5253.52504920962  9.747007E-18
5254.89251267913  1.292757E-18
5256.25997614863  -2.428075E-19
5257.62743961814  7.156530E-18
5258.99490308764  8.611286E-18
5260.36236655715  5.549188E-18
5261.72983002665  9.242938E-18
5263.09729349616  5.849234E-18
5264.46475696566  3.748646E-18
5265.83222043517  -1.020674E-18
5267.19968390468  2.197973E-18
5268.56714737418  1.442873E-18
5269.93461084369  -1.759778E-18
5271.30207431319  2.276318E-18
5272.6695377827  1.269366E-18
5274.0370012522  7.806958E-19
5275.40446472171  3.369157E-19
5276.77192819121  1.220756E-18
5278.13939166072  4.656203E-18
5279.50685513022  4.847709E-18
5280.87431859973  5.142594E-18
5282.24178206923  1.069891E-17
5283.60924553874  5.456187E-18
5284.97670900824  5.687214E-19
5286.34417247775  4.796585E-18
5287.71163594726  3.824687E-18
5289.07909941676  1.402958E-18
5290.44656288627  -2.316787E-19
5291.81402635577  -1.074403E-18
5293.18148982528  4.387247E-18
5294.54895329478  -8.353995E-19
5295.91641676429  5.427119E-18
5297.28388023379  2.929264E-18
5298.6513437033  -1.144204E-18
5300.0188071728  -5.739550E-19
5301.38627064231  1.908804E-18
5302.75373411181  4.116175E-18
5304.12119758132  2.355857E-18
5305.48866105082  2.368900E-18
5306.85612452033  -1.602247E-18
5308.22358798983  5.615687E-18
5309.59105145934  7.836865E-18
5310.95851492884  3.149873E-18
5312.32597839835  2.919173E-18
5313.69344186786  2.815930E-18
5315.06090533736  -7.010259E-19
5316.42836880687  -1.626043E-18
5317.79583227637  3.788869E-19
5319.16329574588  2.305309E-18
5320.53075921538  5.816230E-18
5321.89822268489  4.683107E-18
5323.26568615439  2.851888E-18
5324.6331496239  2.523564E-18
5326.0006130934  -2.120119E-18
5327.36807656291  -3.470108E-19
5328.73554003241  -1.730457E-18
5330.10300350192  -1.262290E-18
5331.47046697142  1.142163E-18
5332.83793044093  2.810565E-18
5334.20539391044  2.153587E-18
5335.57285737994  4.117856E-18
5336.94032084945  3.369642E-18
5338.30778431895  1.359023E-18
5339.67524778846  -1.107736E-18
5341.04271125796  8.521480E-20
5342.41017472747  5.426378E-18
5343.77763819697  3.795467E-18
5345.14510166648  4.965660E-18
5346.51256513598  3.737104E-18
5347.88002860549  3.234469E-18
5349.24749207499  4.957933E-18
5350.6149555445  1.296175E-18
5351.982419014  -2.064999E-19
5353.34988248351  2.354882E-19
5354.71734595302  -2.507848E-18
5356.08480942252  -1.148715E-18
5357.45227289203  -7.445113E-19
5358.81973636153  1.153712E-18
5360.18719983104  -4.163982E-19
5361.55466330054  1.996313E-18
5362.92212677005  4.329201E-18
5364.28959023955  1.972023E-19
5365.65705370906  2.936210E-18
5367.02451717856  5.055890E-18
5368.39198064807  4.888823E-18
5369.75944411757  -4.930365E-19
5371.12690758708  3.357184E-18
5372.49437105658  -7.409146E-19
5373.86183452609  4.084768E-18
5375.22929799559  3.200519E-18
5376.5967614651  9.543699E-20
5377.96422493461  5.419742E-18
5379.33168840411  3.142419E-18
5380.69915187362  1.202273E-19
5382.06661534312  1.018570E-18
5383.43407881263  3.015759E-18
5384.80154228213  2.790133E-18
5386.16900575164  2.565427E-18
5387.53646922114  1.136511E-18
5388.90393269065  -2.004777E-18
5390.27139616015  3.186442E-18
5391.63885962966  3.187357E-18
5393.00632309916  4.608821E-18
5394.37378656867  1.232656E-18
5395.74125003817  1.776594E-18
5397.10871350768  -1.577044E-18
5398.47617697719  1.482234E-18
5399.84364044669  4.039115E-18
5401.2111039162  -1.420592E-18
5402.5785673857  -2.327456E-20
5403.94603085521  4.888802E-19
5405.31349432471  2.842764E-18
5406.68095779422  2.215042E-18
5408.04842126372  1.219107E-18
5409.41588473323  2.702269E-18
5410.78334820273  3.145568E-18
5412.15081167224  1.111927E-18
5413.51827514174  2.450927E-18
5414.88573861125  6.432921E-19
5416.25320208075  -6.780797E-19
5417.62066555026  3.396806E-18
5418.98812901976  3.161664E-18
5420.35559248927  -9.500326E-19
5421.72305595877  -6.325543E-19
5423.09051942828  5.084168E-18
5424.45798289778  9.475965E-19
5425.82544636729  -7.872496E-19
5427.1929098368  5.331356E-19
5428.5603733063  2.154045E-18
5429.92783677581  -5.646118E-20
5431.29530024531  1.794133E-18
5432.66276371482  2.391807E-18
5434.03022718432  2.657326E-18
5435.39769065383  1.187148E-18
5436.76515412333  3.947665E-18
5438.13261759284  3.790747E-18
5439.50008106234  2.606722E-18
5440.86754453185  4.272127E-18
5442.23500800135  4.035918E-18
5443.60247147086  3.770092E-18
5444.96993494036  1.746535E-18
5446.33739840987  1.479659E-18
5447.70486187938  7.517549E-19
5449.07232534888  1.611839E-18
5450.43978881838  1.810682E-18
5451.80725228789  2.512832E-18
5453.1747157574  2.408628E-18
5454.5421792269  1.378078E-18
5455.90964269641  2.944569E-18
5457.27710616591  3.235405E-18
5458.64456963542  -6.795964E-19
5460.01203310492  3.896493E-19
5461.37949657443  1.397286E-18
5462.74696004393  3.342673E-18
5464.11442351344  5.543557E-18
5465.48188698294  1.357568E-18
5466.84935045245  4.581273E-18
5468.21681392195  1.981955E-18
5469.58427739146  -8.969961E-19
5470.95174086097  3.952037E-18
5472.31920433047  1.709468E-18
5473.68666779998  3.508635E-18
5475.05413126948  5.241624E-18
5476.42159473899  5.237752E-18
5477.78905820849  1.803919E-18
5479.156521678  5.425871E-18
5480.5239851475  4.840257E-18
5481.89144861701  3.539594E-18
5483.25891208651  3.802572E-18
5484.62637555602  3.928040E-18
5485.99383902552  5.063077E-18
5487.36130249503  3.770780E-18
5488.72876596453  2.213941E-18
5490.09622943404  3.677412E-18
5491.46369290355  3.854002E-18
5492.83115637305  4.143796E-18
5494.19861984256  2.019190E-18
5495.56608331206  3.031945E-18
5496.93354678157  6.777656E-18
5498.30101025107  4.442805E-18
5499.66847372058  4.988555E-18
5501.03593719008  2.491736E-18
5502.40340065959  1.564644E-18
5503.77086412909  -3.163558E-19
5505.1383275986  8.907525E-19
5506.5057910681  2.514805E-18
5507.87325453761  2.568409E-18
5509.24071800711  4.281999E-18
5510.60818147662  5.957202E-18
5511.97564494612  3.400679E-18
5513.34310841563  3.464933E-18
5514.71057188513  2.406975E-18
5516.07803535464  1.410023E-18
5517.44549882415  4.285686E-18
5518.81296229365  3.569799E-18
5520.18042576316  2.771056E-18
5521.54788923266  4.126414E-18
5522.91535270217  3.501234E-18
5524.28281617167  5.211050E-18
5525.65027964118  4.199355E-18
5527.01774311068  3.283365E-18
5528.38520658019  4.617870E-18
5529.75267004969  2.523920E-18
5531.1201335192  3.330594E-18
5532.4875969887  1.775354E-18
5533.85506045821  -3.383728E-19
5535.22252392771  6.163239E-18
5536.58998739722  7.615506E-18
5537.95745086673  6.095849E-18
5539.32491433623  4.895733E-18
5540.69237780574  2.492874E-18
5542.05984127524  2.120686E-18
5543.42730474475  2.845321E-18
5544.79476821425  -1.341061E-18
5546.16223168376  3.147020E-18
5547.52969515326  3.966226E-18
5548.89715862277  1.328182E-18
5550.26462209227  5.911976E-18
5551.63208556178  4.084163E-18
5552.99954903128  2.202404E-18
5554.36701250079  4.177868E-18
5555.73447597029  3.415257E-18
5557.1019394398  2.557841E-18
5558.46940290931  2.073253E-18
5559.83686637881  2.343303E-18
5561.20432984832  4.013319E-18
5562.57179331782  6.798563E-18
5563.93925678733  3.585676E-18
5565.30672025683  1.767035E-18
5566.67418372634  5.304283E-18
5568.04164719584  -1.446631E-18
5569.40911066535  6.542962E-18
5570.77657413485  6.850942E-18
5572.14403760436  4.336832E-18
5573.51150107386  1.445399E-18
5574.87896454337  5.774446E-18
5576.24642801287  3.484552E-18
5577.61389148238  3.786140E-18
5578.98135495188  4.032132E-18
5580.34881842139  5.886397E-18
5581.7162818909  2.762716E-18
5583.0837453604  4.151985E-18
5584.4512088299  2.340664E-18
5585.81867229941  1.486994E-18
5587.18613576892  2.215450E-18
5588.55359923842  4.896006E-18
5589.92106270793  3.445655E-18
5591.28852617743  1.077942E-18
5592.65598964694  3.606870E-18
5594.02345311644  6.043845E-18
5595.39091658595  6.806937E-18
5596.75838005545  6.570413E-18
5598.12584352496  7.583288E-18
5599.49330699446  3.298067E-18
5600.86077046397  6.797926E-18
5602.22823393347  4.428451E-18
5603.59569740298  1.973914E-18
5604.96316087248  3.120513E-18
5606.33062434199  3.249353E-18
5607.6980878115  2.453164E-18
5609.065551281  5.121525E-18
5610.43301475051  4.922864E-18
5611.80047822001  3.404200E-18
5613.16794168952  4.481306E-18
5614.53540515902  5.611573E-18
5615.90286862853  4.452863E-18
5617.27033209803  2.809789E-18
5618.63779556754  3.469102E-18
5620.00525903704  3.658557E-18
5621.37272250655  4.713560E-18
5622.74018597605  3.940930E-18
5624.10764944556  5.264127E-18
5625.47511291506  5.272684E-18
5626.84257638457  2.072111E-18
5628.21003985407  5.397898E-18
5629.57750332358  6.981322E-18
5630.94496679309  6.494636E-18
5632.31243026259  3.349206E-18
5633.6798937321  3.267252E-19
5635.0473572016  4.404894E-18
5636.41482067111  4.623680E-18
5637.78228414061  3.276019E-18
5639.14974761012  3.771480E-18
5640.51721107962  6.466689E-18
5641.88467454913  6.566677E-18
5643.25213801863  5.920233E-18
5644.61960148814  5.026408E-18
5645.98706495764  6.038019E-18
5647.35452842715  3.665907E-18
5648.72199189665  2.674036E-18
5650.08945536616  4.081003E-18
5651.45691883567  5.857924E-18
5652.82438230517  3.367659E-18
5654.19184577467  3.989373E-18
5655.55930924418  3.732704E-18
5656.92677271369  4.068511E-18
5658.29423618319  5.132522E-18
5659.6616996527  5.491061E-18
5661.0291631222  4.050615E-18
5662.39662659171  4.210797E-18
5663.76409006121  2.434673E-18
5665.13155353072  5.540299E-18
5666.49901700022  4.432737E-18
5667.86648046973  4.381657E-18
5669.23394393923  4.037547E-18
5670.60140740874  3.721383E-18
5671.96887087824  4.967682E-18
5673.33633434775  4.326494E-18
5674.70379781726  1.741466E-18
5676.07126128676  3.390225E-18
5677.43872475627  2.387502E-18
5678.80618822577  3.986178E-18
5680.17365169528  4.922886E-18
5681.54111516478  4.962980E-18
5682.90857863429  3.445292E-18
5684.27604210379  4.651832E-18
5685.6435055733  3.691723E-18
5687.0109690428  4.440823E-18
5688.37843251231  3.298395E-18
5689.74589598181  3.321503E-18
5691.11335945132  3.841578E-18
5692.48082292082  1.070518E-18
5693.84828639033  5.009068E-18
5695.21574985984  5.563676E-18
5696.58321332934  3.896408E-18
5697.95067679885  2.785614E-18
5699.31814026835  2.361867E-18
5700.68560373786  3.063780E-18
5702.05306720736  2.250637E-18
5703.42053067687  4.312308E-18
5704.78799414637  6.193674E-18
5706.15545761588  3.928136E-18
5707.52292108538  3.509478E-18
5708.89038455489  3.861524E-18
5710.25784802439  2.850092E-18
5711.6253114939  2.752243E-18
5712.9927749634  4.031290E-18
5714.36023843291  4.398563E-18
5715.72770190241  3.667256E-18
5717.09516537192  1.826961E-18
5718.46262884142  4.031452E-18
5719.83009231093  4.277378E-18
5721.19755578043  3.373835E-18
5722.56501924994  2.804972E-18
5723.93248271945  2.695084E-18
5725.29994618895  2.599333E-18
5726.66740965846  4.954850E-18
5728.03487312796  4.898133E-18
5729.40233659747  2.724934E-18
5730.76980006697  2.511424E-18
5732.13726353648  3.829408E-18
5733.50472700598  4.591194E-18
5734.87219047549  3.456786E-18
5736.23965394499  1.595336E-18
5737.6071174145  5.041842E-19
5738.974580884  2.587429E-18
5740.34204435351  4.500459E-18
5741.70950782301  3.048296E-18
5743.07697129252  3.549326E-18
5744.44443476202  3.676278E-18
5745.81189823153  4.287376E-18
5747.17936170103  5.472410E-18
5748.54682517054  3.281272E-18
5749.91428864005  3.815119E-18
5751.28175210955  4.423480E-18
5752.64921557906  2.631452E-18
5754.01667904856  1.489446E-18
5755.38414251807  -3.436437E-19
5756.75160598757  1.504315E-18
5758.11906945708  1.803660E-18
5759.48653292658  1.793399E-18
5760.85399639609  2.892351E-18
5762.22145986559  3.144749E-18
5763.5889233351  4.022094E-18
5764.9563868046  2.447171E-18
5766.32385027411  -6.906324E-19
5767.69131374362  1.952134E-18
5769.05877721312  1.986008E-18
5770.42624068263  4.417591E-18
5771.79370415213  1.928616E-18
5773.16116762164  2.643343E-18
5774.52863109114  2.946517E-18
5775.89609456065  1.524892E-18
5777.26355803015  2.935744E-18
5778.63102149966  1.886771E-18
5779.99848496916  5.167655E-19
5781.36594843867  1.509330E-19
5782.73341190817  1.594372E-18
5784.10087537768  7.013747E-19
5785.46833884718  1.559493E-18
5786.83580231669  1.791764E-18
5788.20326578619  2.652520E-18
5789.5707292557  2.611080E-18
5790.93819272521  4.031249E-18
5792.30565619471  3.235297E-18
5793.67311966422  2.394090E-18
5795.04058313372  1.947123E-18
5796.40804660323  3.732993E-18
5797.77551007273  3.087504E-19
5799.14297354224  2.355506E-18
5800.51043701174  -1.095738E-18
5801.87790048125  3.027359E-18
5803.24536395075  1.964528E-18
5804.61282742026  3.661088E-18
5805.98029088976  3.011318E-18
5807.34775435927  1.584439E-18
5808.71521782877  3.265559E-18
5810.08268129828  3.098345E-18
5811.45014476779  3.138136E-18
5812.81760823729  4.823421E-18
5814.1850717068  2.125163E-18
5815.5525351763  1.915052E-18
5816.91999864581  1.480112E-18
5818.28746211531  7.348501E-19
5819.65492558482  -4.538057E-20
5821.02238905432  1.592942E-18
5822.38985252383  2.218171E-18
5823.75731599333  1.934166E-18
5825.12477946284  9.345902E-19
5826.49224293234  1.016202E-18
5827.85970640185  1.762300E-18
5829.22716987135  2.726867E-18
5830.59463334086  1.690305E-18
5831.96209681036  6.015647E-19
5833.32956027987  2.142063E-18
5834.69702374938  2.798369E-18
5836.06448721888  8.125008E-19
5837.43195068839  1.380632E-18
5838.79941415789  3.459699E-18
5840.1668776274  1.752445E-20
5841.5343410969  -5.531317E-19
5842.90180456641  9.689166E-19
5844.26926803591  1.375335E-18
5845.63673150542  1.470192E-18
5847.00419497492  1.474159E-18
5848.37165844443  9.870520E-19
5849.73912191393  1.639625E-18
5851.10658538344  6.003985E-19
5852.47404885294  6.796621E-19
5853.84151232245  1.448968E-18
5855.20897579196  2.632569E-18
5856.57643926146  3.457706E-18
5857.94390273096  1.933692E-18
5859.31136620047  1.777710E-18
5860.67882966998  1.738369E-18
5862.04629313948  2.506252E-18
5863.41375660899  1.986093E-18
5864.78122007849  1.379667E-18
5866.148683548  2.176443E-19
5867.5161470175  1.717385E-18
5868.88361048701  1.941577E-18
5870.25107395651  -2.799904E-20
5871.61853742602  2.932732E-18
5872.98600089552  1.061156E-18
5874.35346436503  1.710874E-18
5875.72092783453  3.267717E-18
5877.08839130404  8.083075E-19
5878.45585477355  1.768622E-18
5879.82331824305  1.233465E-18
5881.19078171256  4.482672E-18
5882.55824518206  6.393623E-18
5883.92570865157  3.460964E-18
5885.29317212107  6.669339E-18
5886.66063559058  1.756113E-18
5888.02809906008  -3.355462E-19
5889.39556252959  2.992187E-19
5890.76302599909  2.603408E-18
5892.1304894686  2.119254E-18
5893.4979529381  4.525742E-19
5894.86541640761  -6.070470E-19
5896.23287987711  -3.272908E-19
5897.60034334662  1.623723E-18
5898.96780681613  2.277562E-18
5900.33527028563  2.778486E-18
5901.70273375514  1.467586E-18
5903.07019722464  1.603025E-18
5904.43766069415  -8.388833E-20
5905.80512416365  4.158768E-18
5907.17258763316  2.383527E-18
5908.54005110266  -1.260611E-19
5909.90751457217  2.118798E-18
5911.27497804167  1.259961E-18
5912.64244151118  -4.097898E-19
5914.00990498068  1.165232E-18
5915.37736845019  2.854990E-18
5916.74483191969  2.209971E-18
5918.1122953892  5.062574E-18
5919.4797588587  2.283856E-18
5920.84722232821  -2.462442E-19
5922.21468579771  1.038207E-18
5923.58214926722  2.305415E-18
5924.94961273673  3.813649E-18
5926.31707620623  2.559271E-18
5927.68453967574  1.814663E-18
5929.05200314524  1.298255E-18
5930.41946661475  1.057821E-18
5931.78693008425  1.884793E-18
5933.15439355376  2.843345E-18
5934.52185702326  3.276760E-18
5935.88932049277  2.601155E-18
5937.25678396227  2.939158E-18
5938.62424743178  2.918638E-18
5939.99171090128  2.483035E-18
5941.35917437079  1.431424E-18
5942.7266378403  1.727788E-18
5944.0941013098  2.545930E-18
5945.46156477931  3.027928E-18
5946.82902824881  1.236742E-18
5948.19649171832  2.813242E-18
5949.56395518782  2.743487E-18
5950.93141865733  2.693444E-18
5952.29888212683  3.392455E-18
5953.66634559634  2.909848E-18
5955.03380906584  1.179396E-18
5956.40127253535  1.579166E-18
5957.76873600485  2.162942E-18
5959.13619947436  1.880414E-18
5960.50366294386  1.455033E-18
5961.87112641337  1.234708E-18
5963.23858988287  1.862976E-18
5964.60605335238  1.198215E-18
5965.97351682189  3.306575E-18
5967.34098029139  1.189734E-18
5968.7084437609  3.455692E-18
5970.0759072304  2.258075E-18
5971.44337069991  1.690294E-18
5972.81083416941  2.323151E-18
5974.17829763892  7.609689E-19
5975.54576110842  2.377471E-18
5976.91322457793  2.350862E-18
5978.28068804743  2.188116E-18
5979.64815151694  2.089102E-18
5981.01561498644  2.033986E-18
5982.38307845595  3.052017E-18
5983.75054192545  1.786266E-18
5985.11800539496  2.674720E-19
5986.48546886446  3.436568E-19
5987.85293233397  1.357650E-18
5989.22039580348  8.924338E-19
5990.58785927298  3.051292E-18
5991.95532274249  2.491669E-18
5993.32278621199  4.182456E-18
5994.6902496815  1.856926E-18
5996.057713151  2.013747E-18
5997.42517662051  2.605777E-18
5998.79264009001  2.508075E-18
6000.16010355952  2.309759E-18
6001.52756702902  1.122742E-18
6002.89503049853  2.698213E-18
6004.26249396803  2.221162E-18
6005.62995743754  1.766769E-18
6006.99742090704  1.389245E-18
6008.36488437655  3.025606E-18
6009.73234784606  5.747784E-19
6011.09981131556  9.871795E-19
6012.46727478507  1.422205E-18
6013.83473825457  1.290882E-18
6015.20220172408  3.501333E-18
6016.56966519358  3.408672E-18
6017.93712866309  2.438948E-18
6019.30459213259  1.861500E-18
6020.6720556021  2.664862E-18
6022.0395190716  1.616688E-18
6023.40698254111  1.733386E-18
6024.77444601061  2.616806E-18
6026.14190948012  2.036376E-18
6027.50937294962  1.484416E-18
6028.87683641913  2.860508E-18
6030.24429988863  3.739703E-18
6031.61176335814  2.568970E-18
6032.97922682764  2.140278E-18
6034.34669029715  2.176091E-18
6035.71415376665  3.659909E-18
6037.08161723616  4.174780E-18
6038.44908070567  3.405733E-18
6039.81654417517  1.530492E-18
6041.18400764468  6.216702E-19
6042.55147111418  1.984217E-18
6043.91893458369  1.800811E-18
6045.28639805319  1.949216E-18
6046.6538615227  2.802039E-18
6048.0213249922  2.426885E-18
6049.38878846171  3.470596E-18
6050.75625193121  3.709016E-18
6052.12371540072  3.216683E-18
6053.49117887022  2.221106E-18
6054.85864233973  2.092857E-18
6056.22610580923  2.627932E-18
6057.59356927874  1.559719E-18
6058.96103274825  1.593000E-18
6060.32849621775  4.594680E-18
6061.69595968725  3.696332E-18
6063.06342315676  3.697690E-18
